,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.777999999999999,64.0,73.0,608936.4919623769,406-059335
1,10.984000000000002,74.0,62.0,522803.5065939421,405-058729
2,11.107000000000001,137.0,140.0,520834.939229153,405-058736
3,11.118,363.0,82.0,421913.21274661215,405-058758
4,11.24,293.0,115.0,406367.83057478984,405-058772
5,11.698,117.0,54.0,270867.5604719705,405-058768
6,11.709000000000001,386.0,242.0,268303.55020074843,405-058793
7,11.744000000000002,234.0,102.0,285115.6534699006,405-058733
8,11.877,316.0,41.0,231070.89882846482,405-058724
9,11.929,108.0,205.0,221912.65800967976,405-058722
10,12.115,90.0,234.0,198226.45335437008,405-058775
11,12.142000000000001,359.0,234.0,183005.48660775306,405-058746
12,12.332,306.0,95.0,157585.23144618652,405-058767
13,12.408,144.0,266.0,153754.24954622332,405-058785
14,12.45,258.0,13.0,155354.97201527134,405-058751
15,12.484000000000002,403.0,99.0,128821.08123142357,405-058764
16,12.54,363.0,225.0,103621.42795410819,405-058737
17,12.584000000000001,440.0,50.0,118013.4380793711,405-058741
18,12.683,216.0,210.0,135314.13298278613,405-058798
19,12.857000000000001,421.0,184.0,98440.87739694827,404-057663
20,13.001,435.0,224.0,84715.58270263129,404-057601
21,13.110999999999999,257.0,18.0,90929.20952782904,404-057619
22,13.238,220.0,84.0,73441.08413251636,404-057669
23,13.243,432.0,215.0,66981.67076584997,404-057642
24,13.249,319.0,221.0,75633.62141753687,404-057670
25,13.38,127.0,16.0,65460.85947283614,404-057652
26,13.444,458.0,159.0,56835.22520114466,404-057656
27,13.776,101.0,16.0,41121.570475307424,404-057596
28,13.822000000000001,338.0,26.0,42315.038351054354,404-057651
29,13.868,381.0,225.0,36173.06157168738,404-057618
30,14.05,208.0,235.0,32629.71199033359,404-057658
31,14.305,199.0,151.0,39377.68891685895,404-057609
