,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.353,401.0,28.0,723053.1088594538,413-061786
1,10.498,190.0,92.0,591217.8042488403,413-061835
2,11.04,132.0,123.0,439768.4051207192,413-061854
3,11.157,466.0,166.0,354393.84993386694,413-061837
4,11.436,344.0,221.0,260608.26599676037,413-061843
5,11.61,157.0,62.0,228482.57887928234,413-061836
6,12.155,59.0,192.0,150817.48477616883,413-061839
7,12.713,385.0,40.0,95262.73488784464,413-061797
8,12.729000000000001,424.0,241.0,81591.45472423248,413-061819
9,12.731,324.0,52.0,177445.96729670704,413-061852
10,12.75,220.0,45.0,71510.08157606993,413-061780
11,12.779000000000002,240.0,270.0,78811.50782337353,413-061750
12,12.832,92.0,81.0,91299.95747622622,413-061767
13,13.032,386.0,26.0,57716.032469465776,413-061851
14,13.034,339.0,177.0,67640.415989348,413-061787
15,13.040999999999999,385.0,19.0,66324.6582371776,413-061782
16,13.212,484.0,243.0,48417.58291039808,413-061816
17,13.267000000000001,314.0,104.0,53181.91453949952,413-061777
18,13.425,36.0,77.0,45394.26250465911,413-061838
19,13.475999999999999,392.0,125.0,37789.120807627536,413-061866
20,13.491,163.0,95.0,43569.94147771902,413-061808
21,13.589,308.0,177.0,38541.90173210293,413-061769
22,13.705,187.0,20.0,35686.18167432746,412-058665
23,13.71,416.0,87.0,37241.79405489751,412-058622
24,13.710999999999999,166.0,263.0,31925.239793670593,412-058624
25,13.719000000000001,97.0,153.0,33222.18554386771,412-058634
26,13.747,416.0,53.0,37817.40231780336,412-058578
27,13.822000000000001,485.0,195.0,28801.58359598888,412-058670
28,13.825999999999999,401.0,222.0,29222.192110197055,412-058637
29,13.857999999999999,304.0,171.0,26341.771810594582,412-058649
30,13.864,288.0,140.0,28252.543171233934,412-058653
31,13.922,470.0,138.0,29529.432072382995,412-058668
32,13.975999999999999,396.0,44.0,26699.124530879722,412-058671
33,14.217,475.0,268.0,23426.670850910188,412-058596
34,14.315,486.0,250.0,23358.1800121306,412-058667
35,14.398,422.0,23.0,21103.60144710798,412-058612
