,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.448,216.0,175.0,732991.9603391814,406-057824
1,11.085,443.0,98.0,430084.01996961853,406-057843
2,11.49,100.0,96.0,309894.93648395245,405-057371
3,12.02,311.0,223.0,229296.93332600102,405-057410
4,12.061,319.0,136.0,180275.77285074233,405-057361
5,12.247,451.0,141.0,144219.14460587138,405-057366
6,12.489,242.0,247.0,112565.6704627406,405-057390
7,12.543,278.0,71.0,118742.78233698757,405-057423
8,12.818,270.0,165.0,93022.04389529246,405-057424
9,12.909,26.0,166.0,83102.800439239,405-057353
10,12.995,325.0,198.0,75837.65127777868,405-057415
11,13.277000000000001,228.0,203.0,63473.32922363749,405-057376
12,13.402999999999999,446.0,238.0,56907.63345656696,405-057401
13,13.58,19.0,20.0,52126.622737039965,405-057360
14,13.619000000000002,271.0,145.0,45831.118946696,405-057392
15,13.795,339.0,223.0,34415.003939044946,405-057411
16,13.922,226.0,103.0,37995.57912456586,405-057396
17,13.99,293.0,111.0,34577.88145649851,405-057417
18,14.152000000000001,335.0,103.0,27131.03294330714,405-057389
19,14.155,120.0,257.0,24736.9464575213,405-057403
20,14.225,417.0,135.0,28636.84323587672,405-057351
21,14.24,41.0,218.0,25728.631715042124,405-057395
22,14.241,158.0,108.0,26928.802223638133,405-057388
23,14.243,196.0,33.0,27977.922127994687,405-057339
24,14.315,172.0,69.0,24171.70202895828,405-057374
25,14.333,307.0,161.0,26054.069702772453,404-056228
26,14.339,411.0,214.0,25912.304777239973,404-056247
27,14.35,416.0,59.0,26583.386576162964,404-056232
28,14.433,95.0,152.0,25233.74580057827,404-056220
29,14.542,369.0,148.0,17797.809561838632,404-056269
30,14.597999999999999,183.0,231.0,20251.934743769452,404-056187
31,14.61,93.0,248.0,20362.67150240782,404-056249
32,14.622,133.0,22.0,17433.657518158885,404-056246
33,14.682,466.0,80.0,17098.647145640483,404-056219
34,14.705,159.0,66.0,22731.693674505408,404-056275
35,14.731,187.0,203.0,20862.2015083997,404-056236
36,14.77,474.0,82.0,16940.94587654402,404-056202
