,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.206,175.0,202.0,709927.2945655897,410-052027
1,11.627,226.0,126.0,205825.85990697422,410-051978
2,11.788,231.0,158.0,114006.49808351485,409-051129
3,11.797,31.0,193.0,179413.71027120607,409-051134
4,12.127,75.0,93.0,123834.28907549431,409-051160
5,12.161,461.0,139.0,114728.69071727051,409-051179
6,12.187999999999999,317.0,69.0,118232.70759913036,409-051122
7,12.245999999999999,377.0,184.0,116699.34412572357,409-051132
8,12.383,90.0,249.0,101936.0790147069,409-051157
9,12.946,307.0,270.0,57885.23940669096,409-051125
10,12.954,463.0,79.0,60790.60026125814,409-051147
11,13.01,129.0,113.0,55271.223098703886,409-051172
12,13.017999999999999,318.0,214.0,53639.3727053179,409-051130
13,13.023,363.0,236.0,51718.01173893649,409-051178
14,13.343,264.0,150.0,38729.367143439355,409-051154
15,13.377,159.0,176.0,41308.04713605609,409-051148
16,13.401,331.0,193.0,42062.643150943055,409-051135
17,13.652999999999999,363.0,232.0,26821.156765165615,409-051140
18,13.812000000000001,224.0,257.0,23185.050909485093,408-053264
19,13.843,119.0,137.0,26344.322648888574,408-053263
20,13.845,350.0,264.0,26952.198809643727,408-053192
21,13.87,390.0,182.0,25792.1427596357,408-053250
22,14.075999999999999,84.0,126.0,22325.605756500583,408-053224
23,14.136,428.0,130.0,29930.45443112524,408-053245
24,14.167,184.0,180.0,20781.424517248153,408-053267
25,14.181,116.0,42.0,19555.36951859173,408-053262
26,14.197000000000001,11.0,27.0,19510.976047142343,408-053261
27,14.202,398.0,214.0,18846.80718418041,408-053208
28,14.394,154.0,58.0,25512.179752155655,408-053233
29,14.417,282.0,123.0,16347.31534135167,408-053256
30,14.539000000000001,409.0,21.0,16640.137371119166,408-053242
