,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,12.127,454.0,78.0,127482.91857905561,417-055314
1,12.424000000000001,30.0,249.0,89030.59304985235,417-055328
2,12.455,197.0,267.0,88281.09837619936,417-055324
3,12.92,35.0,176.0,55466.56506318483,417-055293
4,12.943,54.0,247.0,59904.51322570632,417-055300
5,13.128,142.0,223.0,52534.259762420574,417-055264
6,13.234000000000002,224.0,114.0,44339.576238393296,416-056182
7,13.284,379.0,230.0,39619.071330000355,416-056190
8,13.599,471.0,43.0,37394.776229668656,416-056228
9,13.964,201.0,93.0,20110.013125300648,416-056171
10,13.972000000000001,369.0,32.0,27829.32391389804,416-056168
11,14.912,111.0,221.0,15803.777280083095,416-056198
