,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,11.165999999999999,464.0,13.0,254996.96456509718,402-053876
1,11.315999999999999,324.0,101.0,225479.46083654542,402-053870
2,11.732999999999999,431.0,23.0,156787.14360621755,402-053871
3,11.937999999999999,170.0,268.0,123910.70035745141,402-053842
4,12.392999999999999,217.0,176.0,79261.33911097921,401-054393
5,12.455,200.0,180.0,82542.4970013329,401-054422
6,12.499,51.0,105.0,69292.17749723767,401-054419
7,12.578,335.0,82.0,60341.10976861151,401-054378
8,12.607999999999999,443.0,31.0,70009.92694157403,401-054446
9,12.648,235.0,40.0,68264.30688252358,401-054408
10,12.716,460.0,128.0,60996.35541606098,401-054456
11,12.749,20.0,244.0,50861.07839841433,401-054388
12,13.092,327.0,230.0,44449.09770676155,401-054453
13,13.356,363.0,182.0,33885.4794943737,401-054403
14,13.373,479.0,156.0,34412.963868720784,401-054400
15,13.557,121.0,140.0,28095.31225692738,401-054427
16,13.632,102.0,192.0,27433.58260842221,401-054383
17,13.661,487.0,131.0,33090.97863606847,400-054351
18,13.769,172.0,43.0,22183.198221859624,400-054341
19,13.775,250.0,129.0,22699.605920182807,400-054383
20,13.822000000000001,74.0,221.0,22286.075851104088,400-054326
21,14.187000000000001,150.0,199.0,16519.137972763103,400-054354
