,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.352,48.0,21.0,421922.51391737955,422-058856
1,11.095,434.0,162.0,234124.23576958737,422-058851
2,11.68,92.0,119.0,133915.3965749924,421-060207
3,11.964,348.0,127.0,134963.46891601404,421-060152
4,12.030999999999999,366.0,98.0,94318.35091018426,421-060131
5,12.214,369.0,199.0,77461.34655070481,421-060165
6,12.274000000000001,133.0,245.0,76640.89489423843,421-060201
7,12.497,116.0,41.0,67430.56387535544,421-060184
8,12.568,108.0,14.0,54953.4597122034,421-060200
9,12.757,413.0,27.0,47559.489539513066,421-060142
10,12.793,362.0,117.0,49019.5664158005,421-060148
11,12.817,303.0,101.0,45168.85512944181,421-060197
12,12.842,17.0,158.0,46738.75684914604,421-060134
13,12.912,454.0,225.0,44292.653225715716,421-060161
14,12.943,449.0,220.0,37504.353413977275,421-060130
15,13.007,183.0,262.0,40029.663390297654,421-060211
16,13.093,19.0,68.0,34309.749138754865,421-060132
17,13.155999999999999,106.0,127.0,32264.984043147488,420-059592
18,13.357000000000001,354.0,217.0,29574.933725352057,420-059627
19,13.856,460.0,232.0,19748.76968097432,420-059560
20,13.867,195.0,179.0,20591.031175542677,420-059623
21,13.945,188.0,245.0,16698.643953237774,420-059640
22,14.1,143.0,266.0,14126.228162470783,420-059643
23,14.172,204.0,90.0,13669.913097133305,420-059644
24,14.229000000000001,46.0,140.0,11943.333457843239,420-059575
25,14.317,190.0,152.0,13048.002203076816,420-059590
26,14.327,55.0,205.0,18627.63189207293,420-059588
27,14.411,29.0,167.0,11731.805647588479,420-059577
