,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,11.118,379.0,101.0,241856.0305079399,422-059131
1,11.135,427.0,45.0,235863.45698110465,421-060389
2,11.276,321.0,20.0,206327.3205629598,421-060365
3,12.172,152.0,221.0,86535.64844069559,421-060359
4,12.216,65.0,30.0,77636.03849926917,421-060387
5,12.468,333.0,113.0,69277.7942929831,421-060424
6,12.974,304.0,204.0,41766.1897267596,421-060383
7,13.185,222.0,24.0,35424.52501171623,421-060421
8,13.196,87.0,143.0,34479.88587902119,421-060367
9,13.227,469.0,119.0,29445.443563034292,421-060357
10,13.405999999999999,342.0,233.0,27095.138590531515,421-060413
11,13.436,348.0,241.0,25845.76134223569,421-060404
12,13.440999999999999,334.0,147.0,26974.59488842513,421-060432
13,13.562000000000001,216.0,38.0,24669.073437218667,421-060384
14,13.581,49.0,100.0,25251.871266595226,421-060366
15,13.776,84.0,30.0,18913.151059114094,421-060406
16,13.894,197.0,46.0,18022.69256585358,421-060382
17,13.948,90.0,65.0,19927.10789393969,420-059804
18,14.022,181.0,231.0,15878.679523472534,420-059824
19,14.164000000000001,98.0,259.0,13844.984201816458,420-059774
20,14.167,188.0,153.0,13325.76709113745,420-059797
21,14.231,208.0,137.0,12528.174376988654,420-059803
22,14.284,401.0,50.0,13013.35404039626,420-059830
23,14.35,183.0,178.0,13879.438689662578,420-059832
24,14.968,45.0,210.0,10242.37705676401,420-059786
