,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.203,30.0,177.0,1572629.0834873617,411-049799
1,11.145,149.0,104.0,422180.2029566441,411-049863
2,11.431,89.0,271.0,307664.1351280228,411-049748
3,11.7,356.0,63.0,258389.1057786265,411-049769
4,11.787,358.0,75.0,233579.56681418774,411-049774
5,11.924000000000001,395.0,266.0,200329.85929682024,411-049805
6,12.29,120.0,40.0,139213.6209937516,411-049775
7,12.725,352.0,147.0,100677.64123916792,411-049835
8,12.75,249.0,70.0,100205.17598808954,411-049783
9,12.776,69.0,91.0,94647.51049777739,411-049801
10,12.829,353.0,101.0,95095.47960733129,411-049837
11,12.892000000000001,178.0,236.0,84346.80581339628,411-049794
12,12.96,127.0,173.0,83386.34657634448,411-049865
13,13.088,98.0,264.0,66591.90985836706,411-049763
14,13.165999999999999,207.0,107.0,59553.908028031714,411-049757
15,13.219000000000001,26.0,37.0,63606.27065760736,411-049833
16,13.32,371.0,154.0,57901.88867208578,411-049776
17,13.375,265.0,208.0,54112.19819611723,411-049792
18,13.388,265.0,60.0,52220.08427429066,411-049829
19,13.602,40.0,252.0,44725.235725851024,411-049860
20,13.675,142.0,62.0,40865.68735690116,411-049831
21,13.717,486.0,85.0,40459.299302623134,411-049841
22,13.769,452.0,125.0,33469.654560610594,411-049782
23,13.989,366.0,228.0,31870.453219056322,411-049810
24,14.030999999999999,211.0,77.0,25788.845135226664,411-049855
25,14.043,467.0,201.0,25632.81466027984,410-050786
26,14.077,159.0,156.0,28264.796225460785,410-050768
27,14.113,349.0,114.0,24343.244070362176,410-050791
28,14.273,161.0,182.0,23458.39779722255,410-050837
29,14.312000000000001,111.0,87.0,26871.898734496674,410-050858
30,14.333,237.0,24.0,23267.484715313025,410-050807
31,14.365,159.0,66.0,21514.36767292317,410-050840
32,14.432,290.0,231.0,18381.91322556642,410-050812
33,14.437000000000001,281.0,159.0,19030.371128991035,410-050794
34,14.48,136.0,46.0,20820.78069619456,410-050769
35,14.535,347.0,187.0,19573.196601850144,410-050810
36,14.544,481.0,25.0,20253.316873523097,410-050780
37,14.675,434.0,161.0,16277.015583311737,410-050845
38,15.043,281.0,258.0,21645.73353118446,410-050778
