,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.196,146.0,230.0,582563.093975879,415-055929
1,10.602,479.0,261.0,564631.4130930447,415-055963
2,11.782,231.0,142.0,147760.38915548858,415-055901
3,11.981,214.0,46.0,118411.29967078741,415-055952
4,12.555,30.0,167.0,73354.36049713343,415-055932
5,12.939,407.0,155.0,49675.265493789244,415-055926
6,13.103,104.0,263.0,43381.36627450852,415-055959
7,13.352,181.0,161.0,34748.81362269133,415-055924
8,13.38,213.0,198.0,34601.04439800393,415-055904
9,13.475,441.0,55.0,29687.463640297865,414-054593
10,13.495999999999999,190.0,146.0,38655.41164490545,414-054577
11,13.62,20.0,93.0,27350.08435555677,414-054626
12,13.77,353.0,136.0,21941.855100341494,414-054571
