,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.751,435.0,178.0,487845.56354709103,414-055594
1,11.115,42.0,235.0,359136.3622778304,413-057802
2,11.251,433.0,74.0,319300.29049500404,413-057809
3,11.27,152.0,205.0,323304.30979098624,413-057798
4,11.78,276.0,172.0,198370.50604992526,413-057841
5,11.855,352.0,139.0,178006.3408162767,413-057843
6,11.997,256.0,41.0,167372.07626590095,413-057767
7,12.032,134.0,208.0,157155.91375865068,413-057780
8,12.095,120.0,22.0,124354.12494303887,413-057763
9,12.144,95.0,173.0,146548.41897833775,413-057790
10,12.282,277.0,49.0,121699.78060986678,413-057758
11,12.522,185.0,148.0,110869.58336825656,413-057820
12,12.892999999999999,196.0,252.0,62917.99708560304,413-057814
13,13.158,422.0,65.0,56318.51835665931,413-057830
14,13.262,256.0,269.0,45368.208219754444,413-057786
15,13.298,316.0,126.0,47904.06588424817,413-057808
16,13.302,294.0,130.0,50425.49515283568,413-057766
17,13.409,97.0,95.0,40712.20522161936,413-057844
18,13.587,14.0,121.0,34040.42640890416,412-054661
19,13.870999999999999,233.0,55.0,26774.84186474988,412-054742
20,13.949000000000002,481.0,191.0,34567.40970956032,412-054677
21,14.175999999999998,204.0,120.0,22043.016296552305,412-054672
22,14.292,85.0,271.0,18511.779491607856,412-054663
23,14.302,244.0,249.0,20806.351072526486,412-054685
24,14.350999999999999,160.0,104.0,16438.807793735283,412-054692
25,14.394,79.0,117.0,15021.603019868633,412-054697
26,14.437000000000001,29.0,185.0,17680.652224025413,412-054666
