,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.462,434.0,143.0,666499.821915659,405-060072
1,11.209000000000001,316.0,115.0,365060.2794399938,405-060087
2,11.435,258.0,233.0,291556.1385841015,405-060054
3,11.724,436.0,167.0,253639.3750199703,405-060127
4,11.809000000000001,273.0,117.0,262410.007784188,405-060067
5,12.48,123.0,229.0,149244.79265007377,405-060131
6,12.616,441.0,79.0,114278.38674864524,405-060093
7,12.731,433.0,57.0,94771.24018136635,405-060084
8,12.745,435.0,261.0,108915.79997334833,405-060128
9,12.793,126.0,47.0,104487.04637779477,405-060086
10,12.943,288.0,41.0,86735.17068178894,405-060095
11,13.068,165.0,215.0,71600.53398491812,404-058993
12,13.07,190.0,75.0,76306.59183181394,404-058924
13,13.134,286.0,147.0,78376.12644853457,404-058919
14,13.3,267.0,255.0,63268.75499105737,404-058911
15,13.429,319.0,153.0,61666.10264268628,404-058943
16,13.515,208.0,209.0,55762.80839104375,404-058947
17,13.613,235.0,33.0,51497.7788588518,404-058992
18,13.638,36.0,271.0,52779.22997537406,404-058901
