,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,11.945,217.0,82.0,153765.26604134668,402-052822
1,11.97,408.0,166.0,160722.88223306354,402-052800
2,11.989,85.0,26.0,176960.4006045176,402-052837
3,12.005999999999998,56.0,31.0,163999.8711637217,402-052796
4,12.293,260.0,264.0,130194.2677865049,401-053324
5,12.44,378.0,216.0,109710.63575674732,401-053333
6,12.759,191.0,129.0,74442.68271913395,401-053355
7,12.914000000000001,413.0,20.0,72439.30816386452,401-053399
8,13.163,277.0,215.0,57956.29245145367,401-053347
9,13.388,89.0,269.0,44835.889780460144,401-053334
10,13.398,96.0,177.0,46487.55063038097,401-053319
11,13.460999999999999,96.0,19.0,21465.049530219385,401-053387
12,13.622,303.0,246.0,37881.77279024511,401-053331
13,13.968,417.0,59.0,26401.649306796982,400-053205
14,14.107000000000001,125.0,45.0,26532.223801519547,400-053244
15,14.234000000000002,317.0,14.0,21968.327810218318,400-053256
16,14.322000000000001,134.0,142.0,20383.91390172062,400-053250
17,14.509,29.0,149.0,17896.688780527365,400-053238
18,14.605,69.0,197.0,16203.178715600598,400-053208
