,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.600999999999999,96.0,262.0,374075.59317609714,414-058056
1,11.186,260.0,145.0,216200.7565923122,414-058034
2,11.279000000000002,103.0,64.0,158857.29017501915,413-060404
3,11.859000000000002,190.0,83.0,115605.03563109612,413-060318
4,12.009,486.0,30.0,146978.47410280787,413-060355
5,12.04,363.0,166.0,89964.32822007549,413-060341
6,12.628,268.0,115.0,50655.25684984251,413-060405
7,12.655,279.0,20.0,57913.34846059061,413-060313
8,12.665,446.0,220.0,55555.82377094733,413-060306
9,13.037,93.0,103.0,39680.45806243623,413-060361
10,13.152999999999999,152.0,271.0,31794.483955115553,413-060381
11,13.255,185.0,161.0,31868.349165975276,413-060324
12,13.257,41.0,108.0,28863.994512063036,413-060360
13,13.345,255.0,262.0,30119.38285378733,413-060326
14,13.609000000000002,460.0,162.0,21181.40217217628,413-060339
15,13.615,415.0,17.0,21585.741255701476,413-060397
16,13.629000000000001,140.0,158.0,24547.63695249172,413-060378
17,13.706,208.0,251.0,21063.106028792008,413-060351
18,13.777000000000001,488.0,84.0,18536.642303052555,412-057276
19,13.794,139.0,138.0,25221.14931992636,412-057268
20,13.863,176.0,234.0,18250.937863741718,412-057215
21,13.865,241.0,69.0,18323.586108482566,412-057224
22,13.93,366.0,132.0,20339.098273473897,412-057205
23,13.955,239.0,172.0,22787.028221199103,412-057231
24,14.093,473.0,190.0,17835.88503854414,412-057211
