,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.524000000000001,224.0,92.0,297660.15091084735,402-053951
1,10.964,323.0,179.0,203182.29655320573,402-053953
2,11.724,200.0,267.0,113386.00686614073,402-053972
3,12.697000000000001,89.0,240.0,51934.16614938979,402-053960
4,12.968,65.0,162.0,35562.19783159339,401-054555
5,13.134,482.0,104.0,32962.3257034489,401-054577
6,13.154000000000002,79.0,229.0,29298.986667559482,401-054632
7,13.177,126.0,189.0,31686.862562082617,401-054560
8,13.25,76.0,58.0,31466.82104963342,401-054550
9,13.379000000000001,363.0,170.0,28564.2864267487,401-054615
10,13.379000000000001,42.0,27.0,22288.57814829946,401-054604
11,13.384,108.0,109.0,22943.8445845976,401-054565
12,13.514000000000001,66.0,41.0,21929.366146071538,401-054541
13,13.532,242.0,271.0,20771.05724334527,400-054577
14,13.627,161.0,35.0,17093.38860858258,400-054511
15,13.632,466.0,201.0,21438.7615853426,400-054516
16,13.677,196.0,249.0,17540.890826076757,400-054530
17,13.708,29.0,10.0,18468.738009047032,400-054531
18,13.720999999999998,16.0,194.0,18473.176962905756,400-054538
