,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.073,425.0,183.0,734218.2241887646,402-049650
1,10.133,198.0,246.0,685705.198698109,402-049636
2,10.252,115.0,142.0,694274.6352114431,401-050121
3,11.15,125.0,109.0,406689.1049970399,401-050118
4,11.347000000000001,339.0,36.0,316052.92535476276,401-050074
5,12.222000000000001,340.0,199.0,157629.45535446188,401-050095
6,12.475999999999999,207.0,51.0,115328.01106490787,401-050102
7,12.533,285.0,137.0,109318.77085878792,401-050070
8,12.829,440.0,251.0,81945.14739034785,401-050079
9,12.869000000000002,440.0,144.0,77474.03636220911,401-050113
10,12.89,366.0,218.0,76073.4447667676,401-050076
11,13.165999999999999,474.0,204.0,56157.93990128859,401-050135
12,13.18,77.0,74.0,60548.45417088362,401-050110
13,13.26,313.0,39.0,47457.76134393684,400-050067
14,13.375,91.0,49.0,44547.719470737604,400-050045
15,13.63,242.0,56.0,35878.094495890975,400-050079
16,13.804,171.0,248.0,33387.9369357298,400-050050
17,14.074000000000002,263.0,169.0,29179.54888073903,400-050009
18,14.103,147.0,20.0,26880.636769773304,400-050002
19,14.161,223.0,19.0,18389.408298972772,400-050071
20,14.305,61.0,264.0,26494.650159697434,400-049991
