,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.211,293.0,81.0,629674.4555339746,410-058280
1,10.357999999999999,231.0,98.0,685802.159054467,410-058282
2,10.783,137.0,249.0,507986.5187211178,410-058284
3,12.095,153.0,10.0,153591.5393512825,409-057388
4,12.505,48.0,38.0,111339.62784072614,409-057305
5,12.602,142.0,163.0,104311.99412259784,409-057331
6,12.777999999999999,262.0,135.0,83777.69451325884,409-057362
7,12.945,26.0,116.0,75542.205484926,409-057369
8,12.977,460.0,131.0,73206.12354112051,409-057364
9,13.043,325.0,80.0,71632.56430342437,409-057344
10,13.182,171.0,266.0,60152.381347565075,409-057297
11,13.565,161.0,63.0,43467.9749455683,409-057310
12,13.636,350.0,203.0,33877.741249794,409-057397
13,13.956,299.0,203.0,27282.623904962533,409-057353
14,14.022,149.0,10.0,13105.937741212048,409-057377
15,14.069,438.0,179.0,27562.427916905144,409-057343
16,14.198,177.0,251.0,22747.633358140654,409-057326
17,14.202,116.0,165.0,24415.124828089192,409-057320
18,14.254000000000001,210.0,177.0,22140.783766971654,408-059649
19,14.395999999999999,139.0,219.0,19489.962069270667,408-059690
20,14.398,32.0,240.0,19132.283859430845,408-059674
21,14.413,231.0,143.0,18691.751500551785,408-059666
22,14.484000000000002,341.0,209.0,18283.64400474468,408-059677
23,14.511,356.0,205.0,15376.576838408679,408-059671
24,14.529000000000002,29.0,256.0,17351.139227975542,408-059633
25,14.619000000000002,425.0,29.0,18070.987350515137,408-059696
26,14.665,460.0,229.0,14534.18812760326,408-059613
27,14.669,281.0,68.0,13284.299801945454,408-059632
28,14.690999999999999,132.0,10.0,14324.738399397105,408-059646
29,14.789000000000001,380.0,139.0,13177.329162737002,408-059612
30,15.375,80.0,129.0,12109.142034621662,408-059644
