,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.224,208.0,160.0,582763.3876051685,410-051743
1,10.856,51.0,54.0,416315.76484782953,409-050853
2,10.992,298.0,70.0,400902.3016235754,409-050840
3,11.22,134.0,155.0,371147.6752589104,409-050889
4,12.865,429.0,212.0,57908.19589498617,409-050919
5,12.911,111.0,28.0,71263.38505175555,409-050837
6,12.998,464.0,78.0,66955.55059778152,409-050877
7,13.0,347.0,184.0,67510.14367043438,409-050891
8,13.258,168.0,265.0,52231.977196147236,409-050887
9,13.466,13.0,82.0,44583.57757422458,409-050856
10,13.883,303.0,129.0,28804.378736767114,409-050869
11,13.950999999999999,118.0,28.0,28913.000857064453,408-053002
12,14.027999999999999,260.0,118.0,23751.6629475677,408-052945
13,14.062000000000001,292.0,146.0,25867.642339575385,408-053009
14,14.210999999999999,420.0,253.0,15763.392041075462,408-053007
15,14.315999999999999,46.0,195.0,24247.025195737733,408-052963
