,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.622,430.0,177.0,512438.2569058246,402-054800
1,11.413,354.0,265.0,317062.422117672,401-055412
2,11.452,478.0,156.0,280408.4146094365,401-055413
3,11.834000000000001,359.0,40.0,207178.55866841527,401-055392
4,12.017000000000001,386.0,15.0,248247.4474635674,401-055422
5,12.118,200.0,90.0,154133.49079320545,401-055394
6,12.814,125.0,137.0,81083.57635065154,401-055380
7,12.860999999999999,163.0,193.0,67690.37183353392,401-055410
8,13.239,396.0,109.0,55072.477796587686,401-055431
9,13.349,361.0,80.0,45648.92803905076,401-055396
10,13.615,334.0,151.0,39444.439126031895,400-055426
11,13.698,289.0,196.0,30949.15389626426,400-055384
12,13.948,233.0,117.0,33363.92624499211,400-055397
13,14.557,213.0,218.0,16670.22917129419,400-055388
14,14.634,240.0,164.0,16012.461065706266,400-055405
