,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.690999999999999,379.0,250.0,545190.9340434542,406-054165
1,11.07,116.0,42.0,351528.53960889747,406-054172
2,11.674000000000001,284.0,27.0,181767.94180388283,405-053559
3,12.075999999999999,260.0,20.0,158441.28180892224,405-053575
4,12.231,374.0,94.0,119855.94687422586,405-053561
5,12.42,165.0,130.0,101829.00911050971,405-053607
6,12.773,35.0,37.0,71949.14238746089,405-053595
7,12.804,182.0,258.0,73395.25379286769,405-053562
8,12.847999999999999,447.0,231.0,69469.12447596942,405-053573
9,12.940999999999999,383.0,136.0,72066.88848324378,405-053574
10,12.987,434.0,170.0,61768.65299654377,405-053557
11,13.046,91.0,221.0,60460.34325267362,405-053603
12,13.073,86.0,198.0,65820.93517912885,405-053614
13,13.085999999999999,434.0,143.0,70425.32404407836,405-053616
14,13.104000000000001,355.0,231.0,55621.075398576286,405-053571
15,13.13,80.0,111.0,49754.48213155433,405-053584
16,13.190999999999999,263.0,228.0,49466.0003947146,405-053605
17,13.192,432.0,100.0,50368.18926796734,405-053619
18,13.255,420.0,94.0,46323.18568230734,405-053623
19,13.679,25.0,92.0,29841.94766971478,405-053618
20,13.693,353.0,271.0,35590.19138918082,404-052479
21,13.819,391.0,64.0,30085.335321095386,404-052480
22,13.890999999999998,475.0,151.0,27066.66679235604,404-052504
23,13.948,260.0,64.0,29385.78270449405,404-052492
24,14.024000000000001,115.0,87.0,20900.878594209855,404-052539
25,14.11,46.0,72.0,21186.9839319583,404-052524
26,14.232000000000001,479.0,246.0,20642.7367876821,404-052546
27,14.287,106.0,76.0,20344.299505301096,404-052528
28,14.383,178.0,231.0,17065.99278538741,404-052493
29,14.392000000000001,39.0,60.0,17769.28179315538,404-052523
