,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.415999999999999,33.0,248.0,496387.2723131814,418-053855
1,10.988,123.0,122.0,313442.1046843912,418-053851
2,11.283,165.0,170.0,235576.9160984013,418-053880
3,11.367,417.0,188.0,215338.90548608525,417-053092
4,11.863,406.0,138.0,130505.61760703626,417-053025
5,11.998,218.0,31.0,127088.28701867734,417-053048
6,12.165,201.0,83.0,106518.76004471147,417-053082
7,12.325,340.0,135.0,105443.73302046616,417-053063
8,12.515999999999998,384.0,106.0,80375.09627483388,417-053067
9,12.599,93.0,59.0,78886.53690933764,417-053042
10,12.674000000000001,325.0,71.0,66067.1736709179,417-053080
11,12.884,413.0,89.0,54709.27171095772,417-053075
12,13.029000000000002,399.0,115.0,44079.204605633546,417-053073
13,13.16,347.0,79.0,41643.834950106946,417-053015
14,13.459000000000001,363.0,117.0,33514.132682485724,417-053077
15,13.639000000000001,110.0,120.0,27660.37269430313,417-053071
16,13.647,60.0,25.0,28914.402923551497,417-053028
17,13.663,419.0,65.0,27854.776208649295,417-053031
18,13.710999999999999,88.0,12.0,26795.261782044177,417-053066
19,13.800999999999998,349.0,208.0,24181.416800278595,417-053059
20,13.886,271.0,259.0,21675.62454297322,417-053078
21,13.949000000000002,305.0,138.0,24841.874697823878,417-053037
22,13.972999999999999,42.0,111.0,19288.42941649538,417-053038
23,13.985,230.0,66.0,20545.225811279837,417-053018
24,14.04,367.0,110.0,20238.402515799047,416-053946
25,14.087,160.0,147.0,18921.143516353353,416-053933
26,14.165,370.0,240.0,16607.26871318471,416-053938
27,14.269,67.0,174.0,14869.987981703105,416-053894
28,14.352,472.0,46.0,10131.539077945772,416-053925
