,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.237,347.0,186.0,490505.98247110914,418-055041
1,10.7,260.0,225.0,362929.31684938696,418-055043
2,10.787,126.0,159.0,345659.26005717827,417-054204
3,12.454,255.0,111.0,72690.80003279736,417-054195
4,12.772,193.0,46.0,48540.95882171468,417-054207
5,12.918,432.0,23.0,50189.93742707877,417-054205
6,13.005999999999998,99.0,249.0,43454.41719037547,417-054198
7,13.187999999999999,309.0,61.0,36891.54099295843,417-054211
8,13.267999999999999,378.0,254.0,32602.349726778677,417-054203
9,13.314,248.0,41.0,33780.628731533885,417-054223
10,13.47,247.0,137.0,29160.820777501813,417-054220
11,13.545,331.0,129.0,25952.035605952467,417-054183
12,13.63,407.0,142.0,26179.2486827739,416-055095
13,13.805,77.0,228.0,21833.485341679047,416-055056
14,13.993,373.0,157.0,18884.31080437834,416-055081
15,14.012,206.0,115.0,18060.835577844467,416-055060
16,14.040999999999999,450.0,30.0,17982.503235655706,416-055063
17,14.185,50.0,201.0,15931.300634532909,416-055106
