,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.139,227.0,84.0,692590.3191984487,406-059673
1,12.3,14.0,210.0,117570.30621144584,405-059066
2,12.548,99.0,21.0,99267.3457498248,405-059137
3,12.564,439.0,261.0,92025.55475980554,405-059081
4,12.751,227.0,46.0,74523.22076249924,405-059127
5,12.769,24.0,240.0,79517.89571787886,405-059101
6,12.779000000000002,122.0,147.0,77480.18782498637,405-059147
7,13.218,154.0,187.0,52999.69005764886,405-059123
8,13.365,158.0,215.0,42563.696983653426,405-059100
9,13.427,444.0,28.0,42816.754282369424,405-059058
10,13.465,138.0,37.0,42316.1471627316,405-059141
11,13.610999999999999,362.0,231.0,37808.75985800207,405-059055
12,13.722999999999999,369.0,77.0,35308.86919068664,405-059093
13,13.837,193.0,130.0,28659.438533635304,405-059092
14,13.89,19.0,21.0,28928.221713392457,405-059139
15,13.967,406.0,36.0,23234.78602047965,405-059130
16,14.005999999999998,82.0,86.0,24767.429488232694,405-059075
17,14.036,78.0,105.0,25317.328108907474,404-057982
18,14.097000000000001,145.0,180.0,24799.823180562777,404-057987
19,14.196,194.0,119.0,20890.926228594206,404-057956
20,14.343,489.0,73.0,18694.872620637838,404-057989
21,14.349,417.0,145.0,20916.694235430856,404-057961
22,14.357999999999999,454.0,98.0,20964.94731701135,404-058032
23,14.373,37.0,221.0,17289.672553093023,404-057959
24,14.384,166.0,255.0,18883.15927541866,404-057990
25,14.397,450.0,136.0,17904.10501385865,404-058046
