,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.192,309.0,268.0,635815.7950817968,414-055989
1,10.373,147.0,132.0,568099.2420019504,413-058243
2,10.450999999999999,335.0,172.0,611860.618290573,413-058182
3,10.632,261.0,139.0,540805.3753931808,413-058229
4,11.189,195.0,69.0,348145.3565409137,413-058158
5,11.749,26.0,62.0,202258.8922168456,413-058196
6,12.079,192.0,177.0,181122.5753466398,413-058194
7,12.290999999999999,193.0,204.0,131522.97239542624,413-058177
8,12.529000000000002,343.0,60.0,109544.93632919468,413-058187
9,12.557,193.0,81.0,95194.00501135465,413-058164
10,12.585,32.0,215.0,101349.14267182363,413-058178
11,12.829,171.0,262.0,82360.3040267086,413-058160
12,13.043,141.0,187.0,65445.18526093991,413-058179
13,13.321,63.0,229.0,51383.50074898954,413-058210
14,13.338,139.0,89.0,49320.041636047165,413-058234
15,14.175,151.0,176.0,22950.970374738532,413-058226
16,14.215,480.0,44.0,21210.85511731906,413-058184
17,14.244000000000002,50.0,113.0,20802.13599722899,413-058192
18,14.25,392.0,154.0,19746.465240283018,412-055040
19,14.251,38.0,132.0,21263.425859008512,412-055049
20,14.425,251.0,217.0,17990.668249111415,412-055020
21,14.581,176.0,101.0,12636.751941435528,412-055065
22,14.610999999999999,148.0,54.0,13309.1992604282,412-055027
23,14.642000000000001,140.0,116.0,14775.63778167601,412-055043
24,14.696,462.0,23.0,18008.54895737834,412-055038
25,14.699000000000002,136.0,266.0,16492.466379031557,412-055072
