,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.946,338.0,158.0,480122.55198355764,405-059411
1,11.18,324.0,69.0,429175.6153605802,405-059459
2,11.297,72.0,270.0,366171.54559375835,405-059413
3,11.772,130.0,14.0,230121.9556857573,405-059403
4,12.023,478.0,98.0,184190.6654370659,405-059406
5,12.145,46.0,226.0,148269.54253592368,405-059451
6,12.569,184.0,55.0,111979.84473928607,405-059421
7,12.710999999999999,453.0,170.0,90532.56498145394,405-059445
8,12.764000000000001,153.0,192.0,88122.44837909176,405-059470
9,12.792,452.0,188.0,84191.42158715244,405-059438
10,12.855,73.0,106.0,68298.09945513612,405-059431
11,12.894,346.0,49.0,84923.04416873911,405-059480
12,13.145999999999999,353.0,159.0,60018.83079382093,405-059443
13,13.155,113.0,49.0,62577.21961954981,405-059463
14,13.231,182.0,182.0,59797.80005292203,405-059398
15,13.288,297.0,75.0,56819.325122289105,405-059401
16,13.514000000000001,322.0,102.0,45184.31616878387,405-059471
17,13.515,447.0,73.0,50813.01984639013,405-059400
18,13.599,450.0,115.0,42475.28882212737,405-059447
19,13.648,373.0,180.0,40574.42077498108,405-059441
20,13.72,413.0,103.0,39118.183936793524,405-059449
21,13.882,259.0,87.0,34365.15541302627,405-059452
22,13.89,314.0,147.0,32756.288940357965,404-058378
23,13.921,336.0,263.0,30471.30729858436,404-058384
24,13.925,402.0,21.0,30206.361514361077,404-058360
25,13.975999999999999,76.0,140.0,30699.444935781277,404-058331
26,14.068,410.0,248.0,25631.527746390886,404-058377
27,14.085999999999999,393.0,207.0,28196.16977301905,404-058324
28,14.164000000000001,111.0,41.0,21889.960965958075,404-058293
29,14.222000000000001,334.0,144.0,24506.902788721603,404-058365
30,14.270999999999999,148.0,33.0,22762.175058280387,404-058299
31,14.273,78.0,254.0,21935.448505812397,404-058383
32,14.288,479.0,178.0,18554.94381794148,404-058367
33,14.293,21.0,202.0,19186.54640255729,404-058308
34,14.36,477.0,229.0,19418.270027930488,404-058355
35,14.530999999999999,87.0,108.0,17884.508574526706,404-058307
