,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.775,163.0,215.0,445686.10875112994,402-054061
1,11.162,394.0,250.0,324283.61704483925,401-054625
2,11.339,454.0,62.0,255929.12389772641,401-054688
3,11.949000000000002,98.0,82.0,163204.02371269354,401-054665
4,12.684000000000001,100.0,265.0,77598.76828496168,401-054643
5,12.787,389.0,171.0,74260.96929643399,401-054662
6,12.884,131.0,189.0,68638.40019820981,401-054632
7,13.134,56.0,93.0,51362.83879292931,401-054670
8,13.300999999999998,68.0,249.0,46234.04210594627,401-054681
9,13.632,40.0,190.0,35745.1666152353,400-054597
10,13.76,240.0,90.0,32551.850693403358,400-054577
11,13.785,219.0,232.0,30546.61327507252,400-054588
12,13.822000000000001,17.0,45.0,28670.05550718326,400-054594
13,13.874,174.0,186.0,22860.197446124177,400-054604
14,13.898,317.0,98.0,25781.4859125849,400-054622
15,13.947000000000001,251.0,22.0,29729.669352590976,400-054581
16,14.232999999999999,376.0,240.0,16554.497840420856,400-054626
17,14.359000000000002,270.0,62.0,18472.448926799058,400-054584
