,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,11.145999999999999,146.0,57.0,259973.845332202,412-055970
1,11.149000000000001,453.0,44.0,283271.2958882554,412-056008
2,11.32,409.0,98.0,226319.39579146606,412-055980
3,12.235,239.0,214.0,98394.28375611341,412-055972
4,12.593,374.0,157.0,70648.20514638477,411-056643
5,12.687999999999999,319.0,138.0,73101.68722930175,411-056689
6,12.999,76.0,134.0,49438.6486309374,411-056633
7,13.056,465.0,266.0,49104.98873427826,411-056656
8,13.069,44.0,14.0,47452.31915254396,411-056676
9,13.152000000000001,450.0,166.0,40015.67372859139,411-056630
10,13.218,78.0,29.0,41122.34576246692,411-056690
11,13.37,167.0,203.0,31398.351525803955,411-056620
12,13.452,143.0,121.0,33773.37424782406,411-056660
13,13.477,198.0,37.0,34682.222985664244,411-056686
14,13.517999999999999,91.0,159.0,29898.220205067748,411-056673
15,13.567,171.0,205.0,25948.328937558854,411-056623
16,13.639000000000001,446.0,147.0,27943.262147780766,411-056687
17,13.71,464.0,122.0,27766.989153363935,410-057701
18,13.757,263.0,17.0,30103.60896653399,410-057721
19,13.802,47.0,32.0,22176.735367681264,410-057722
20,13.952,342.0,266.0,23648.511816065755,410-057708
21,13.988,419.0,223.0,20672.277248564762,410-057732
22,14.001,58.0,199.0,20335.803664898536,410-057714
23,14.020999999999999,305.0,97.0,20903.59347251651,410-057757
24,14.152000000000001,144.0,223.0,20215.930780662693,410-057747
25,14.45,111.0,208.0,16715.58785711591,410-057767
