,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.945,73.0,176.0,412904.0233530655,414-053956
1,11.782,15.0,72.0,175306.48291478772,413-056151
2,11.949000000000002,88.0,139.0,188331.61804566646,413-056149
3,12.079,69.0,223.0,142710.18228988416,413-056150
4,12.329,350.0,56.0,120624.16991777274,413-056124
5,12.724,201.0,91.0,83881.1039783187,413-056160
6,12.811,337.0,111.0,78864.30454031465,413-056139
7,12.815999999999999,151.0,261.0,76106.20421916463,413-056145
8,13.058,76.0,145.0,55528.62380504186,413-056100
9,13.354000000000001,484.0,180.0,53376.10896350538,413-056142
10,13.472999999999999,220.0,15.0,42073.427896365865,413-056137
11,13.546,285.0,69.0,54095.38108385099,413-056121
12,13.645,311.0,72.0,38104.04831151024,413-056102
13,13.679,448.0,112.0,34583.79468986851,413-056148
14,13.689,398.0,69.0,35690.29466962246,413-056164
15,13.7,24.0,95.0,32903.099208137406,413-056134
16,14.01,309.0,178.0,25536.273787297974,413-056111
17,14.062000000000001,487.0,240.0,26082.086132864013,413-056110
18,14.147,261.0,125.0,18242.59299355554,413-056109
19,14.172,298.0,75.0,23977.388767040826,413-056144
20,14.295,349.0,42.0,21719.279574640637,413-056167
21,14.338,229.0,65.0,19133.330346673913,412-052982
22,14.53,12.0,208.0,15181.952588481185,412-052987
23,14.614,269.0,88.0,17122.5016652428,412-053050
24,14.645999999999999,357.0,39.0,15955.428363178089,412-052999
