,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.555,156.0,209.0,393361.699348239,413-060841
1,10.600999999999999,282.0,228.0,380716.0810658719,413-060932
2,10.637,277.0,111.0,385712.7751140304,413-060938
3,11.071,346.0,67.0,255357.2373972767,413-060915
4,11.072000000000001,344.0,157.0,226570.20736299964,413-060919
5,11.168,321.0,66.0,205363.69166588798,413-060898
6,11.702,170.0,117.0,132139.832034497,413-060927
7,11.753,457.0,236.0,122954.47450929569,413-060899
8,12.055,216.0,159.0,105697.59048631975,413-060863
9,12.104000000000001,271.0,144.0,99798.33245829472,413-060928
10,12.409,445.0,64.0,70828.70537771481,413-060895
11,12.46,427.0,53.0,64087.3759032672,413-060880
12,12.77,322.0,241.0,50854.17848915923,413-060918
13,12.964,205.0,164.0,44013.39870684304,413-060876
14,13.088,48.0,43.0,38045.95323894559,413-060874
15,13.232999999999999,21.0,253.0,32736.9665547281,412-057779
16,13.251,243.0,206.0,34988.83554318064,412-057732
17,13.350999999999999,409.0,109.0,32411.358270656827,412-057716
18,13.5,85.0,248.0,24659.376860606844,412-057781
19,13.525,487.0,258.0,26056.660000721065,412-057739
20,13.527999999999999,480.0,215.0,24047.347415823635,412-057773
21,13.548,274.0,73.0,25094.434193299592,412-057745
22,13.627,415.0,139.0,22749.109670178597,412-057694
23,13.725,235.0,150.0,21705.95554274693,412-057702
24,13.772,18.0,247.0,24222.5684655013,412-057696
25,13.780999999999999,469.0,203.0,20919.994092398098,412-057782
