,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,11.282,82.0,179.0,443732.9760663031,403-058434
1,11.61,461.0,71.0,261353.3534459421,403-058444
2,11.802999999999999,300.0,119.0,218268.02597925978,403-058426
3,11.995,390.0,82.0,192249.2767765666,403-058475
4,12.007,360.0,152.0,166244.81537919768,403-058478
5,12.245,10.0,107.0,133177.52081206566,403-058456
6,12.537,376.0,262.0,109955.26942390355,403-058461
7,12.595,184.0,201.0,103858.77858717977,403-058394
8,12.811,149.0,219.0,76562.15784051217,403-058402
9,12.884,29.0,133.0,81900.45724582273,403-058400
10,12.946,359.0,163.0,72337.37304736627,403-058387
11,12.975999999999999,59.0,168.0,71403.33418482108,403-058446
12,13.125,68.0,89.0,57272.06424783794,403-058393
13,13.323,58.0,98.0,53045.0062630085,403-058455
14,13.356,31.0,89.0,53330.63694491023,403-058454
15,13.464,292.0,45.0,52970.975751909325,403-058401
16,13.693,210.0,29.0,40390.84196051956,402-056032
17,14.003,178.0,53.0,29102.373181752107,402-056079
18,14.047,450.0,63.0,27389.390968751148,402-056052
19,14.081,363.0,79.0,26157.90292603129,402-056072
20,14.097999999999999,333.0,186.0,26314.403261171607,402-056030
21,14.209000000000001,77.0,204.0,24817.26048108398,402-056045
22,14.24,253.0,242.0,23488.666684142823,402-056068
23,14.254000000000001,296.0,203.0,23522.703196766513,402-056094
