,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,11.157,431.0,99.0,281101.05813177355,409-048856
1,12.206,45.0,89.0,127816.97211959773,409-048829
2,12.427999999999999,303.0,222.0,92791.29693357088,409-048863
3,12.933,46.0,199.0,54331.450641790536,409-048802
4,12.969000000000001,112.0,205.0,58707.287777119316,409-048903
5,13.050999999999998,192.0,220.0,58009.19106170152,409-048868
6,13.556,243.0,26.0,35587.325218425576,408-050903
7,13.892000000000001,295.0,144.0,25863.659577779617,408-050966
8,13.909,287.0,203.0,26629.50962779295,408-050918
9,13.96,58.0,241.0,22653.83018551521,408-050939
10,13.975,154.0,41.0,19908.108418278356,408-050973
11,14.007,277.0,42.0,24712.849665317957,408-050907
