,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.404000000000002,55.0,53.0,795623.075529977,405-058252
1,10.876,243.0,118.0,518276.838697213,405-058249
2,11.02,245.0,269.0,422852.1177462793,405-058256
3,11.38,78.0,82.0,314539.9567990851,405-058262
4,12.412,75.0,225.0,151879.8151338209,405-058276
5,13.083,101.0,222.0,78024.88808781868,405-058255
6,13.118,245.0,245.0,69360.38020294928,405-058257
7,13.315,311.0,271.0,68751.69717291242,405-058294
8,13.51,375.0,128.0,55596.72617576834,405-058316
9,13.561,63.0,41.0,48684.72114234305,405-058266
10,13.64,100.0,77.0,41980.17265655823,405-058324
11,13.645999999999999,181.0,269.0,52512.16396698607,405-058246
12,13.655999999999999,147.0,80.0,47878.5784711317,404-057146
13,13.773,425.0,266.0,48125.40426828463,404-057129
14,13.799000000000001,80.0,60.0,36196.84652096218,404-057091
15,13.835999999999999,82.0,96.0,41537.651951357075,404-057086
16,13.958,422.0,150.0,34768.80284748148,404-057118
17,13.964,103.0,149.0,32385.374386835087,404-057150
18,14.035,286.0,192.0,36121.700718940796,404-057104
19,14.040999999999999,382.0,179.0,29452.196109900753,404-057120
20,14.265999999999998,51.0,163.0,25580.347544700922,404-057135
