,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,12.21,382.0,267.0,84621.87631983138,422-058423
1,12.345999999999998,179.0,250.0,74012.46178832227,422-058432
2,12.448,410.0,252.0,74025.20199548245,421-059675
3,12.558,131.0,29.0,50781.568578723265,421-059728
4,12.917,195.0,12.0,45142.24282859464,421-059734
5,12.965,437.0,208.0,36388.13599409524,421-059706
6,13.258,330.0,67.0,25352.930460635198,421-059683
7,13.319,279.0,178.0,29106.463574126905,421-059719
8,13.53,390.0,87.0,23550.81178874596,421-059703
9,13.727,318.0,156.0,19435.370843132336,421-059697
10,13.732999999999999,235.0,16.0,17633.071866347113,421-059705
11,13.755999999999998,429.0,31.0,16214.500451146318,421-059691
12,13.76,477.0,46.0,18334.450793519114,420-059155
13,13.785,298.0,271.0,19798.371484604722,420-059186
14,13.832,238.0,158.0,17736.90782331221,420-059192
15,13.911,404.0,184.0,18892.769960422364,420-059145
16,13.950999999999999,300.0,92.0,15012.546731195273,420-059115
17,13.989,59.0,220.0,14355.913715941546,420-059133
18,14.025,267.0,112.0,15711.218295586203,420-059189
19,14.164000000000001,229.0,215.0,13922.054417923067,420-059177
20,14.224,169.0,87.0,6452.866551410117,420-059158
