,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,11.464,130.0,240.0,273429.42263805325,410-054259
1,11.905,31.0,177.0,193698.77843525494,410-054226
2,12.907,276.0,80.0,75920.29473224646,410-054261
3,12.964,16.0,110.0,72097.60239363459,409-053398
4,13.455,436.0,176.0,49228.82096439452,409-053362
5,13.491,53.0,90.0,47172.5744631004,409-053407
6,13.52,209.0,269.0,44317.71125595149,409-053357
7,13.522,92.0,20.0,40279.973027658896,409-053409
8,13.565,309.0,13.0,41415.61081373067,409-053387
9,13.700999999999999,213.0,122.0,33238.885295215674,409-053363
10,14.064,179.0,206.0,27482.191282791795,409-053394
11,14.097000000000001,380.0,105.0,24551.75828758151,409-053423
12,14.113,57.0,135.0,24776.62998443618,409-053358
13,14.282,393.0,115.0,21704.49866747599,408-055534
14,14.286,253.0,166.0,18396.048774966723,408-055526
15,14.415999999999999,314.0,25.0,18504.213296028553,408-055505
16,14.467,59.0,256.0,17829.32192243405,408-055541
