,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.814,461.0,82.0,451832.3195774986,402-053361
1,11.002,12.0,25.0,421066.73121507396,402-053397
2,11.335999999999999,374.0,127.0,288723.21353952657,402-053344
3,11.477,219.0,165.0,308506.59464514453,402-053387
4,11.523,166.0,91.0,253077.04305726287,401-053890
5,11.612,436.0,87.0,218815.55668815292,401-053891
6,12.228,78.0,105.0,127712.03276631178,401-053902
7,12.503,222.0,145.0,106233.75429432988,401-053938
8,12.702,95.0,251.0,87342.49146938951,401-053934
9,12.703,179.0,48.0,78947.82041620286,401-053912
10,12.958,120.0,253.0,69471.55862079702,401-053896
11,13.252,298.0,24.0,49049.1219233088,401-053883
12,13.345999999999998,207.0,207.0,47467.67510827978,401-053935
13,13.545,187.0,243.0,35940.20158381547,401-053918
14,13.607999999999999,450.0,219.0,43314.40309680518,401-053925
15,13.610999999999999,126.0,31.0,31983.51809937953,401-053906
16,13.687999999999999,116.0,24.0,34637.87881677709,401-053908
17,13.887,167.0,212.0,32471.337244816586,401-053905
18,13.929,14.0,212.0,30386.88395785777,400-053829
19,13.959000000000001,240.0,26.0,28434.048873107782,400-053793
20,13.989,334.0,118.0,31084.71637782117,400-053814
21,14.08,366.0,259.0,26553.443469946324,400-053864
22,14.235999999999999,257.0,157.0,21368.956907703625,400-053842
23,14.411,127.0,37.0,18950.362950305556,400-053820
24,14.495999999999999,332.0,222.0,21937.14721716316,400-053804
25,14.513,439.0,117.0,18710.567288656035,400-053806
26,14.892999999999999,275.0,90.0,16405.73839870638,400-053849
