,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.734000000000002,378.0,151.0,607725.3767427419,407-059182
1,10.874,15.0,268.0,512484.2875254711,407-059200
2,10.992,223.0,94.0,547319.3681414052,407-059129
3,11.449000000000002,94.0,212.0,339878.3517416097,407-059197
4,12.218,70.0,113.0,180022.09070755832,407-059166
5,12.265999999999998,156.0,74.0,167407.74024296287,407-059155
6,12.295,417.0,172.0,180197.13398341596,407-059206
7,12.743,253.0,12.0,103252.9733862861,407-059177
8,13.165999999999999,69.0,171.0,78898.49603819729,407-059207
9,13.277999999999999,210.0,138.0,62598.87214381676,407-059175
10,13.567,368.0,12.0,57300.158179572754,407-059211
11,13.745,254.0,110.0,46599.56207993916,407-059183
12,13.785,81.0,219.0,47409.22902441943,407-059135
13,14.145999999999999,46.0,18.0,34809.99705504296,407-059126
14,14.198,338.0,41.0,31720.783972233785,407-059174
15,14.225999999999999,441.0,108.0,31942.827453050042,407-059172
16,14.322000000000001,430.0,93.0,25625.488682698087,407-059203
17,14.367,216.0,114.0,30293.40965563296,406-059989
18,14.433,372.0,219.0,25251.681006949493,406-060069
19,14.466,145.0,216.0,24352.256444163835,406-060040
20,14.56,426.0,89.0,23555.27756764175,406-059995
21,14.56,190.0,47.0,23372.740645619986,406-060007
22,14.639000000000001,270.0,195.0,21660.325248408022,406-059990
23,14.658,46.0,114.0,21699.302812407288,406-060060
24,14.683,219.0,100.0,17866.992810430733,406-059977
