,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.169,329.0,217.0,615331.8657406847,423-060997
1,10.226,386.0,70.0,504223.30359028926,423-060968
2,11.658,485.0,32.0,155799.33974199236,423-060933
3,11.707,451.0,52.0,137588.16050408437,423-060985
4,11.732999999999999,141.0,143.0,140693.89743954025,423-060991
5,11.923,304.0,213.0,98699.99164607526,423-060979
6,12.36,305.0,35.0,78957.31413077691,423-060992
7,12.422,226.0,97.0,73419.6121814273,423-060987
8,12.658,148.0,103.0,52371.26319398006,423-060936
9,12.692,76.0,170.0,59600.276409577076,423-060978
10,12.76,468.0,146.0,52657.000818538414,423-060931
11,12.853,138.0,136.0,30516.90638784509,423-060940
12,13.01,423.0,44.0,47894.224732302166,423-060953
13,13.052999999999999,390.0,60.0,39557.997879197894,423-060943
14,13.325,405.0,178.0,29287.83590024013,423-060950
15,13.335,114.0,42.0,32270.51608057902,423-060939
16,13.383,136.0,66.0,33399.837468733436,423-060980
17,13.43,33.0,268.0,31534.186772454123,423-060941
18,13.467,176.0,134.0,26404.843488867104,423-060994
19,13.54,223.0,234.0,27249.850995080564,423-060927
20,13.557,140.0,86.0,27218.214971735502,422-058814
21,13.949000000000002,107.0,80.0,17143.489823702523,422-058795
22,13.972999999999999,396.0,138.0,19172.154643082584,422-058801
23,14.015,182.0,218.0,16475.200226076562,422-058773
24,14.100999999999999,437.0,65.0,14810.217458553989,422-058780
25,14.165999999999999,454.0,61.0,12778.093265723486,422-058743
