,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,11.462,247.0,250.0,234436.86120000685,402-052822
1,11.71,65.0,228.0,210408.98688504196,402-052813
2,11.945,217.0,82.0,161627.40230144918,402-052800
3,11.97,408.0,166.0,165686.25273849812,402-052837
4,11.989,85.0,25.0,178653.38376947245,402-052796
5,12.005999999999998,56.0,30.0,164443.1271763874,401-053324
6,12.293,260.0,264.0,125695.0795869656,401-053333
7,12.431,374.0,99.0,133333.3426518364,401-053330
8,12.44,378.0,216.0,113703.57018392396,401-053389
9,12.482999999999999,47.0,225.0,99184.9083630947,401-053393
10,12.626,472.0,99.0,86726.38787701578,401-053339
11,12.669,381.0,160.0,95129.13976717768,401-053335
12,12.759,192.0,129.0,67600.50538047585,401-053355
13,12.850999999999999,170.0,68.0,80618.33086719963,401-053382
14,12.914000000000001,413.0,20.0,71784.2464387706,401-053399
15,12.915,432.0,58.0,69139.62543181637,401-053369
16,13.163,277.0,215.0,58451.52732449751,401-053380
17,13.205,329.0,107.0,57060.59276582538,401-053347
18,13.388,89.0,269.0,48491.12210943689,401-053334
19,13.398,96.0,177.0,42631.054574954906,401-053354
20,13.414000000000001,373.0,122.0,38668.841888433504,401-053384
21,13.460999999999999,96.0,19.0,35877.42733929374,401-053387
22,13.622,303.0,246.0,36126.37611296012,401-053331
23,13.645999999999999,244.0,16.0,34803.7138706748,400-053224
24,13.703,215.0,150.0,35822.042123998224,400-053244
25,13.968,417.0,59.0,26710.7961476885,400-053256
26,14.012,91.0,53.0,29398.241569771442,400-053201
27,14.107000000000001,125.0,45.0,27702.23867937437,400-053204
28,14.110999999999999,143.0,75.0,26343.349573314797,400-053227
29,14.154000000000002,292.0,271.0,23330.459770529254,400-053250
30,14.181,189.0,203.0,25230.110006437084,400-053237
31,14.234000000000002,317.0,14.0,21866.121529077132,400-053238
32,14.322000000000001,134.0,142.0,18927.277938369163,400-053208
33,14.648,198.0,228.0,24486.073116728177,400-053247
