,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.482999999999999,15.0,58.0,536224.0559349002,414-057560
1,10.932,224.0,245.0,525651.3744374342,413-059858
2,11.027000000000001,330.0,104.0,361378.93333036744,413-059942
3,11.684000000000001,111.0,79.0,264758.2248207176,413-059850
4,12.449000000000002,164.0,13.0,101204.17092749808,413-059869
5,13.279000000000002,39.0,163.0,54998.20258305319,413-059872
6,13.46,445.0,122.0,39526.95570879713,413-059914
7,13.764000000000001,479.0,38.0,62879.11049862249,413-059930
8,13.8,92.0,213.0,32097.249156438334,413-059937
9,14.095,241.0,186.0,24725.47434994686,412-056746
10,14.179,211.0,218.0,22891.876219328657,412-056776
11,14.307,362.0,244.0,20441.56443727201,412-056784
12,14.329,296.0,193.0,18679.022496452475,412-056742
13,14.343,112.0,182.0,18546.41492667734,412-056747
14,14.432,116.0,218.0,15970.068663407215,412-056766
15,14.449000000000002,121.0,92.0,16849.530956400817,412-056788
16,14.495,39.0,36.0,16213.820373434857,412-056797
17,14.57,420.0,119.0,2115.014495612093,412-056770
18,14.607999999999999,68.0,248.0,15177.157625122036,412-056737
19,14.677999999999999,297.0,259.0,15459.390363743887,412-056785
