,v_mag_star,x_astropy,y_astropy,star_flux,source_ID
0,10.907,355.0,200.0,443657.000665623,410-052826
1,10.97,103.0,13.0,294984.82564761076,410-052797
2,11.087,36.0,117.0,376405.1872125268,410-052805
3,11.261,44.0,47.0,272014.09942499915,410-052846
4,11.892000000000001,63.0,244.0,192254.02701939715,409-051921
5,11.915,458.0,271.0,161788.9200581226,409-051955
6,12.345999999999998,383.0,151.0,138228.4643319533,409-051952
7,12.413,469.0,165.0,101815.32158265192,409-051936
8,12.449000000000002,321.0,238.0,103031.60502783707,409-051922
9,12.505999999999998,362.0,218.0,95598.21801577813,409-051919
10,13.039000000000001,280.0,11.0,57032.50408796841,409-051920
11,13.152000000000001,47.0,112.0,49198.30638709609,409-051943
12,13.247,398.0,146.0,42583.300032760664,409-051990
13,13.308,220.0,134.0,42246.99987152822,409-051963
14,13.35,484.0,135.0,44291.175042922936,409-051971
15,13.460999999999999,127.0,23.0,37594.74509476711,409-051914
16,13.552999999999999,399.0,163.0,30663.290396136123,409-051967
17,13.569,316.0,224.0,35226.63457160433,409-051973
18,13.642999999999999,43.0,117.0,28131.828954528268,409-051988
19,13.657,361.0,248.0,35296.05838535478,409-051970
20,13.713,285.0,73.0,29571.578189099964,408-054026
21,13.745,349.0,141.0,33024.174564152716,408-054053
22,13.817,294.0,52.0,29029.88635870322,408-054057
23,14.005999999999998,181.0,183.0,23406.246502678998,408-054042
24,14.052,13.0,149.0,22489.78694448756,408-054047
25,14.068,395.0,175.0,24349.05978416934,408-054004
26,14.222999999999999,180.0,97.0,17656.88269215884,408-054056
27,14.265999999999998,366.0,26.0,2303.2381309424927,408-054072
