tomoe_id,utc_mu,year_jst_mu,month_jst_mu,day_jst_mu,hour_jst_mu,minute_jst_mu,second_jst_mu,duration,alt_start,alt_end,azimuth_radiant,zenith_radiant,velocity,n_data_interferometry,n_data_doppler,azimuth_start_at_kiso,elevation_start_at_kiso,range_start_at_kiso,azimuth_end_at_kiso,elevation_end_at_kiso,range_end_at_kiso
589613_018,2018-04-18T18:51:25.796,2018,4,19,3,51,25.795760,0.146640,105.025123,98.862699,123.170831,33.145021,49.850831,24,44,233.134620,29.656444,206304.883318,234.297002,27.989595,204309.040127
589625_016,2018-04-18T18:51:25.281,2018,4,19,3,51,25.280960,0.193440,104.952603,98.171501,137.774553,53.457779,59.648319,29,59,231.426207,29.980364,204267.462688,234.367719,28.235232,201386.501780
589643_016,2018-04-18T18:51:25.281,2018,4,19,3,51,25.280960,0.193440,104.952603,98.171501,137.774553,53.457779,59.648319,29,59,231.426207,29.980364,204267.462688,234.367719,28.235232,201386.501780
589713_030,2018-04-18T18:52:35.450,2018,4,19,3,52,35.449760,0.215280,101.622919,93.522345,140.126339,46.352333,55.864030,23,63,231.673522,28.959068,203853.372786,234.416856,26.916054,200129.973225
589716_108,2018-04-18T18:53:13.810,2018,4,19,3,53,13.810160,0.168480,105.505579,99.874598,138.646329,56.550647,59.347751,39,53,231.466387,29.845775,206113.897530,234.161333,28.421836,203656.131787
589722_053,2018-04-18T18:52:46.151,2018,4,19,3,52,46.151360,0.184080,106.685035,99.241735,135.668095,42.264567,54.975590,24,51,233.385394,30.823810,202733.991485,235.633919,28.874107,199670.651582
589726_107,2018-04-18T18:53:13.810,2018,4,19,3,53,13.810160,0.168480,105.505579,99.874598,138.646329,56.550647,59.347751,39,53,231.466387,29.845775,206113.897530,234.161333,28.421836,203656.131787
589726_108,2018-04-18T18:53:13.810,2018,4,19,3,53,13.810160,0.168480,105.505579,99.874598,138.646329,56.550647,59.347751,39,53,231.466387,29.845775,206113.897530,234.161333,28.421836,203656.131787
589744_076,2018-04-18T18:52:57.995,2018,4,19,3,52,57.994880,0.258960,88.471186,85.490805,85.253806,69.140329,31.065352,35,84,230.527942,25.382276,199460.215742,231.859298,23.859564,203589.677084
589813_093,2018-04-18T18:54:09.349,2018,4,19,3,54,9.349280,0.227760,108.317438,101.314915,56.887945,44.159350,43.440618,34,66,234.192812,31.353585,202834.483604,234.329889,28.665739,205027.903736
589813_094,2018-04-18T18:54:09.349,2018,4,19,3,54,9.349280,0.227760,108.317438,101.314915,56.887945,44.159350,43.440618,34,66,234.192812,31.353585,202834.483604,234.329889,28.665739,205027.903736
589814_104,2018-04-18T18:54:13.967,2018,4,19,3,54,13.966880,0.212160,107.166058,101.408263,154.418070,61.767460,58.097220,21,65,232.469000,29.959237,208620.451922,235.893800,28.889707,203855.410261
589822_043,2018-04-18T18:53:43.709,2018,4,19,3,53,43.709120,0.324480,99.514703,99.017929,75.868444,87.380286,32.084508,53,105,232.853556,29.126069,198716.458277,234.049374,27.782692,205936.332711
589822_093,2018-04-18T18:54:09.349,2018,4,19,3,54,9.349280,0.227760,108.317438,101.314915,56.887945,44.159350,43.440618,34,66,234.192812,31.353585,202834.483604,234.329889,28.665739,205027.903736
589825_103,2018-04-18T18:54:13.967,2018,4,19,3,54,13.966880,0.212160,107.166058,101.408263,154.418070,61.767460,58.097220,21,65,232.469000,29.959237,208620.451922,235.893800,28.889707,203855.410261
589826_037,2018-04-18T18:53:41.503,2018,4,19,3,53,41.503280,0.190320,106.325891,97.223153,130.270517,25.411507,57.339740,32,57,233.096689,30.759709,202420.669945,234.572867,28.386362,198564.528049
589826_038,2018-04-18T18:53:41.503,2018,4,19,3,53,41.503280,0.190320,106.325891,97.223153,130.270517,25.411507,57.339740,32,57,233.096689,30.759709,202420.669945,234.572867,28.386362,198564.528049
589826_039,2018-04-18T18:53:41.503,2018,4,19,3,53,41.503280,0.190320,106.325891,97.223153,130.270517,25.411507,57.339740,32,57,233.096689,30.759709,202420.669945,234.572867,28.386362,198564.528049
589826_040,2018-04-18T18:53:42.901,2018,4,19,3,53,42.901040,0.243360,102.216571,98.380592,152.086882,76.706070,61.221095,32,73,230.771248,29.490331,201861.189388,235.437725,28.905948,197782.187025
589826_041,2018-04-18T18:53:42.901,2018,4,19,3,53,42.901040,0.243360,102.216571,98.380592,152.086882,76.706070,61.221095,32,73,230.771248,29.490331,201861.189388,235.437725,28.905948,197782.187025
589826_041,2018-04-18T18:53:43.709,2018,4,19,3,53,43.709120,0.324480,99.514703,99.017929,75.868444,87.380286,32.084508,53,105,232.853556,29.126069,198716.458277,234.049374,27.782692,205936.332711
589826_042,2018-04-18T18:53:42.901,2018,4,19,3,53,42.901040,0.243360,102.216571,98.380592,152.086882,76.706070,61.221095,32,73,230.771248,29.490331,201861.189388,235.437725,28.905948,197782.187025
589826_042,2018-04-18T18:53:43.709,2018,4,19,3,53,43.709120,0.324480,99.514703,99.017929,75.868444,87.380286,32.084508,53,105,232.853556,29.126069,198716.458277,234.049374,27.782692,205936.332711
589826_043,2018-04-18T18:53:43.709,2018,4,19,3,53,43.709120,0.324480,99.514703,99.017929,75.868444,87.380286,32.084508,53,105,232.853556,29.126069,198716.458277,234.049374,27.782692,205936.332711
589826_061,2018-04-18T18:53:53.391,2018,4,19,3,53,53.390480,0.180960,105.895963,99.955354,112.851807,53.278871,53.714120,25,56,232.868973,31.090454,199796.932969,235.028409,29.068100,199924.877758
589826_062,2018-04-18T18:53:53.391,2018,4,19,3,53,53.390480,0.180960,105.895963,99.955354,112.851807,53.278871,53.714120,25,56,232.868973,31.090454,199796.932969,235.028409,29.068100,199924.877758
589826_063,2018-04-18T18:53:53.391,2018,4,19,3,53,53.390480,0.180960,105.895963,99.955354,112.851807,53.278871,53.714120,25,56,232.868973,31.090454,199796.932969,235.028409,29.068100,199924.877758
589826_064,2018-04-18T18:53:55.007,2018,4,19,3,53,55.006640,0.205920,119.002571,109.322932,144.382221,44.057794,64.931886,28,64,232.837100,33.141393,212365.704781,235.854307,30.962189,206881.075780
589826_065,2018-04-18T18:53:55.007,2018,4,19,3,53,55.006640,0.205920,119.002571,109.322932,144.382221,44.057794,64.931886,28,64,232.837100,33.141393,212365.704781,235.854307,30.962189,206881.075780
589826_066,2018-04-18T18:53:55.007,2018,4,19,3,53,55.006640,0.205920,119.002571,109.322932,144.382221,44.057794,64.931886,28,64,232.837100,33.141393,212365.704781,235.854307,30.962189,206881.075780
589832_043,2018-04-18T18:53:43.709,2018,4,19,3,53,43.709120,0.324480,99.514703,99.017929,75.868444,87.380286,32.084508,53,105,232.853556,29.126069,198716.458277,234.049374,27.782692,205936.332711
589842_062,2018-04-18T18:53:53.391,2018,4,19,3,53,53.390480,0.180960,105.895963,99.955354,112.851807,53.278871,53.714120,25,56,232.868973,31.090454,199796.932969,235.028409,29.068100,199924.877758
589914_008,2018-04-18T18:54:29.127,2018,4,19,3,54,29.126960,0.180960,107.634539,101.379154,142.149927,57.437310,65.511487,27,48,232.234427,30.296899,207526.473652,235.363912,28.789148,204404.993871
589926_054,2018-04-18T18:54:51.781,2018,4,19,3,54,51.781280,0.212160,100.642986,92.962134,149.469679,52.780277,59.220612,34,66,231.033621,29.178475,200625.276467,234.235279,27.441450,195654.791854
589941_110,2018-04-18T18:55:20.716,2018,4,19,3,55,20.716160,0.212160,102.621071,95.670645,121.500623,54.031400,57.729507,27,67,231.372098,29.323443,203627.781736,234.308198,27.142818,203154.731237
590026_114,2018-04-18T18:56:38.704,2018,4,19,3,56,38.703680,0.131040,94.995105,93.100063,106.878213,70.748933,44.794948,19,42,233.454785,26.505209,205945.037665,234.842823,25.614172,208013.408018
590041_085,2018-04-18T18:56:23.915,2018,4,19,3,56,23.914880,0.146640,102.842024,96.547311,132.105860,35.370420,50.104171,21,34,232.110606,29.341351,203948.386991,233.484694,27.697048,201429.440573
590041_115,2018-04-18T18:56:38.704,2018,4,19,3,56,38.703680,0.131040,94.995105,93.100063,106.878213,70.748933,44.794948,19,42,233.454785,26.505209,205945.037665,234.842823,25.614172,208013.408018
590043_104,2018-04-18T18:56:32.969,2018,4,19,3,56,32.969120,0.252720,102.981212,97.218811,116.443675,64.383017,53.863730,38,76,231.432105,29.700805,202107.745046,234.961622,27.538911,203812.635115
590111_047,2018-04-18T18:57:07.723,2018,4,19,3,57,7.722800,0.296400,101.821655,91.288965,101.521792,37.306331,45.403994,41,92,231.402734,29.354960,201884.433224,233.365259,26.029126,201210.119284
590112_028,2018-04-18T18:56:58.834,2018,4,19,3,56,58.833920,0.399360,102.103354,96.236306,225.268340,55.383211,26.198582,62,125,233.007566,28.970270,204727.845872,233.351423,28.755905,194412.627703
590112_113,2018-04-18T18:57:41.104,2018,4,19,3,57,41.103680,0.283920,98.646670,96.604903,246.134907,69.704187,22.576979,45,87,232.496107,28.165334,202774.272335,232.000042,28.480257,196766.568261
590115_109,2018-04-18T18:57:38.867,2018,4,19,3,57,38.866640,0.218400,111.353635,103.058024,159.676385,40.185034,50.255037,29,58,232.726252,31.519042,207496.809916,234.962828,29.860414,201331.612540
590116_109,2018-04-18T18:57:38.867,2018,4,19,3,57,38.866640,0.218400,111.353635,103.058024,159.676385,40.185034,50.255037,29,58,232.726252,31.519042,207496.809916,234.962828,29.860414,201331.612540
590124_046,2018-04-18T18:57:07.723,2018,4,19,3,57,7.722800,0.296400,101.821655,91.288965,101.521792,37.306331,45.403994,41,92,231.402734,29.354960,201884.433224,233.365259,26.029126,201210.119284
590132_062,2018-04-18T18:57:15.726,2018,4,19,3,57,15.725600,0.196560,102.691782,96.311833,161.934696,53.483601,54.687554,30,59,232.551136,28.889490,206380.527747,235.114466,27.719583,200811.533373
590132_063,2018-04-18T18:57:15.726,2018,4,19,3,57,15.725600,0.196560,102.691782,96.311833,161.934696,53.483601,54.687554,30,59,232.551136,28.889490,206380.527747,235.114466,27.719583,200811.533373
590132_064,2018-04-18T18:57:15.726,2018,4,19,3,57,15.725600,0.196560,102.691782,96.311833,161.934696,53.483601,54.687554,30,59,232.551136,28.889490,206380.527747,235.114466,27.719583,200811.533373
590143_110,2018-04-18T18:57:38.867,2018,4,19,3,57,38.866640,0.218400,111.353635,103.058024,159.676385,40.185034,50.255037,29,58,232.726252,31.519042,207496.809916,234.962828,29.860414,201331.612540
590211_088,2018-04-18T18:58:31.198,2018,4,19,3,58,31.198400,0.202800,101.488054,91.469470,142.075438,31.543083,59.321325,36,66,231.257636,29.231362,201963.942409,233.309293,26.736971,196958.232471
590315_065,2018-04-18T18:59:22.323,2018,4,19,3,59,22.322720,0.215280,110.456556,101.782443,152.531456,49.063339,61.076427,35,69,232.334567,31.421841,206391.805257,235.530121,29.595619,200406.044404
590316_022,2018-04-18T18:59:00.848,2018,4,19,3,59,0.847760,0.162240,109.163053,102.508224,150.368844,49.500014,65.285767,28,53,232.317091,31.123725,205667.459808,234.923366,29.693622,201236.598520
590515_113,2018-04-18T19:01:52.805,2018,4,19,4,1,52.805440,0.221520,104.532917,95.227049,143.935850,26.601770,46.553897,23,69,233.254087,29.733615,204899.876676,234.750442,27.468353,200158.874566
590523_113,2018-04-18T19:01:52.805,2018,4,19,4,1,52.805440,0.221520,104.532917,95.227049,143.935850,26.601770,46.553897,23,69,233.254087,29.733615,204899.876676,234.750442,27.468353,200158.874566
590542_077,2018-04-18T19:01:33.901,2018,4,19,4,1,33.901360,0.246480,101.602766,93.667807,83.089382,23.760678,36.961900,32,61,233.705114,29.426314,201035.556993,234.294925,27.011830,199819.117295
590611_024,2018-04-18T19:02:24.445,2018,4,19,4,2,24.445360,0.315120,95.884737,91.385001,225.463778,66.161672,35.643473,48,101,232.235786,27.263564,202820.499056,232.588038,27.545906,191770.759345
590611_025,2018-04-18T19:02:24.445,2018,4,19,4,2,24.445360,0.315120,95.884737,91.385001,225.463778,66.161672,35.643473,48,101,232.235786,27.263564,202820.499056,232.588038,27.545906,191770.759345
590612_025,2018-04-18T19:02:24.445,2018,4,19,4,2,24.445360,0.315120,95.884737,91.385001,225.463778,66.161672,35.643473,48,101,232.235786,27.263564,202820.499056,232.588038,27.545906,191770.759345
590613_098,2018-04-18T19:03:01.155,2018,4,19,4,3,1.155280,0.165360,104.866845,99.172851,151.168158,57.344111,66.858702,24,52,232.025923,29.602614,206321.736871,234.955824,28.423032,202247.439131
590815_011,2018-04-18T19:04:23.664,2018,4,19,4,4,23.663680,0.199680,106.546660,102.217433,105.467049,68.460230,60.549147,40,62,231.657159,30.940722,201830.270844,234.612329,28.901112,205375.322249
590816_055,2018-04-18T19:04:45.788,2018,4,19,4,4,45.787600,0.246480,99.363009,96.882492,165.450906,75.738743,43.370907,41,78,231.827752,28.393664,202807.335922,234.916480,28.353585,198080.237602
590816_096,2018-04-18T19:05:05.855,2018,4,19,4,5,5.855440,0.177840,103.883602,96.008917,137.214999,36.155292,53.063876,26,52,233.129758,29.716580,203749.478315,234.905582,27.706389,200273.317410
590816_110,2018-04-18T19:05:13.244,2018,4,19,4,5,13.243600,0.152880,108.031878,101.044251,138.717816,40.144847,58.815466,20,42,233.029317,30.801547,205374.708616,234.931461,29.060685,202106.048624
590816_110,2018-04-18T19:05:13.587,2018,4,19,4,5,13.586800,0.180960,107.241169,100.217436,134.937447,50.001197,58.095819,40,59,232.621655,30.966611,202975.948447,235.244356,29.097230,200268.498677
590816_110,2018-04-18T19:05:13.836,2018,4,19,4,5,13.836400,0.202800,101.666558,92.422345,153.332795,37.239808,57.961411,39,64,231.358716,29.040345,203451.529578,233.532121,26.942799,197650.866455
590832_096,2018-04-18T19:05:05.855,2018,4,19,4,5,5.855440,0.177840,103.883602,96.008917,137.214999,36.155292,53.063876,26,52,233.129758,29.716580,203749.478315,234.905582,27.706389,200273.317410
590834_096,2018-04-18T19:05:05.855,2018,4,19,4,5,5.855440,0.177840,103.883602,96.008917,137.214999,36.155292,53.063876,26,52,233.129758,29.716580,203749.478315,234.905582,27.706389,200273.317410
590834_115,2018-04-18T19:05:15.072,2018,4,19,4,5,15.071920,0.143520,102.361553,95.563708,152.137194,35.488221,62.263606,19,44,231.629306,29.384371,202760.420987,233.227648,27.838260,198543.796862
590834_115,2018-04-18T19:05:15.459,2018,4,19,4,5,15.458800,0.137280,109.244762,102.950653,137.886938,39.243267,64.727963,18,38,233.203392,30.955088,206766.964948,234.898834,29.389064,203877.940691
590841_012,2018-04-18T19:04:23.664,2018,4,19,4,4,23.663680,0.199680,106.546660,102.217433,105.467049,68.460230,60.549147,40,62,231.657159,30.940722,201830.270844,234.612329,28.901112,205375.322249
590841_111,2018-04-18T19:05:13.244,2018,4,19,4,5,13.243600,0.152880,108.031878,101.044251,138.717816,40.144847,58.815466,20,42,233.029317,30.801547,205374.708616,234.931461,29.060685,202106.048624
590841_111,2018-04-18T19:05:13.587,2018,4,19,4,5,13.586800,0.180960,107.241169,100.217436,134.937447,50.001197,58.095819,40,59,232.621655,30.966611,202975.948447,235.244356,29.097230,200268.498677
590841_111,2018-04-18T19:05:13.836,2018,4,19,4,5,13.836400,0.202800,101.666558,92.422345,153.332795,37.239808,57.961411,39,64,231.358716,29.040345,203451.529578,233.532121,26.942799,197650.866455
590926_119,2018-04-18T19:06:20.879,2018,4,19,4,6,20.878960,0.234000,107.645314,102.091307,177.293981,65.513235,56.884977,30,72,232.229351,30.152527,208392.635688,235.465047,29.825223,199680.590000
590926_120,2018-04-18T19:06:20.879,2018,4,19,4,6,20.878960,0.234000,107.645314,102.091307,177.293981,65.513235,56.884977,30,72,232.229351,30.152527,208392.635688,235.465047,29.825223,199680.590000
590932_120,2018-04-18T19:06:20.879,2018,4,19,4,6,20.878960,0.234000,107.645314,102.091307,177.293981,65.513235,56.884977,30,72,232.229351,30.152527,208392.635688,235.465047,29.825223,199680.590000
590942_025,2018-04-18T19:05:33.180,2018,4,19,4,5,33.180400,0.171600,102.784591,95.896595,138.793911,36.792403,52.275776,26,46,232.337308,29.635853,202102.791157,234.022379,27.889707,198905.806722
591023_034,2018-04-18T19:06:40.320,2018,4,19,4,6,40.319680,0.134160,108.921691,102.979078,130.846398,43.475170,61.357810,17,36,233.537969,31.063790,205554.524158,235.298001,29.469440,203459.457906
591026_032,2018-04-18T19:06:40.320,2018,4,19,4,6,40.319680,0.134160,108.921691,102.979078,130.846398,43.475170,61.357810,17,36,233.537969,31.063790,205554.524158,235.298001,29.469440,203459.457906
591026_033,2018-04-18T19:06:40.320,2018,4,19,4,6,40.319680,0.134160,108.921691,102.979078,130.846398,43.475170,61.357810,17,36,233.537969,31.063790,205554.524158,235.298001,29.469440,203459.457906
591026_034,2018-04-18T19:06:40.320,2018,4,19,4,6,40.319680,0.134160,108.921691,102.979078,130.846398,43.475170,61.357810,17,36,233.537969,31.063790,205554.524158,235.298001,29.469440,203459.457906
591043_107,2018-04-18T19:07:18.059,2018,4,19,4,7,18.059200,0.224640,103.274418,100.268874,158.034361,74.025853,48.634649,36,70,231.582285,29.837566,201878.789061,234.926982,29.523374,197890.027662
591113_013,2018-04-18T19:07:33.344,2018,4,19,4,7,33.344080,0.196560,94.526112,91.195186,92.933650,64.432363,38.421398,30,63,232.488338,27.768578,196856.004530,233.891598,26.226120,199695.352325
591113_061,2018-04-18T19:07:56.760,2018,4,19,4,7,56.759680,0.243360,102.321979,97.300743,154.448846,69.334796,58.148403,32,69,231.469454,29.097489,204393.926759,235.634747,28.251090,199543.917275
591124_113,2018-04-18T19:08:23.710,2018,4,19,4,8,23.710240,0.249600,103.008612,92.616226,139.610728,40.172084,56.031466,38,79,231.632915,29.231555,204931.300171,234.453824,26.617017,200158.348210
591134_013,2018-04-18T19:07:33.344,2018,4,19,4,7,33.344080,0.196560,94.526112,91.195186,92.933650,64.432363,38.421398,30,63,232.488338,27.768578,196856.004530,233.891598,26.226120,199695.352325
591315_033,2018-04-18T19:11:05.295,2018,4,19,4,11,5.295040,0.258960,110.169032,100.202865,146.266483,40.003133,51.422124,36,73,231.667090,31.362831,206193.300356,234.440712,29.065258,200425.119839
591321_110,2018-04-18T19:11:44.329,2018,4,19,4,11,44.329360,0.215280,96.293614,89.876159,150.561809,14.682233,29.990851,33,61,232.973527,28.216535,197718.340205,233.493527,26.608180,194409.270128
591321_111,2018-04-18T19:11:44.329,2018,4,19,4,11,44.329360,0.215280,96.293614,89.876159,150.561809,14.682233,29.990851,33,61,232.973527,28.216535,197718.340205,233.493527,26.608180,194409.270128
591415_005,2018-04-18T19:11:54.859,2018,4,19,4,11,54.859360,0.234000,112.336056,103.187908,141.566380,49.795282,61.019380,39,73,231.357267,31.833901,207553.480783,234.881983,29.654863,202772.602407
591443_117,2018-04-18T19:12:50.458,2018,4,19,4,12,50.457760,0.124800,96.475372,92.381928,123.171535,55.752749,57.443141,16,40,232.513144,28.975831,193617.484664,234.357906,27.638950,193257.742673
591511_040,2018-04-18T19:13:14.872,2018,4,19,4,13,14.871760,0.246480,106.771689,97.724031,70.382848,32.360000,43.202905,39,74,232.617570,30.750523,203306.625705,233.195128,27.781843,203300.308677
591614_065,2018-04-18T19:14:30.941,2018,4,19,4,14,30.940480,0.218400,107.540837,98.568402,143.056542,43.462329,55.181000,36,67,232.459504,30.681456,205137.157177,235.191400,28.514466,200484.759377
591626_065,2018-04-18T19:14:30.941,2018,4,19,4,14,30.940480,0.218400,107.540837,98.568402,143.056542,43.462329,55.181000,36,67,232.459504,30.681456,205137.157177,235.191400,28.514466,200484.759377
591626_072,2018-04-18T19:14:34.313,2018,4,19,4,14,34.313200,0.152880,107.735639,101.720198,133.941621,49.232729,59.319162,19,43,233.236169,30.809011,204779.049155,235.368342,29.208397,202553.873235
591626_073,2018-04-18T19:14:34.313,2018,4,19,4,14,34.313200,0.152880,107.735639,101.720198,133.941621,49.232729,59.319162,19,43,233.236169,30.809011,204779.049155,235.368342,29.208397,202553.873235
591626_074,2018-04-18T19:14:34.313,2018,4,19,4,14,34.313200,0.152880,107.735639,101.720198,133.941621,49.232729,59.319162,19,43,233.236169,30.809011,204779.049155,235.368342,29.208397,202553.873235
591714_053,2018-04-18T19:15:27.515,2018,4,19,4,15,27.515440,0.246480,107.835079,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753,201562.505814,235.439090,28.346201,202383.396965
591714_054,2018-04-18T19:15:27.515,2018,4,19,4,15,27.515440,0.246480,107.835079,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753,201562.505814,235.439090,28.346201,202383.396965
591723_053,2018-04-18T19:15:27.515,2018,4,19,4,15,27.515440,0.246480,107.835079,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753,201562.505814,235.439090,28.346201,202383.396965
591723_054,2018-04-18T19:15:27.515,2018,4,19,4,15,27.515440,0.246480,107.835079,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753,201562.505814,235.439090,28.346201,202383.396965
591732_053,2018-04-18T19:15:27.515,2018,4,19,4,15,27.515440,0.246480,107.835079,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753,201562.505814,235.439090,28.346201,202383.396965
591732_054,2018-04-18T19:15:27.515,2018,4,19,4,15,27.515440,0.246480,107.835079,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753,201562.505814,235.439090,28.346201,202383.396965
591741_054,2018-04-18T19:15:27.515,2018,4,19,4,15,27.515440,0.246480,107.835079,99.004274,67.945262,36.111711,44.784669,36,76,234.928683,31.424753,201562.505814,235.439090,28.346201,202383.396965
600612_110,2018-04-19T13:03:39.319,2018,4,19,22,3,39.319440,0.421200,96.950207,92.573113,113.358741,68.832477,28.781599,70,133,231.703720,28.578790,196872.389608,234.909455,26.703674,199505.911901
600623_111,2018-04-19T13:03:39.319,2018,4,19,22,3,39.319440,0.421200,96.950207,92.573113,113.358741,68.832477,28.781599,70,133,231.703720,28.578790,196872.389608,234.909455,26.703674,199505.911901
601811_105,2018-04-19T13:16:37.160,2018,4,19,22,16,37.160400,0.358800,86.730032,83.129656,57.382548,63.165197,22.725044,52,104,233.334159,26.017060,191443.101747,233.521018,24.163057,195904.263333
601944_116,2018-04-19T13:17:45.002,2018,4,19,22,17,45.001680,0.287040,92.989089,89.456367,133.274670,64.050254,25.954299,29,57,232.275530,27.230861,197018.351166,234.467215,26.173837,196306.846269
602442_052,2018-04-19T13:22:40.912,2018,4,19,22,22,40.911840,0.168480,102.668244,101.255187,141.052920,75.659233,32.419098,26,48,232.932202,29.793168,200966.507048,234.744530,29.421231,200392.709283
603016_069,2018-04-19T13:31:37.745,2018,4,19,22,31,37.745280,0.280800,95.358212,89.235072,54.601617,48.118621,32.577138,37,83,232.886409,28.035559,196922.972927,232.981650,25.557515,199931.493866
603312_004,2018-04-19T13:34:14.226,2018,4,19,22,34,14.225760,0.321360,99.551482,95.797161,61.541018,70.950799,36.474199,46,103,233.376500,29.413070,197126.715330,233.920402,26.942210,204727.629812
603315_003,2018-04-19T13:34:14.226,2018,4,19,22,34,14.225760,0.321360,99.551482,95.797161,61.541018,70.950799,36.474199,46,103,233.376500,29.413070,197126.715330,233.920402,26.942210,204727.629812
603325_004,2018-04-19T13:34:14.226,2018,4,19,22,34,14.225760,0.321360,99.551482,95.797161,61.541018,70.950799,36.474199,46,103,233.376500,29.413070,197126.715330,233.920402,26.942210,204727.629812
603325_005,2018-04-19T13:34:14.226,2018,4,19,22,34,14.225760,0.321360,99.551482,95.797161,61.541018,70.950799,36.474199,46,103,233.376500,29.413070,197126.715330,233.920402,26.942210,204727.629812
603326_004,2018-04-19T13:34:14.226,2018,4,19,22,34,14.225760,0.321360,99.551482,95.797161,61.541018,70.950799,36.474199,46,103,233.376500,29.413070,197126.715330,233.920402,26.942210,204727.629812
603326_005,2018-04-19T13:34:14.226,2018,4,19,22,34,14.225760,0.321360,99.551482,95.797161,61.541018,70.950799,36.474199,46,103,233.376500,29.413070,197126.715330,233.920402,26.942210,204727.629812
603912_062,2018-04-19T13:41:14.512,2018,4,19,22,41,14.511600,0.159120,91.606909,88.942283,144.814893,38.911165,23.100065,22,32,232.507801,26.512337,198697.713238,233.256117,25.844609,197360.292958
603922_063,2018-04-19T13:41:14.512,2018,4,19,22,41,14.511600,0.159120,91.606909,88.942283,144.814893,38.911165,23.100065,22,32,232.507801,26.512337,198697.713238,233.256117,25.844609,197360.292958
603926_010,2018-04-19T13:40:48.313,2018,4,19,22,40,48.312960,0.209040,99.892585,97.351185,137.992568,68.318513,36.331965,24,64,232.620375,29.116978,199510.666665,234.746042,28.406691,198699.332840
603926_011,2018-04-19T13:40:48.313,2018,4,19,22,40,48.312960,0.209040,99.892585,97.351185,137.992568,68.318513,36.331965,24,64,232.620375,29.116978,199510.666665,234.746042,28.406691,198699.332840
604013_056,2018-04-19T13:42:26.559,2018,4,19,22,42,26.558640,0.361920,90.343066,87.315126,151.254348,65.541969,21.540485,53,114,232.472117,26.255770,197673.782068,234.674544,25.610489,195369.435374
604015_007,2018-04-19T13:42:02.547,2018,4,19,22,42,2.547120,0.243360,103.075007,98.274881,87.508316,56.038081,36.139795,43,78,232.543672,29.894928,201162.813959,233.901464,27.868158,203878.851219
604015_027,2018-04-19T13:42:12.172,2018,4,19,22,42,12.172320,0.246480,91.086649,87.555857,135.653172,62.433225,33.338246,33,80,232.147846,26.419918,198192.913502,234.380764,25.402444,197292.570099
604015_054,2018-04-19T13:42:26.559,2018,4,19,22,42,26.558640,0.361920,90.343066,87.315126,151.254348,65.541969,21.540485,53,114,232.472117,26.255770,197673.782068,234.674544,25.610489,195369.435374
604026_006,2018-04-19T13:42:02.547,2018,4,19,22,42,2.547120,0.243360,103.075007,98.274881,87.508316,56.038081,36.139795,43,78,232.543672,29.894928,201162.813959,233.901464,27.868158,203878.851219
604026_055,2018-04-19T13:42:26.559,2018,4,19,22,42,26.558640,0.361920,90.343066,87.315126,151.254348,65.541969,21.540485,53,114,232.472117,26.255770,197673.782068,234.674544,25.610489,195369.435374
604116_036,2018-04-19T13:43:20.544,2018,4,19,22,43,20.544000,0.115440,92.807679,91.591781,134.027077,68.974195,31.034615,26,38,231.911657,27.087579,197542.586113,232.991448,26.716212,197349.236044
604411_114,2018-04-19T13:47:07.499,2018,4,19,22,47,7.499040,0.302640,100.983465,96.742492,70.931547,64.957065,33.700464,49,98,231.949315,29.556871,199080.014283,232.939012,27.274107,204529.772198
604421_114,2018-04-19T13:47:07.499,2018,4,19,22,47,7.499040,0.302640,100.983465,96.742492,70.931547,64.957065,33.700464,49,98,231.949315,29.556871,199080.014283,232.939012,27.274107,204529.772198
604425_115,2018-04-19T13:47:07.499,2018,4,19,22,47,7.499040,0.302640,100.983465,96.742492,70.931547,64.957065,33.700464,49,98,231.949315,29.556871,199080.014283,232.939012,27.274107,204529.772198
604512_062,2018-04-19T13:47:44.440,2018,4,19,22,47,44.439840,0.374400,89.606776,84.317298,33.913781,59.029225,28.947116,56,115,233.803681,26.861134,192255.628214,232.874612,24.336947,197398.270521
604526_061,2018-04-19T13:47:44.440,2018,4,19,22,47,44.439840,0.374400,89.606776,84.317298,33.913781,59.029225,28.947116,56,115,233.803681,26.861134,192255.628214,232.874612,24.336947,197398.270521
604526_062,2018-04-19T13:47:44.440,2018,4,19,22,47,44.439840,0.374400,89.606776,84.317298,33.913781,59.029225,28.947116,56,115,233.803681,26.861134,192255.628214,232.874612,24.336947,197398.270521
604526_063,2018-04-19T13:47:44.440,2018,4,19,22,47,44.439840,0.374400,89.606776,84.317298,33.913781,59.029225,28.947116,56,115,233.803681,26.861134,192255.628214,232.874612,24.336947,197398.270521
604526_080,2018-04-19T13:47:53.744,2018,4,19,22,47,53.743680,0.149760,103.621506,100.978280,88.156847,62.043141,37.510873,23,47,231.920276,29.811243,202696.201820,232.876773,28.597723,204775.265301
