Event_Number,MJD,Begining_time_of_the_event_YYYY,MM,DD,hh,mm,ss.ssssss,Duratin[s],Radiant(Right_Ascension),Radiant(Declination),Radiant(Azimuth),Radiant(Zenith),Radiant(Azimuth)_uncorrected,Radiant(Zenith)_uncorrected,Zenith_angle_correction,Initial_velocity(observed)[km/s],Initial_velocity(geocentric)[km/s],RCS[dBsm]at_max_SNR,SNR_max[dB],Beginning_height[km],End height [km],Azimuth of meteor start point,Zenith of meteor start point,Azimuth of meteor end point,Zenith of meteor end point,Semimajor_axis_(AU),Eccentricity,Perihelion_dist_(AU),Lon_of_asc_node_(deg),Inclination_(deg),Argument_of_periapsis_(deg),Period [yr],Heliocentric velocity [km/s],Radiant (ecliptic longitude),Radiant (ecliptic latitude),Solar longitude,RA error,dec error,az error,ze error,velocity error,a error,e error,q error,i error,omega error,P error,heliocentric velocity error,radiant (ecliptic longitude),radiant (ecliptic latitude),Hammer X,Hammer Y,Time from perihelion [days]
1002305,58228.71727,2018,4,20,17,12,51.92096,0.20592,301.583361,3.5184,106.214537,62.430981,106.1013,62.028377,0.564264,62.076802,60.741801,-24.77295,20.980588,98.761488,92.72788,85.834919,4.192815,316.966491,3.012871,1.857118,0.47388,0.977067,30.323949,137.373377,156.116035,2.530807,35.698931,304.672777,23.234356,30.323949,0.533917,0.563191,0.529203,0.294198,0.60874,0.223469,0.061539,0.008784,1.191216,8.943918,0.460085,0.60874,0.533917,0.563191,-0.066929,0.402816,19.642815
1002306,58228.71785,2018,4,20,17,13,42.0032,0.24336,267.45554,-24.200866,155.290507,63.349541,154.914024,62.814217,0.60695,60.188619,59.008203,-23.562513,21.921595,107.191583,100.669253,134.758155,3.033933,349.228019,4.50429,2.419869,0.899105,0.244152,210.324515,177.693936,126.794156,3.764332,37.206346,267.679073,-0.78445,30.324515,0.469493,0.389401,0.393901,0.261007,0.528768,0.342658,0.012498,0.016892,1.200863,4.987458,0.807201,0.528768,0.469493,0.389401,0.572241,-0.013838,-39.327914
1002307,58228.71787,2018,4,20,17,13,44.08112,0.30576,292.426946,9.114542,107.756292,51.641934,107.594906,51.289953,0.597873,53.965002,52.516443,-24.166878,21.367784,101.397361,91.334012,84.884953,4.372741,316.170069,3.921677,1.116337,0.137779,0.962529,30.324538,120.093452,229.221207,1.179486,30.99712,295.939734,30.554272,30.324538,0.326442,0.323846,0.293601,0.219648,0.255834,0.032815,0.019261,0.011213,0.704879,16.637573,0.052031,0.255834,0.326442,0.323846,0.072312,0.52707,-45.531795
1002308,58228.71924,2018,4,20,17,15,42.4352,0.20904,278.201606,-28.801439,148.503677,71.466744,148.205106,70.952533,0.57204,66.919468,65.797161,-33.242217,13.340136,105.712151,101.131355,159.069413,3.326122,319.02991,4.108962,6.541456,0.90998,0.588863,210.325876,168.215932,82.459115,16.730604,40.159947,277.215537,-5.569706,30.325876,0.597367,0.559426,0.380263,0.406485,1.393556,37.681387,0.078504,0.03972,1.416198,12.983452,346.773044,1.393556,0.597367,0.559426,0.405707,-0.09768,-40.70736
1002309,58228.7198,2018,4,20,17,16,30.57056,0.30888,276.979695,5.344112,126.469406,42.398385,126.074623,42.104292,0.561216,49.870593,48.404168,-27.024583,19.070361,102.169093,90.874036,153.034255,2.762944,285.459933,4.003151,1.008167,0.530207,0.473629,30.326421,112.666117,301.706646,1.012276,29.605223,277.919974,28.589353,30.326421,0.199325,0.200062,0.200179,0.141392,0.109524,0.011295,0.004137,0.00828,0.414924,2.435434,0.017013,0.109524,0.199325,0.200062,0.357755,0.49608,-60.856901
1002310,58228.72005,2018,4,20,17,16,52.58528,0.2184,304.894881,-3.810929,110.893123,68.825341,110.756048,68.313721,0.636059,62.097717,60.756124,-29.500071,13.251153,109.187299,103.877586,75.879886,3.004636,312.84924,4.784429,1.406091,0.342102,0.925064,30.326669,150.712998,133.545614,1.667325,33.508578,306.291345,15.338705,30.326669,1.407215,1.519292,1.562415,0.570585,1.528044,0.308673,0.130965,0.054025,3.086516,37.628484,0.562309,1.528044,1.407215,1.519292,-0.096888,0.266999,38.307252
1002311,58228.72019,2018,4,20,17,17,4.6784,0.19656,268.712545,3.03887,138.848136,39.154331,138.342112,38.90993,0.462199,52.555467,51.203704,-11.194265,19.017901,98.118232,90.130646,18.954167,4.710568,352.468722,7.925596,1.511667,0.732893,0.403777,30.326806,112.280193,294.471394,1.858593,34.15284,268.563773,26.469364,30.326806,0.48005,0.456857,0.597167,0.289348,0.200397,0.066769,0.011789,0.015319,0.779556,4.199489,0.123272,0.200397,0.48005,0.456857,0.512016,0.462129,-47.95746
1002312,58228.72047,2018,4,20,17,17,28.18448,0.34632,290.130403,40.415661,67.252988,36.36583,67.601773,36.067176,0.700307,41.257781,39.516568,-31.135093,17.157847,97.747964,86.577637,53.747042,2.387036,259.889225,3.055773,2.085791,0.519493,1.002237,30.327071,72.706612,173.091525,3.012354,36.417301,303.358813,61.541702,30.327071,1.903243,1.176637,1.714035,1.288071,0.663709,0.446435,0.096862,0.003711,1.833027,10.446471,0.987244,0.663709,1.903243,1.176637,-0.026864,1.023257,5.714846
1002313,58228.7206,2018,4,20,17,17,39.92816,0.28392,271.942458,26.692576,101.388395,25.038394,101.155207,25.077217,0.404562,44.528652,42.955714,-34.4855,13.296079,98.057787,86.58669,131.957429,2.467406,228.821339,1.808143,1.817035,0.543246,0.829939,30.327204,81.013436,239.616161,2.449318,35.55257,272.706634,50.111241,30.327204,1.133461,1.150293,2.215404,0.649647,0.234507,0.194992,0.036913,0.022578,1.220536,10.603457,0.396594,0.234507,1.133461,1.150293,0.343087,0.851911,-42.090812
1002314,58228.72065,2018,4,20,17,17,44.41784,0.156,277.665294,-18.989649,144.089229,62.481637,143.792747,62.111837,0.459884,68.548643,67.439647,-31.561446,12.451982,108.597229,103.54807,191.133987,1.782145,304.762537,4.212152,64.533573,0.990457,0.615827,30.327255,171.184769,257.166129,518.416207,41.633921,277.265952,4.254152,30.327255,1.035442,0.955364,0.843782,0.636622,1.409485,10.167525,0.099004,0.046106,1.979337,13.658574,6.153479,1.409485,1.035442,0.955364,0.405463,0.074616,-38.424957
1002315,58228.72115,2018,4,20,17,18,27.4208,0.19344,278.359335,-8.904968,137.240928,54.229632,136.796724,53.536543,0.89155,45.52721,43.931754,-38.416375,10.614315,93.77436,88.710727,128.653232,3.157825,338.931451,1.258565,0.676683,0.795878,0.138126,30.327741,132.425697,341.131665,0.556644,21.213958,278.523273,14.28498,30.327741,0.920389,0.937247,0.765491,0.660701,0.729629,0.022656,0.026361,0.021351,3.463072,4.260606,0.027983,0.729629,0.920389,0.937247,0.375475,0.249809,-51.598622
1002316,58228.72126,2018,4,20,17,18,36.94616,0.19656,293.397169,-9.810594,124.494225,64.257134,124.279536,63.853563,0.528615,65.15008,63.90672,-16.45469,24.319088,110.54731,104.516849,168.669985,1.26911,294.416469,5.449938,1.852912,0.488746,0.947309,30.327848,158.213054,214.318927,2.522216,35.683839,293.556093,11.733652,30.327848,0.360544,0.377479,0.029948,0.46941,1.022493,0.324705,0.084465,0.011764,1.021415,10.411655,0.672877,1.022493,0.360544,0.377479,0.120789,0.204536,-27.382344
1002317,58228.72131,2018,4,20,17,18,41.336,0.21216,291.341574,-9.729894,126.108018,62.808881,125.861628,62.33954,0.609826,59.864534,58.544067,-36.17983,9.490982,107.815413,102.099334,123.10396,2.070398,307.266379,4.162188,1.094793,0.279998,0.788253,30.327898,155.464526,269.138224,1.145507,30.746502,291.52327,12.126775,30.327898,0.748633,0.773829,0.350759,0.71801,1.427667,0.137197,0.043084,0.073412,2.067657,41.433069,0.217203,1.427667,0.748633,0.773829,0.155474,0.21142,-66.921108
1002318,58228.72178,2018,4,20,17,19,21.88664,0.18096,298.752577,1.546004,111.158637,60.200174,110.992498,59.72272,0.665236,55.936452,54.506018,-25.958508,17.002796,108.120875,102.627771,98.284015,1.295541,295.697352,3.639737,0.982977,0.049402,0.934416,30.328356,135.818895,60.881513,0.974574,29.226,301.220181,21.920929,30.328356,1.222029,1.219259,0.956508,0.849878,1.421585,0.117455,0.043673,0.124429,3.105585,173.324339,0.176123,1.421585,1.222029,1.219259,-0.010408,0.380274,112.806725
1002319,58228.72209,2018,4,20,17,19,48.12272,0.14664,299.647614,4.329451,108.08573,59.044541,107.960589,58.729238,0.485568,64.620238,63.340408,-31.11259,14.432099,106.633489,101.771146,134.438021,2.717052,255.204296,2.347979,3.282179,0.696153,0.997281,30.328652,136.864935,169.09245,5.946253,38.465443,302.810096,24.452926,30.328652,1.565174,1.61044,1.471383,0.949451,1.805565,4.215428,0.20167,0.010602,3.286299,16.282929,15.42819,1.805565,1.565174,1.61044,-0.036155,0.42357,8.505029
1002320,58228.72212,2018,4,20,17,19,51.23336,0.23088,286.886976,-8.643429,129.333082,58.908338,129.076725,58.560213,0.488698,64.269187,63.043299,-13.706312,26.214406,106.525962,98.748893,164.840626,3.514496,281.582508,4.792276,1.989207,0.590596,0.81439,30.328688,153.39577,240.67352,2.805562,36.135691,287.200137,13.790941,30.328688,0.095276,0.112125,0.005047,0.136946,0.247239,0.092411,0.017309,0.005512,0.314331,2.720538,0.19571,0.247239,0.095276,0.112125,0.228417,0.240519,-41.578398
1002321,58228.72266,2018,4,20,17,20,37.75568,0.312,279.624422,-34.161852,151.062793,76.233413,150.679352,75.260454,1.026761,52.23355,50.852894,-21.039701,21.579249,103.587406,99.607767,145.981467,4.260956,335.243752,4.564478,0.843961,0.704772,0.249161,210.329213,149.687263,144.989031,0.775324,26.591236,278.101567,-10.995191,30.329213,0.347047,0.323443,0.194448,0.225482,0.795359,0.034772,0.018613,0.024025,1.54,6.373345,0.047971,0.795359,0.347047,0.323443,0.386413,-0.192526,-52.551358
1002322,58228.72288,2018,4,20,17,20,57.15896,0.22464,291.011865,-15.77582,131.228584,66.79268,130.97068,66.286011,0.61673,61.817991,60.541548,-28.732194,14.420696,107.185294,101.667954,125.897712,2.806444,314.509492,4.235993,1.209095,0.350868,0.784862,30.329433,167.57932,260.939828,1.329507,31.9551,290.30883,6.192096,30.329433,0.259659,0.299771,0.012834,0.356973,0.852055,0.098651,0.0309,0.033865,0.778808,18.589868,0.163301,0.852055,0.259659,0.299771,0.178539,0.108125,-58.792704
1002323,58228.72329,2018,4,20,17,21,32.13104,0.22776,291.98285,-2.701156,120.582939,57.666975,120.374424,57.352028,0.476288,64.311378,63.060792,-23.31987,23.453637,105.406601,97.587023,129.722665,2.691312,293.992289,4.231922,2.160645,0.55754,0.955999,30.329828,145.25457,210.174296,3.17596,36.616847,293.291015,18.976083,30.329828,0.259828,0.260735,0.146941,0.234566,0.400506,0.185824,0.036683,0.005334,0.617616,4.241771,0.411201,0.400506,0.259828,0.260735,0.122069,0.329844,-23.712518
1002324,58228.72343,2018,4,20,17,21,43.91528,0.18408,289.286859,-6.662896,126.128081,58.662571,125.846778,58.16219,0.674713,54.687488,53.276492,-38.728952,9.033804,101.27538,95.839414,114.579185,2.68267,319.359185,2.358755,0.850294,0.370907,0.534914,30.329961,145.794472,316.745097,0.784068,26.736469,289.899395,15.451701,30.329961,1.536927,1.508513,1.457893,0.849991,1.348182,0.071113,0.074746,0.102381,3.633566,27.459633,0.098839,1.348182,1.536927,1.508513,0.181431,0.269159,-80.180999
1002325,58228.72359,2018,4,20,17,21,57.91784,0.21528,327.443648,46.670364,51.379743,60.449128,51.840868,58.922107,1.785834,34.515465,32.405693,-23.464981,19.324665,100.351046,96.562413,196.265686,0.649512,226.616469,4.306812,1.966002,0.621654,0.743829,30.330119,54.571627,108.820897,2.756614,36.063542,355.110772,54.515689,30.330119,3.564625,2.837006,2.741238,1.476742,1.358225,0.737936,0.114264,0.05709,3.841988,24.900941,1.649324,1.358225,3.564625,2.837006,-0.61076,0.93528,45.146326
1002326,58228.72364,2018,4,20,17,22,2.2484,0.2184,301.963242,-7.155931,116.581492,67.844833,116.392963,67.237749,0.743057,56.995546,55.577937,-33.705904,12.527528,102.507081,97.56048,96.357616,3.273249,315.073535,3.667449,0.888954,0.161064,0.745775,30.330168,153.468483,30.912545,0.838144,27.563112,302.582124,12.739327,30.330168,0.80553,0.784241,0.429105,0.668598,1.595221,0.088871,0.094201,0.154115,2.291502,61.163462,0.126455,1.595221,0.80553,0.784241,-0.034158,0.221893,117.806136
1002327,58228.7237,2018,4,20,17,22,7.30592,0.22152,312.993136,4.178296,99.687038,69.297906,99.620958,68.762165,0.666263,60.990804,59.610377,-27.009287,19.814628,104.930688,99.961629,107.649473,3.226962,272.616203,3.870096,1.888763,0.615878,0.725515,30.330226,138.196065,105.716006,2.595769,35.809548,316.725194,20.915856,30.330226,0.683241,0.764165,0.740855,0.314443,0.867213,0.335097,0.059923,0.033864,1.799698,11.941343,0.701326,0.867213,0.683241,0.764165,-0.267282,0.363901,46.361443
1002328,58228.72529,2018,4,20,17,24,25.23488,0.21528,301.675369,-11.218994,120.403857,69.979844,120.228509,69.540345,0.538732,68.149538,66.921664,-25.638374,19.6034,103.041603,97.744312,96.857157,3.85167,320.842201,4.564211,2.864483,0.650197,1.002004,30.331784,164.278446,173.269578,4.848076,37.95518,301.416144,8.830636,30.331784,0.370756,0.365777,0.262099,0.252846,0.803861,0.64341,0.074583,0.001556,0.744813,4.250778,1.670972,0.803861,0.370756,0.365777,-0.014297,0.153973,5.341489
1002329,58228.72563,2018,4,20,17,24,54.54104,0.29328,281.721119,0.06743,128.511487,48.1119,128.100014,47.592613,0.778735,45.489155,43.881799,-27.883456,19.255913,101.826462,93.256345,143.599234,2.775318,293.054359,3.120773,0.70925,0.628941,0.263174,30.332116,117.416941,335.723537,0.597308,22.573907,282.74845,22.987165,30.332116,0.227518,0.253565,0.092137,0.259572,0.221429,0.008039,0.009121,0.009425,0.892321,2.074178,0.010156,0.221429,0.227518,0.253565,0.292216,0.399671,-63.322659
1002330,58228.72634,2018,4,20,17,25,55.56824,0.1872,284.133684,-9.083613,133.570091,56.620289,133.27365,56.265123,0.500486,62.029083,60.789953,-34.202164,12.307198,107.161063,101.058055,133.312319,1.852039,313.210634,3.487454,1.581763,0.559774,0.696333,30.332805,152.166867,261.679416,1.989354,34.527341,284.36703,13.651238,30.332805,1.668797,1.664446,1.390365,1.154697,1.89227,0.508668,0.114879,0.085056,3.739531,31.696735,1.005027,1.89227,1.668797,1.664446,0.276902,0.238284,-50.468056
1002331,58228.72704,2018,4,20,17,26,56.07752,0.2184,258.015138,-14.535205,165.640502,50.564403,165.123813,50.059296,0.571428,54.302142,53.07816,-13.688912,22.922071,105.689625,98.409013,218.76163,3.413474,301.288339,4.271871,2.210531,0.960713,0.086844,30.333489,140.324308,329.824321,3.286585,36.741741,258.276157,8.415323,30.333489,0.575465,0.604035,0.59046,0.498089,0.560998,0.337254,0.004704,0.012005,3.265111,4.977977,0.760504,0.560998,0.575465,0.604035,0.728325,0.14926,-33.654065
1002332,58228.72727,2018,4,20,17,27,15.73352,0.30576,263.249187,4.569949,149.405678,33.943534,148.381873,33.262992,0.963319,33.995418,32.012739,-37.825161,9.8388,96.953248,88.263313,184.967991,2.0798,291.23772,2.254343,0.740843,0.755381,0.181225,30.333711,63.979132,334.780666,0.637661,23.713911,262.385809,27.82862,30.333711,0.721967,0.758766,0.918835,0.560454,0.219797,0.014556,0.011673,0.010128,1.402787,2.518769,0.018799,0.219797,0.721967,0.758766,0.604222,0.487268,-51.737736
1002333,58228.72775,2018,4,20,17,27,57.79112,0.21528,297.576841,-1.442887,116.29834,59.666882,116.116503,59.310433,0.518951,62.903343,61.612735,-32.395775,13.141181,106.48667,99.722109,134.675881,2.630225,283.470494,4.075403,1.687466,0.404797,1.004384,30.334186,144.594121,182.814529,2.19206,35.026998,299.349421,19.228563,30.334186,1.047512,1.04783,0.814019,0.744472,1.37723,0.401273,0.132689,0.002124,2.341838,15.621445,0.802956,1.37723,1.047512,1.04783,0.020808,0.334041,-2.425744
1002334,58228.72777,2018,4,20,17,27,59.51336,0.15912,291.874468,28.351618,86.863569,38.557035,86.910707,38.174967,0.827641,39.216694,37.36386,-27.119745,18.389176,103.516676,98.779549,108.227659,2.009858,195.832957,0.808616,0.96389,0.045789,0.919754,30.334206,79.318196,21.296581,0.946326,28.921855,300.33003,49.511097,30.334206,4.05188,3.535694,4.300373,2.629754,1.524045,0.188934,0.106891,0.187088,5.482255,30.860727,0.284044,1.524045,4.05188,3.535694,0.003287,0.837499,150.488384
1002335,58228.72804,2018,4,20,17,28,23.04128,0.17472,293.829486,-2.498354,120.30844,57.612309,120.078992,57.206795,0.585495,58.046951,56.688678,-32.247537,14.55164,102.906687,97.512892,118.080768,1.438112,300.965308,3.455683,1.062827,0.150113,0.903282,30.334472,142.395693,256.91574,1.095705,30.35178,295.249973,18.874257,30.334472,0.962269,0.96431,0.50433,0.893344,1.379467,0.132606,0.053672,0.075692,2.596707,74.206765,0.206848,1.379467,0.962269,0.96431,0.089415,0.328014,-67.409334
1002336,58228.72836,2018,4,20,17,28,50.26952,0.17784,292.085917,-12.471475,129.625782,63.698192,129.373944,63.259589,0.562375,62.842195,61.582884,-26.846595,18.356126,107.078119,102.368118,137.799483,1.967814,304.280309,3.393428,1.35718,0.358165,0.871086,30.334779,161.908381,240.290924,1.581089,33.171101,291.840336,9.306734,30.334779,0.738885,0.811274,0.206623,0.857478,1.894953,0.307453,0.111354,0.056211,2.075811,37.751148,0.55092,1.894953,0.738885,0.811274,0.151209,0.162372,-47.152305
1002337,58228.72838,2018,4,20,17,28,51.94184,0.2496,308.510123,10.959454,97.426128,60.394437,97.353681,59.666286,0.9676,46.626891,44.94519,-29.97402,16.463386,104.527315,98.486146,85.603718,2.092274,284.405458,3.673771,0.792208,0.463956,0.424658,30.334798,111.882945,34.741379,0.705113,25.28153,314.171733,28.68432,30.334798,1.097276,1.166228,1.105088,0.59854,0.825084,0.044469,0.038746,0.054586,3.005414,13.53108,0.059497,0.825084,1.097276,1.166228,-0.214403,0.49625,74.143069
1002338,58228.72859,2018,4,20,17,29,10.3592,0.19344,296.870152,-3.76549,119.046721,60.526025,118.85453,60.17533,0.501124,64.566033,63.305846,-29.503944,13.917899,102.032128,96.021712,82.052908,3.435516,331.229382,4.085549,1.96668,0.491057,1.000928,30.335007,148.915094,188.698127,2.75804,36.065593,298.152073,17.084136,30.335007,0.694681,0.678041,0.087073,0.857598,1.716214,0.683389,0.157561,0.003473,1.935815,9.263977,1.512909,1.716214,0.694681,0.678041,0.041184,0.297089,-7.255683
1002339,58228.72879,2018,4,20,17,29,27.68768,0.2184,302.430057,-7.904733,118.19452,67.332882,117.999169,66.764979,0.701595,58.32608,56.940657,-33.52617,11.438122,108.835063,104.009837,118.123246,2.020277,297.951246,4.259507,0.951881,0.117418,0.840113,30.335203,155.715351,55.996477,0.928697,28.72257,302.878283,11.907965,30.335203,1.072288,1.08797,1.048615,0.511469,1.173467,0.084529,0.061819,0.115593,2.395436,79.221619,0.124299,1.173467,1.072288,1.08797,-0.039207,0.207476,105.8094
1002340,58228.72881,2018,4,20,17,29,29.53784,0.30264,315.19974,39.794391,63.157481,52.955848,63.429503,52.358335,0.861801,45.721601,44.069984,-29.689957,18.49699,97.480742,89.245344,53.992267,2.954654,251.577218,3.731916,4.978646,0.833762,0.827642,30.335223,76.833123,127.759159,11.108792,39.631985,336.049463,53.376113,30.335223,0.999641,0.831604,0.854321,0.552252,0.552352,2.055386,0.057296,0.015497,1.246292,6.988918,7.34082,0.552352,0.999641,0.831604,-0.410271,0.906347,33.722015
1002341,58228.72888,2018,4,20,17,29,35.54696,0.18096,280.868718,-11.568058,139.327813,56.287145,138.972364,55.846486,0.584158,57.23027,55.929902,-13.60952,21.903038,109.354309,103.50083,83.31522,3.828917,13.166639,4.115722,1.068724,0.585951,0.442504,30.335291,153.263946,300.969151,1.104837,30.426735,280.86449,11.459922,30.335291,0.252735,0.286611,0.155091,0.245889,0.361362,0.035323,0.006283,0.015325,0.802417,5.052127,0.05481,0.361362,0.252735,0.286611,0.33875,0.200414,-56.875983
1002342,58228.72901,2018,4,20,17,29,46.22672,0.19968,268.954065,-30.99392,160.198445,68.925224,159.822931,68.289868,0.682809,59.816276,58.651377,-29.850597,14.437981,105.22581,100.639267,191.885585,2.937119,316.289947,4.073633,2.16859,0.868514,0.28514,210.335412,158.988635,122.740453,3.193495,36.637068,269.095552,-7.560292,30.335412,0.995289,0.78866,0.757259,0.546737,1.418526,0.719252,0.032708,0.044311,3.027477,13.288944,1.665037,1.418526,0.995289,0.78866,0.544404,-0.13311,-41.181741
1002343,58228.72903,2018,4,20,17,29,48.52928,0.312,272.560986,-2.859121,142.614097,44.531868,142.210139,44.315784,0.371603,62.652317,61.494912,-2.002419,25.479053,120.017007,105.99689,187.061713,3.50392,291.121398,5.414861,6.384523,0.912945,0.555803,30.335438,134.755043,266.344242,16.132166,40.118702,272.731809,20.553511,30.335438,0.060172,0.081556,0.032393,0.079107,0.083352,0.42517,0.005574,0.002334,0.20987,0.864056,1.614649,0.083352,0.060172,0.081556,0.461509,0.359366,-40.9802
1002344,58228.7296,2018,4,20,17,30,37.62872,0.22464,289.518543,-5.273713,126.803627,56.300447,126.547199,55.971544,0.489128,62.555659,61.301376,-25.506759,20.00563,106.99084,99.123843,141.892296,2.080306,299.107512,4.580871,1.608651,0.456108,0.874933,30.335993,147.841321,234.015338,2.040295,34.661327,290.335888,16.795986,30.335993,0.257739,0.249654,0.268351,0.129563,0.202653,0.049647,0.017773,0.009317,0.480676,4.676498,0.094502,0.202653,0.257739,0.249654,0.17322,0.292385,-40.911766
1002345,58228.7299,2018,4,20,17,31,2.9132,0.19656,294.287397,-6.488091,123.734989,60.322618,123.510148,59.951113,0.518768,63.298226,62.033951,-25.055671,19.578277,108.003893,101.854664,159.539182,2.660974,280.074072,4.171545,1.557781,0.3807,0.964734,30.336278,152.117535,211.172131,1.944284,34.403368,295.0134,14.864883,30.336278,0.762524,0.761616,0.618885,0.512227,0.971876,0.219778,0.082731,0.01816,1.635679,17.716985,0.415645,0.971876,0.762524,0.761616,0.094978,0.258797,-26.21418
1002346,58228.73003,2018,4,20,17,31,14.6288,0.28392,238.187287,-19.917292,190.849625,55.509833,190.152353,54.179758,1.267369,38.535459,36.959374,-29.593977,14.807484,100.271903,94.014724,229.657024,2.200072,347.473264,3.873206,1.395668,0.947201,0.073689,30.336411,0.98866,334.819158,1.648819,33.438787,240.289349,0.298753,30.336411,1.167747,0.922577,1.18866,0.7153,0.656944,0.142159,0.008575,0.012442,1.455575,175.891614,0.253313,0.656944,1.167747,0.922577,1.040427,0.00538,-35.057135
1002347,58228.73159,2018,4,20,17,33,29.51264,0.15912,291.556408,-9.327561,128.758825,60.222004,128.479282,59.742913,0.632181,57.388352,56.036444,-12.09553,34.362498,93.460554,88.796049,148.005908,3.915559,258.095279,1.788036,0.931097,0.279235,0.671102,30.337936,153.65914,301.415316,0.898447,28.361996,291.799012,12.493085,30.337936,0.105819,0.117889,0.026913,0.12752,0.226454,0.014442,0.006573,0.014199,0.354945,6.372291,0.020907,0.226454,0.105819,0.117889,0.150773,0.217774,-83.051788
1002348,58228.73192,2018,4,20,17,33,57.836,0.30576,242.733815,-8.472807,188.08866,43.653397,187.167361,42.432355,1.159051,35.298981,33.539895,-23.026835,21.794209,93.016056,85.181839,232.998835,2.907899,325.791288,3.444597,1.095057,0.887691,0.122985,30.338256,30.424899,330.022414,1.145922,30.749476,242.359422,12.386343,30.338256,0.36812,0.49865,0.453002,0.438822,0.244676,0.028808,0.005941,0.00693,1.653975,1.846564,0.045238,0.244676,0.36812,0.49865,0.987529,0.222811,-39.562378
1002349,58228.73205,2018,4,20,17,34,9.47672,0.21216,293.476758,-7.567257,125.917052,60.042453,125.654753,59.575894,0.62626,57.510267,56.15261,-36.819367,7.628158,105.534735,99.692496,105.325005,2.489286,320.961914,3.470273,0.942424,0.203343,0.750789,30.338387,151.151473,299.717001,0.914892,28.561013,294.009079,13.934494,30.338387,1.060279,1.106053,0.499142,1.03872,1.80688,0.12342,0.057011,0.132125,3.092483,68.412694,0.181535,1.80688,1.060279,1.106053,0.112415,0.242704,-90.928698
1002350,58228.73213,2018,4,20,17,34,15.59504,0.09984,281.276743,-5.180415,135.647663,50.572322,135.322774,50.308914,0.420674,63.392786,62.199709,-30.76238,10.353838,95.855256,91.965168,79.978771,3.463249,28.736164,3.101911,2.536726,0.719002,0.712814,30.338456,144.377951,252.220153,4.040269,37.429953,281.802333,17.795719,30.338456,1.24999,1.390287,0.846612,1.199671,1.66651,1.498838,0.121331,0.051389,3.288821,20.00971,4.022928,1.66651,1.24999,1.390287,0.315773,0.310366,-43.08233
1002351,58228.73282,2018,4,20,17,35,15.76112,0.29952,272.255417,30.695424,95.245609,20.190728,95.055976,20.178313,0.685591,30.914397,28.7104,-24.775558,19.126625,103.167066,94.522836,38.246464,2.350743,351.413278,2.208972,0.932633,0.262583,0.687739,30.339136,57.835407,301.13326,0.900671,28.389335,273.308983,54.106434,30.339136,1.144642,0.875844,1.826066,0.787027,0.159077,0.03088,0.014936,0.031988,0.799948,14.346393,0.044759,0.159077,1.144642,0.875844,0.312236,0.914416,-84.752182
1002352,58228.73314,2018,4,20,17,35,43.19528,0.21528,307.481794,-20.148576,125.00546,78.245763,124.813926,77.670156,0.634229,67.667555,66.43599,-16.21693,27.480349,103.224003,100.15713,126.527215,4.263051,302.767113,3.677137,2.352103,0.586654,0.972233,210.339446,177.948902,335.854578,3.607318,37.065406,304.846604,-1.130436,30.339446,0.128305,0.121702,0.064594,0.096487,0.5298,0.258058,0.044435,0.003387,0.24159,3.654257,0.597108,0.5298,0.128305,0.121702,-0.074152,-0.019732,19.060905
1002353,58228.73419,2018,4,20,17,37,13.63472,0.32136,246.072264,20.241396,191.46803,14.869121,189.011753,14.391441,0.371909,35.63046,33.871667,-34.710833,12.426385,97.188023,86.589257,114.700185,1.143323,48.71159,1.941391,1.816652,0.706178,0.533773,30.340468,52.441362,277.61505,2.448543,35.550914,239.62456,41.188395,30.340468,2.592548,2.22073,8.620585,1.908372,0.316384,0.41362,0.044831,0.051524,2.63979,18.287911,0.851592,0.316384,2.592548,2.22073,0.841105,0.725343,-48.219884
1002354,58228.73504,2018,4,20,17,38,27.77528,0.18408,296.816654,-8.086184,124.436491,61.938807,124.203129,61.509536,0.573474,61.176942,59.876283,-27.408842,12.54576,112.544009,107.317113,92.23519,1.528095,316.32015,4.053314,1.184937,0.172715,0.980281,30.341306,155.090586,213.410919,1.289861,31.722512,297.266032,12.848699,30.341306,1.077734,1.073686,0.85354,0.72167,1.407346,0.16876,0.10893,0.035906,2.390011,59.533352,0.278588,1.407346,1.077734,1.073686,0.057112,0.223813,-30.891705
1002355,58228.73515,2018,4,20,17,38,36.9824,0.19032,275.206093,-9.640516,146.503087,50.692181,146.116473,50.380378,0.43872,62.105842,60.936472,-26.961562,15.054446,100.417715,93.125389,187.823016,3.70982,279.511887,3.666973,2.448302,0.794537,0.503036,30.34141,148.988639,277.342141,3.830871,37.262617,275.283114,13.70098,30.34141,0.580408,0.694394,0.426557,0.591189,0.777968,0.538863,0.038227,0.026706,1.76552,9.238719,1.293174,0.777968,0.580408,0.694394,0.431499,0.239999,-44.992471
1002356,58228.73571,2018,4,20,17,39,25.65752,0.13728,271.070938,-3.634161,148.106134,43.393931,147.645364,43.139446,0.398872,59.736635,58.550909,-14.086571,32.476623,94.710348,88.699956,148.818942,4.655096,152.079277,1.32097,2.769344,0.833668,0.460632,30.34196,132.957398,281.018472,4.60856,37.816094,271.135938,19.798528,30.34196,0.210579,0.433027,0.002149,0.468892,0.478364,0.42073,0.019805,0.013433,1.321039,5.228285,1.06182,0.478364,0.210579,0.433027,0.489712,0.346604,-43.729644
