Event_Number,MJD,Begining_time_of_the_event_YYYY,MM,DD,hh,mm,ss.ssssss,Duratin[s],Radiant(Right_Ascension),Radiant(Declination),Radiant(Azimuth),Radiant(Zenith),Radiant(Azimuth)_uncorrected,Radiant(Zenith)_uncorrected,Zenith_angle_correction,Initial_velocity(observed)[km/s],Initial_velocity(geocentric)[km/s],RCS[dBsm]at_max_SNR,SNR_max[dB],Beginning_height[km],End height [km],Azimuth of meteor start point,Zenith of meteor start point,Azimuth of meteor end point,Zenith of meteor end point,Semimajor_axis_(AU),Eccentricity,Perihelion_dist_(AU),Lon_of_asc_node_(deg),Inclination_(deg),Argument_of_periapsis_(deg),Period [yr],Heliocentric velocity [km/s],Radiant (ecliptic longitude),Radiant (ecliptic latitude),Solar longitude,RA error,dec error,az error,ze error,velocity error,a error,e error,q error,i error,omega error,P error,heliocentric velocity error,radiant (ecliptic longitude),radiant (ecliptic latitude),Hammer X,Hammer Y,Time from perihelion [days]
1000001,58226.5422,2018,4,18,13,0,46.42656,0.19656,227.299853,-18.721579,130.436655,71.303179,130.001901,69.376814,2.09804,35.25528,33.16899,-34.814861,11.072148,100.350398,98.247332,158.132578,1.964663,283.16973,2.10206,1.646495,0.889412,0.182083,208.1988,1.937756,137.656773,2.112713,34.877839,230.030499,-1.011417,28.1988,0.86141,0.875279,0.388338,0.658615,1.132037,0.254528,0.017867,0.018597,1.412605,3.599612,0.496099,1.132037,0.86141,0.875279,1.176469,-0.018482,-38.985049
1000002,58226.54259,2018,4,18,13,1,19.72008,0.468,204.174257,-21.00457,151.823442,61.191105,150.921623,58.058579,3.353937,25.548616,22.833362,-28.130437,17.800487,101.451498,95.361755,143.78596,2.200198,335.351338,3.768318,2.108645,0.732542,0.563974,208.199177,7.952579,92.105239,3.062001,36.516113,210.081082,-10.184242,28.199177,0.341299,0.336671,0.266079,0.203222,0.144533,0.076727,0.008564,0.005453,0.274285,1.459659,0.167231,0.144533,0.341299,0.336671,1.485698,-0.1915,-46.636609
1000003,58226.54367,2018,4,18,13,2,53.43864,0.30576,267.5335,22.233886,71.827919,76.946567,72.025079,74.838484,2.261798,35.767708,33.62611,-31.191864,16.096995,96.845012,93.986106,92.076233,3.185398,233.992151,3.635024,0.932951,0.419523,0.541556,28.200237,68.261731,303.969723,0.901131,28.430631,266.733592,45.642838,28.200237,1.081405,1.08643,0.924505,0.446167,1.018725,0.057892,0.019483,0.050238,2.223894,16.844102,0.084109,1.018725,1.081405,1.08643,0.417944,0.781864,-70.256021
1000004,58226.54441,2018,4,18,13,3,57.13656,0.35568,226.505531,-12.42883,127.175884,65.578991,126.636986,62.803474,3.069331,27.884991,25.27463,-28.620133,20.622459,89.932182,85.738378,109.53767,2.61938,321.319845,3.193905,1.168159,0.742063,0.301311,28.200958,5.717569,310.026927,1.262562,31.59013,227.580371,4.835993,28.200958,0.238088,0.260438,0.01593,0.259739,0.242603,0.023624,0.006092,0.00592,0.277583,1.066583,0.038309,0.242603,0.238088,0.260438,1.21406,0.088562,-47.83705
1000005,58226.54445,2018,4,18,13,4,0.64968,0.21216,211.369049,-10.515835,139.401254,54.993283,138.640587,52.813732,2.498572,27.774381,25.235212,-25.663902,21.435048,96.656947,93.090939,176.634007,2.162663,267.99418,1.787835,2.303022,0.787569,0.489233,28.200997,1.891826,279.431648,3.495001,36.994517,212.855699,2.069682,28.200997,0.193812,0.247367,0.080699,0.211294,0.136485,0.078006,0.00651,0.004311,0.195178,1.033347,0.177678,0.136485,0.193812,0.247367,1.458832,0.038771,-45.279797
1000006,58226.54466,2018,4,18,13,4,18.3432,0.33696,220.031243,-18.859817,136.979054,66.570696,136.296821,63.3823,3.44853,26.545583,23.8485,-20.734003,25.591775,99.129636,95.156898,145.675719,3.081076,298.424488,1.705611,1.258934,0.707727,0.367953,208.201198,3.183531,121.922133,1.412553,32.437213,223.475916,-3.123702,28.201198,0.086677,0.112756,0.004152,0.101086,0.096228,0.010668,0.00255,0.002246,0.073377,0.406359,0.017955,0.096228,0.086677,0.112756,1.283986,-0.057583,-49.482402
1000007,58226.54776,2018,4,18,13,8,46.20768,0.30264,263.752577,46.873315,50.614038,61.602757,51.150379,59.456496,2.436521,30.006261,27.59822,-25.304725,14.410551,103.966011,99.385836,104.653258,2.733942,191.133363,3.572506,1.630484,0.412322,0.958199,28.20423,49.056451,212.508115,2.081972,34.80254,257.414284,70.037446,28.20423,2.173855,1.624379,1.502319,0.876916,0.755346,0.239523,0.077546,0.012747,1.642025,12.277162,0.463974,0.755346,2.173855,1.624379,0.294698,1.157068,-26.869004
1000008,58226.54864,2018,4,18,13,10,2.73504,0.20904,230.897461,-29.477236,136.766402,80.217609,136.324288,78.113484,2.19109,37.216816,35.250381,33.102697,49.540252,110.465662,110.107424,291.105859,12.211695,292.648336,12.970862,1.418208,0.905549,0.133952,208.205095,25.594995,145.445596,1.688923,33.623696,236.049673,-10.531873,28.205095,1.670415,1.375704,1.353608,0.627089,0.06609,0.109671,0.00635,0.016257,2.846901,5.780525,0.196522,0.06609,1.670415,1.375704,1.061942,-0.190532,-37.831039
1000009,58226.54871,2018,4,18,13,10,8.5944,0.29328,205.73275,-5.241267,143.752963,46.808341,142.701577,44.447776,2.753313,24.298068,21.427523,-26.365761,14.195653,97.817458,92.922102,107.879376,3.331059,48.823498,2.010856,2.311117,0.731403,0.620758,28.205162,3.538522,264.479681,3.513442,37.012502,205.767113,5.057337,28.205162,0.61824,0.783832,0.409121,0.614479,0.264643,0.183436,0.018852,0.010827,0.518077,2.998926,0.419618,0.264643,0.61824,0.783832,1.569237,0.09594,-45.566307
1000010,58226.54874,2018,4,18,13,10,10.91256,0.39312,271.027983,38.225517,56.744112,69.935497,57.197038,67.057937,3.129013,28.717782,26.157928,-26.274562,19.745592,94.666758,90.440763,49.129855,3.207728,245.860007,3.129943,1.031773,0.169969,0.856404,28.205188,51.17825,270.727269,1.048036,29.975041,271.701158,61.65636,28.205188,1.44849,1.170232,0.956656,0.590988,0.677052,0.058327,0.024737,0.042222,1.525337,35.437312,0.089065,0.677052,1.44849,1.170232,0.257068,1.029434,-75.831748
1000011,58226.55398,2018,4,18,13,17,43.93656,0.27768,217.073968,-16.789551,141.214074,61.457684,140.603655,59.664314,2.010947,32.826081,30.668376,-33.48722,9.30489,108.239599,103.938985,91.431162,1.663483,342.743686,3.486962,2.604582,0.871998,0.333391,208.210314,2.673647,115.722723,4.203462,37.58665,220.152756,-2.03282,28.210314,0.646603,0.669275,0.451412,0.457157,0.440984,0.339974,0.014661,0.012691,0.824256,2.861179,0.829947,0.440984,0.646603,0.669275,1.339795,-0.037684,-41.570805
1000012,58226.55429,2018,4,18,13,18,10.65624,0.33696,226.522881,-38.28544,146.460561,83.917612,146.14556,83.020213,0.924259,58.865619,57.59151,64.216356,73.644391,102.940148,102.01518,6.451803,5.992937,352.685943,8.700233,-0.920818,1.23223,0.213842,208.210616,74.900415,115.198125,,52.003308,234.919708,-19.993683,28.210616,0.513348,0.488651,0.147112,0.469163,0.462409,0.063534,0.01558,0.007272,1.816305,2.677321,,0.462409,0.513348,0.488651,1.04356,-0.360535,-29.177161
1000013,58226.55449,2018,4,18,13,18,28.17504,0.27144,224.603978,-21.496851,137.836497,69.258741,137.197844,66.244898,3.231479,28.051143,25.49631,-17.966679,24.915011,94.596222,91.496659,200.391223,2.305172,284.382744,3.919927,1.1488,0.748841,0.288531,208.210815,5.326652,131.631367,1.231307,31.388696,228.364459,-4.37893,28.210815,0.26799,0.310112,0.078472,0.244119,0.265851,0.023992,0.006385,0.005988,0.305414,0.956948,0.038583,0.265851,0.26799,0.310112,1.201822,-0.080134,-47.503538
1000014,58226.55477,2018,4,18,13,18,52.51104,0.43368,264.77052,63.613729,32.116782,55.97242,32.962184,53.578957,2.649565,27.232567,24.679921,-33.297541,12.739232,97.231855,90.389313,43.540122,2.681497,203.234164,3.128438,2.929316,0.657483,1.003342,28.21109,40.312733,183.61319,5.013597,38.080881,230.850765,86.321397,28.21109,2.982938,1.477585,1.558938,0.908326,0.569149,0.766486,0.083566,0.001236,1.335055,5.568469,2.028333,0.569149,2.982938,1.477585,0.098372,1.375121,-2.863281
1000015,58226.55812,2018,4,18,13,23,41.31384,0.30576,216.971143,-10.295667,138.595982,55.162067,137.801409,52.692237,2.81321,26.296699,23.607237,-33.92545,11.183009,93.3122,88.431711,87.39813,2.864508,4.45049,3.202077,1.528596,0.710214,0.442965,28.214358,3.759859,290.227358,1.889902,34.282424,217.993163,4.092752,28.214358,0.340868,0.367354,0.246344,0.250567,0.151896,0.039489,0.005758,0.006132,0.343474,1.550245,0.07326,0.151896,0.340868,0.367354,1.373181,0.076033,-48.864484
1000016,58226.55932,2018,4,18,13,25,25.14744,0.43056,189.020729,0.9183,170.919176,34.267531,168.293807,30.025171,4.451822,16.686896,12.405785,-34.814861,9.642154,101.155917,94.914469,279.423008,0.864249,329.231226,2.628141,1.849497,0.534096,0.861688,28.215533,1.614,233.663248,2.515245,35.707405,187.924801,4.419517,28.215533,1.631177,2.288498,2.329535,1.633636,0.284866,0.172805,0.038824,0.014558,0.949585,6.048177,0.353831,0.284866,1.631177,2.288498,1.850939,0.086982,-39.100718
1000017,58226.56032,2018,4,18,13,26,51.6276,0.22464,237.493894,-2.953869,115.652722,62.525635,115.392498,61.50797,1.247067,41.998201,40.186155,-33.5164,11.595851,104.587014,100.263436,149.944486,2.567495,263.891229,2.909171,2.49801,0.935529,0.16105,28.216512,44.546103,317.483989,3.948128,37.394594,235.918773,16.720358,28.216512,1.120681,1.155331,1.136564,0.533966,0.724539,0.551889,0.013657,0.014205,3.69103,4.396297,1.338651,0.724539,1.120681,1.155331,1.042945,0.301701,-36.230925
1000018,58226.56037,2018,4,18,13,26,56.15472,0.23712,228.065602,-23.01549,137.744439,71.213781,137.298135,69.661741,1.687161,39.150389,37.287566,-32.898826,13.840328,105.624784,102.563296,139.933639,2.159329,315.067376,2.631748,2.200524,0.938839,0.134587,208.216563,12.334895,142.031411,3.264292,36.753274,231.874059,-4.956178,28.216563,0.843391,0.823054,0.517589,0.53878,1.043029,0.48207,0.013161,0.0154,2.335499,3.773954,1.097368,1.043029,0.843391,0.823054,1.142788,-0.090259,-35.632715
1000019,58226.56138,2018,4,18,13,28,23.36184,0.29952,235.250747,34.447538,75.484911,41.153239,75.772978,40.111333,1.600424,29.51057,27.079986,-32.724587,15.075819,95.67595,88.909058,105.428808,1.311417,239.956949,2.564729,2.447252,0.681603,0.779197,28.217549,39.188886,243.427234,3.828405,37.2969,220.162949,52.043831,28.217549,2.494327,2.182403,2.70482,1.479349,0.65131,0.664205,0.067453,0.030332,2.04563,13.588107,1.611709,0.65131,2.494327,2.182403,0.90388,0.917538,-40.841989
1000020,58226.56234,2018,4,18,13,29,45.8952,0.31512,247.882775,-19.013981,121.407582,80.350803,120.995014,76.725974,3.779949,28.62354,26.029554,-33.585259,15.299747,92.712446,90.344938,109.12282,2.487266,310.945318,3.027726,0.718496,0.862077,0.099097,28.218483,5.8255,341.230783,0.609027,22.960223,249.120947,2.834289,28.218483,0.73374,0.673973,0.213128,0.454809,0.924004,0.016284,0.018426,0.012733,1.675629,1.792302,0.020721,0.924004,0.73374,0.673973,0.854021,0.050618,-45.499972
1000021,58226.56276,2018,4,18,13,30,22.04976,0.19968,234.831548,66.013039,27.340137,42.434043,28.692864,39.867138,2.908836,22.506221,19.43208,-33.279021,9.03822,82.826612,79.638561,86.469511,2.986002,125.766134,2.651943,2.830126,0.64795,0.996346,28.218893,29.902713,191.400798,4.761114,37.94246,165.976111,76.03396,28.218893,11.345976,4.901143,5.63136,3.001316,1.035718,2.08649,0.18286,0.009595,2.909425,13.743797,6.153685,1.035718,11.345976,4.901143,0.596461,1.310218,-9.008103
1000022,58226.56303,2018,4,18,13,30,45.46536,0.3432,298.866305,48.372034,38.495584,77.941542,39.171275,73.819547,4.268184,26.381024,23.668398,-26.332036,20.283083,90.328247,87.906064,4.617238,3.242025,252.370003,3.454279,1.081862,0.164711,0.903667,28.219158,45.790569,107.007001,1.125273,30.62544,323.597917,66.518932,28.219158,1.050685,0.700237,0.570011,0.260246,0.417282,0.037606,0.016397,0.015107,0.976144,19.257247,0.058721,0.417282,1.050685,0.700237,-0.207946,1.100618,63.532489
1000023,58226.56324,2018,4,18,13,31,3.8172,0.3276,221.774427,-11.649049,136.642728,57.91173,136.083626,56.473089,1.685247,34.594336,32.528636,1.599859,44.372592,102.749501,96.47501,91.672962,2.854702,347.685092,4.057356,2.639714,0.893398,0.2814,28.219365,6.436381,301.695279,4.288794,37.646173,222.909103,4.258583,28.219365,0.029352,0.03146,0.019567,0.023466,0.021159,0.016758,5.94E-04,5.84E-04,0.048482,0.133864,0.040844,0.021159,0.029352,0.03146,1.29239,0.078508,-40.087073
1000024,58226.56324,2018,4,18,13,31,4.25088,0.09984,221.831871,-10.039027,135.480346,56.631474,134.89774,55.098995,1.805066,33.057663,30.897125,-3.129645,27.90919,94.4497,92.500277,337.765498,5.797999,332.608383,7.546901,2.218758,0.862052,0.306073,28.219371,8.071222,300.107368,3.30495,36.797842,222.48208,5.812424,28.219371,0.186714,0.250318,0.015644,0.265576,0.187266,0.095269,0.005094,0.005181,0.285071,1.146803,0.213069,0.187266,0.186714,0.250318,1.296977,0.107221,-41.656791
1000025,58226.56386,2018,4,18,13,31,57.61536,0.234,197.01266,-38.834269,170.765971,74.445863,169.635527,68.038013,6.471104,20.855161,17.57375,-32.020404,13.591436,91.96175,89.944762,212.603102,1.922442,312.920734,2.241142,1.38992,0.508673,0.682905,208.219974,16.515085,87.06604,1.638645,33.43541,211.614947,-28.99193,28.219974,3.317396,3.179627,2.263348,1.58562,1.406435,0.26072,0.079076,0.044523,2.218516,15.287015,0.470328,1.406435,3.317396,3.179627,1.330072,-0.536064,-54.045384
1000026,58226.56405,2018,4,18,13,32,14.2668,0.26832,253.888703,-17.389273,116.777963,83.145264,116.472533,80.28327,2.965769,32.981259,30.692195,-30.91515,16.082939,95.372243,93.878606,137.00962,2.721431,275.938051,2.763676,0.696203,0.945591,0.03788,28.220163,20.267223,348.499114,0.580904,22.091005,254.578906,5.189374,28.220163,0.613748,0.512952,0.027876,0.435495,1.505904,0.023989,0.016581,0.010787,4.866025,2.443588,0.030075,1.505904,0.613748,0.512952,0.759145,0.09222,-41.258515
1000027,58226.5647,2018,4,18,13,33,10.30824,0.38688,275.640253,26.929083,67.483526,74.825521,67.774863,71.948769,3.086924,30.181018,27.696371,-14.627099,32.138828,94.46986,90.779461,48.857698,3.453129,265.644202,3.794008,0.801955,0.330631,0.536804,28.220797,58.5427,330.813881,0.718167,25.582027,277.869967,50.212037,28.220797,0.328595,0.297681,0.232059,0.142787,0.232195,0.008419,0.00993,0.013601,0.583205,2.874148,0.01131,0.232195,0.328595,0.297681,0.253637,0.851267,-92.852298
1000028,58226.56476,2018,4,18,13,33,14.7948,0.3432,249.98148,38.841664,65.439367,50.380737,65.799516,49.216762,1.560666,33.282618,31.091397,-29.817157,15.858193,95.921354,88.609592,100.557907,2.733434,216.991745,3.500864,2.365686,0.642823,0.844968,28.220847,50.768346,233.494513,3.638612,37.130517,237.714114,60.054746,28.220847,1.198741,1.019991,1.091675,0.649292,0.426718,0.347488,0.045606,0.013118,0.942142,7.257136,0.810158,0.426718,1.198741,1.019991,0.597045,1.024517,-37.080908
1000029,58226.56599,2018,4,18,13,35,1.83888,0.30576,219.796051,-25.691314,147.683664,68.334129,147.065128,66.237535,2.244105,33.117394,30.999721,-32.139588,13.291652,112.115868,108.252786,124.68044,2.100041,343.465211,2.936348,1.851674,0.84826,0.280974,208.222059,14.200651,124.694254,2.519688,35.715115,225.380311,-9.691743,28.222059,0.709221,0.57952,0.575318,0.290736,0.380777,0.146078,0.00925,0.011828,0.969166,2.763077,0.299151,0.380777,0.709221,0.57952,1.240381,-0.177883,-41.990399
1000030,58226.5663,2018,4,18,13,35,28.32456,0.34632,245.034022,22.082919,87.647778,52.323921,87.677345,51.328593,1.380721,36.088985,34.021131,-32.636035,14.799534,99.698104,92.051601,106.013567,2.61292,252.791007,3.475315,1.881715,0.701311,0.562048,28.222358,53.159197,273.901767,2.581255,35.821012,237.805686,42.769773,28.222358,0.715999,0.685245,0.655176,0.431589,0.340356,0.13803,0.020062,0.015451,1.02002,5.678266,0.284817,0.340356,0.715999,0.685245,0.820531,0.751357,-47.947461
1000031,58226.56894,2018,4,18,13,39,16.43088,0.30576,212.867732,-1.080424,141.027626,43.114514,139.950401,41.044385,2.509623,24.347915,21.480873,-43.098039,6.686155,89.235051,83.442691,132.025633,2.054408,336.333197,1.076425,1.783583,0.679604,0.571453,28.224939,8.478946,273.724016,2.381989,35.460543,211.037608,11.450134,28.224939,0.952702,0.979066,0.975384,0.629876,0.23452,0.117909,0.016302,0.013593,0.799543,4.151148,0.236724,0.23452,0.952702,0.979066,1.465936,0.21477,-48.7243
1000032,58226.57075,2018,4,18,13,41,52.42152,0.2964,210.023375,7.007209,138.923975,34.403745,137.745338,33.163438,1.718981,25.939551,23.285897,-33.33482,14.36445,100.12948,93.484023,125.796224,2.312318,33.289286,0.528226,3.074215,0.79226,0.638637,28.226705,13.188842,259.830149,5.390156,38.265793,205.349446,18.026276,28.226705,0.311315,0.387026,0.200721,0.35148,0.105153,0.160685,0.009642,0.005426,0.238049,1.608701,0.423126,0.105153,0.311315,0.387026,1.518804,0.340291,-43.085891
1000033,58226.57136,2018,4,18,13,42,45.37728,0.30576,285.250466,37.345264,54.98107,74.484523,55.274792,73.224364,1.376422,44.625995,42.908069,-28.774565,19.111421,99.15183,95.218344,62.018939,3.375411,229.835543,4.350236,2.748434,0.63496,1.003287,28.227304,77.921843,183.78594,4.556463,37.820512,294.332159,59.500697,28.227304,0.834996,0.7328,0.64885,0.322931,0.813481,0.67748,0.08434,9.33E-04,1.38285,4.330674,1.731541,0.813481,0.834996,0.7328,0.042382,0.992552,-3.020644
1000034,58226.57163,2018,4,18,13,43,9.1704,0.27768,238.416337,-17.981558,129.570447,71.04018,128.904197,66.313883,5.029328,23.083764,19.919273,-41.307683,7.140636,90.766528,87.911314,172.810007,1.749916,282.908313,2.84932,0.788198,0.682922,0.24992,28.227573,2.327546,328.315883,0.699766,25.205369,240.096466,2.237003,28.227573,1.255677,1.32193,0.29884,0.952505,0.890433,0.022525,0.028719,0.023564,1.321277,2.676986,0.030033,0.890433,1.255677,1.32193,1.007483,0.040324,-55.243441
1000035,58226.57245,2018,4,18,13,44,19.59816,0.36816,256.729919,-6.176909,108.056076,75.912837,107.830515,73.270397,2.836339,31.743431,29.36082,-15.422695,26.883506,97.499521,94.2101,124.644046,2.53931,277.716694,4.325981,0.693131,0.869983,0.090119,28.22837,43.891379,343.046224,0.577063,21.963885,256.221565,16.627595,28.22837,0.258224,0.248372,0.149442,0.152464,0.27054,0.005297,0.004288,0.002753,1.235856,0.473259,0.006616,0.27054,0.258224,0.248372,0.710041,0.294058,-45.868932
1000036,58226.57276,2018,4,18,13,44,46.45824,0.25896,217.009432,-14.248355,146.406316,55.933401,145.659652,54.08155,2.091409,30.522607,28.239943,-32.118316,9.965988,93.860013,89.043616,85.205604,1.054245,341.023402,3.640593,2.076227,0.822025,0.369517,28.228675,0.416359,293.631092,2.991661,36.426411,219.286731,0.357121,28.228675,1.009635,1.208936,0.656729,0.926982,0.679482,0.329617,0.023668,0.021769,0.879098,178.198379,0.721388,0.679482,1.009635,1.208936,1.35494,0.006607,-43.826855
1000037,58226.573,2018,4,18,13,45,7.40592,0.16224,236.744758,-11.775977,126.781849,65.022565,126.385363,63.568832,1.668205,37.297638,35.312315,-35.100415,10.971492,90.67189,88.04864,117.349205,2.581221,341.414234,0.725357,1.333313,0.916741,0.11101,28.228912,21.025894,329.280045,1.539566,33.031461,237.177299,7.952678,28.228912,2.124735,2.092136,1.702177,1.201875,1.64184,0.289712,0.023833,0.024285,6.799798,6.543627,0.514312,1.64184,2.124735,2.092136,1.049517,0.143767,-37.164499
1000038,58226.57359,2018,4,18,13,45,58.17768,0.35568,228.398668,-12.516152,134.581186,60.265494,134.006757,58.421123,2.108422,31.772126,29.514831,-35.816987,11.501369,96.354237,90.809676,155.186378,2.645874,297.236943,3.519912,1.337161,0.826452,0.232062,28.229486,8.079579,314.366926,1.546235,33.060143,229.39077,5.250975,28.229486,0.350303,0.400179,0.152963,0.337508,0.30931,0.047854,0.006445,0.007529,0.623282,1.517258,0.083064,0.30931,0.350303,0.400179,1.183906,0.095921,-42.844798
1000039,58226.57395,2018,4,18,13,46,29.36832,0.2652,244.922204,15.169806,96.869303,53.428624,96.73996,51.292372,2.656816,26.654922,23.899396,-42.757241,6.329856,91.83349,87.561506,117.379084,1.751421,257.916558,2.008143,0.961239,0.554458,0.428273,28.229839,35.677832,307.4323,0.942425,28.913472,239.62554,35.999918,28.229839,3.988627,3.911425,3.549021,2.270999,1.390382,0.102517,0.059128,0.063686,5.03274,19.738773,0.152176,1.390382,3.988627,3.911425,0.86121,0.636669,-60.19381
1000040,58226.57619,2018,4,18,13,49,43.17024,0.2652,226.158429,-11.874247,137.084324,57.924862,136.553764,56.657164,1.497421,36.64609,34.691278,-1.482691,24.388553,103.879729,98.480951,17.511865,4.831038,348.330775,8.41522,2.418079,0.91287,0.210688,28.232032,9.799702,310.978972,3.760154,37.238536,227.099426,5.275529,28.232032,0.167231,0.178065,0.113749,0.134084,0.114706,0.079491,0.002367,0.003044,0.344407,0.769659,0.185506,0.114706,0.167231,0.178065,1.221907,0.096675,-38.159936
1000041,58226.57631,2018,4,18,13,49,52.92336,0.26832,218.241061,5.029651,132.432538,39.580857,131.551417,38.275347,1.780403,27.423711,24.878767,-41.674911,6.118887,98.10937,92.068022,181.107514,0.815973,295.378883,2.359714,2.09105,0.746769,0.529519,28.232142,16.582361,276.062316,3.023755,36.467505,214.156755,19.006742,28.232142,0.8998,1.149062,0.042114,1.293989,0.492783,0.281012,0.026421,0.022753,0.709705,6.44729,0.615109,0.492783,0.8998,1.149062,1.376565,0.353138,-46.535034
1000042,58226.57711,2018,4,18,13,51,2.39016,0.234,227.662817,-22.553608,142.696969,67.440045,142.069833,65.075031,2.551084,30.936763,28.641965,-40.705811,6.077874,91.117871,88.003382,132.873713,2.342671,334.844684,1.746147,1.18212,0.815983,0.21753,208.232928,7.128209,138.021466,1.285264,31.729886,231.390904,-4.6106,28.232928,1.428004,1.64147,0.642186,1.222631,1.485238,0.153502,0.030563,0.030106,2.401272,5.273349,0.252952,1.485238,1.428004,1.64147,1.151569,-0.084035,-43.577564
1000043,58226.5781,2018,4,18,13,52,27.41952,0.26208,215.923829,-24.005799,154.240151,63.528193,153.433429,60.879981,2.817159,28.363703,25.938646,-30.90444,11.729777,107.552974,103.971981,139.008435,0.640808,336.605564,2.969578,1.538238,0.751853,0.381709,208.23389,9.905452,116.379436,1.90781,34.334601,221.459868,-9.212256,28.23389,1.078954,0.953693,0.873039,0.55572,0.490577,0.128574,0.015642,0.018634,1.120764,4.435552,0.240114,0.490577,1.078954,0.953693,1.305979,-0.170082,-47.011051
1000044,58226.57811,2018,4,18,13,52,28.31184,0.33696,281.468073,31.192525,63.237387,73.331049,63.560103,70.90988,2.621513,32.247288,29.925326,-22.515019,19.503278,95.136147,91.56807,27.896143,2.976021,269.080871,4.176755,0.876625,0.181062,0.717902,28.233901,62.902824,329.252282,0.820769,27.345106,286.803777,53.962554,28.233901,0.962081,0.857676,0.698718,0.41396,0.651403,0.034396,0.03653,0.06024,1.607979,17.310186,0.048363,0.651403,0.962081,0.857676,0.134571,0.908267,-114.317558
1000045,58226.57875,2018,4,18,13,53,24.1536,0.33072,223.150843,-15.190952,142.975813,58.639693,142.359503,57.104005,1.750987,34.18826,32.124671,-1.269213,40.956973,97.382383,91.274845,186.529892,3.582864,282.072348,4.115662,2.056727,0.878037,0.250846,28.234532,2.00793,307.198793,2.949613,36.371192,225.232191,1.266275,28.234532,0.10952,0.172253,0.009813,0.171285,0.156267,0.05948,0.003328,0.003295,0.226969,0.645583,0.128002,0.156267,0.10952,0.172253,1.256716,0.023266,-40.308808
1000046,58226.58131,2018,4,18,13,57,5.43024,0.40248,232.569318,-7.970199,130.063012,57.519767,129.285349,53.914396,4.053086,22.676573,19.489497,-28.658229,20.050269,88.530159,83.220348,96.864554,2.312292,333.562876,3.205763,0.905016,0.614758,0.348651,28.237036,9.397608,315.614372,0.860963,27.914076,232.224451,10.694417,28.237036,0.323482,0.356808,0.144627,0.271585,0.147872,0.008593,0.005386,0.0058,0.345919,1.18648,0.012263,0.147872,0.323482,0.356808,1.125235,0.194354,-57.306901
1000047,58226.58163,2018,4,18,13,57,32.51184,0.32448,256.468684,29.460638,76.463146,53.915155,76.646762,52.747425,1.544381,34.757117,32.618886,-38.326827,10.361946,96.972283,90.335809,70.275577,2.463731,262.239577,3.018324,1.403741,0.498504,0.703971,28.237342,57.962625,264.179753,1.663147,33.528067,250.679344,51.993914,28.237342,1.744666,1.720164,1.746131,0.926583,0.74296,0.176788,0.046507,0.043179,1.823317,19.068571,0.316944,0.74296,1.744666,1.720164,0.564593,0.891334,-53.541696
1000048,58226.58241,2018,4,18,13,58,40.24392,0.2964,222.948207,0.498952,133.522183,44.701071,132.31199,40.979821,4.364707,19.223853,15.457554,-35.883803,11.692716,90.241374,85.776323,212.296133,1.177071,284.61591,2.617131,1.056416,0.464227,0.566,28.238109,9.233807,292.101721,1.085807,30.30405,220.341241,16.198971,28.238109,0.795012,0.853086,0.644141,0.555361,0.162581,0.02149,0.007452,0.011118,0.53236,3.639471,0.033141,0.162581,0.795012,0.853086,1.29594,0.298598,-63.273281
1000049,58226.58436,2018,4,18,14,1,28.72528,0.24024,256.421548,35.442059,69.83237,50.922277,70.131039,49.722244,1.609207,32.988103,30.7682,-34.259687,8.42442,98.850167,93.729532,110.168792,0.502723,244.215722,3.298621,1.543794,0.47685,0.807635,28.240016,53.936043,246.801919,1.918156,34.36442,248.910058,57.889051,28.240016,4.815382,4.406043,4.686677,2.57631,1.72632,0.657991,0.143561,0.085729,4.21211,45.024552,1.322981,1.72632,4.815382,4.406043,0.517846,0.983784,-47.23945
1000050,58226.58502,2018,4,18,14,2,25.93048,0.33384,223.152165,-17.046491,146.259452,59.17473,145.540994,57.168476,2.228734,30.544462,28.257916,-12.257897,29.823502,101.093578,95.540272,192.199609,3.27177,282.876159,3.711599,1.452661,0.804599,0.283851,208.240663,0.680856,127.505957,1.75084,33.840903,225.771895,-0.509051,28.240663,0.094116,0.114979,0.053738,0.089095,0.073168,0.014242,0.00161,0.002042,0.14182,0.414564,0.02575,0.073168,0.094116,0.114979,1.248119,-0.009384,-44.168038
1000051,58226.58536,2018,4,18,14,2,55.3864,0.32136,214.87261,-11.917687,152.501835,51.029721,151.674516,49.459437,1.786867,31.271178,29.082708,-3.469052,45.152834,93.840871,87.686737,172.255902,2.501169,309.157899,2.459945,2.887288,0.861752,0.399163,28.240996,2.163825,287.555053,4.906087,38.022992,216.565176,1.893276,28.240996,0.246163,0.564498,0.010187,0.542044,0.353892,0.29485,0.013185,0.009116,0.540399,1.859716,0.755371,0.353892,0.246163,0.564498,1.399151,0.035253,-42.519015
1000052,58226.58645,2018,4,18,14,4,28.83664,0.30576,219.845344,-1.691903,140.691395,43.969769,139.477794,41.136052,3.336173,21.51244,18.233642,-37.189666,10.317681,101.943445,96.778423,149.26941,1.48666,304.837273,1.036532,1.195583,0.550175,0.537803,28.242053,8.85842,287.971236,1.307282,31.861352,217.988546,13.15806,28.242053,1.091052,1.006446,1.288148,0.506332,0.163919,0.039567,0.008028,0.013057,0.821101,4.307959,0.064938,0.163919,1.091052,1.006446,1.348036,0.243796,-56.930075
