,Unnamed: 0,# ID,MJD,YYYY,MM,DD,hh,mm,ssssssss,Duration_s,RA_(deg),Dec_(deg),Az_(deg),Ze_(deg),Az_uncorr_(deg),Ze_uncorr_(deg),Ze_correction_(deg),Obs_initial_vel_(km_per_s),Geocentric_vel_(km_per_s),RCS_(dBsm),SNR_(dB),Start_hgt_(km),End_hgt_(km),Az_of_start_point_(deg),Ze_of_start_point_(deg),Az_of_end_point_(deg),Ze_of_end_point_(deg),Semimajor_axis_(AU), Eccentricity,Perihelion_dist_(AU),Lon_of_asc_node_(deg),Inclination_(deg),Argument_of_periapsis_(deg),Period_(yr),Heliocentric_vel_(km_per_s), Radiant_ecl_lon_(deg), Radiant_ecl_lat_(deg),Sol_lon_(deg),RA_error_(deg),Dec_error_(deg),Az_error_(deg),Ze_error_(deg),Vel_error_(deg),Semimajor_axis_error_(AU),Eccentricity_error, Perihelion_dist_error_(AU),Inclination_error_(deg),Argument_of_periapsis_error_(deg),Period_error_(yr),Heliocentric_vel_error,Ecl_lon_error_(deg),Ecl_lat_error_(deg),Hammer_X,Hammer_Y, Time_from_Perihelion_(days),class,s-YYYY,s-MM,s-DD,s-hh,s-mm,s-ssss,az1(start)[deg]camera,az2(end)[deg]camera,ev1(start)[deg]camera,ev2(end)[deg]camera,flag,mag_iccd,mag_err,mag(original),duration[sec]camera,average_mag_iccd,abs_mag,average_abs_mag,average_abs_mag_err
38,38,1021171,55124.67965,2009,10,20,16,18,41.96064,0.14664,95.22472,15.190777,104.202953,44.968301,104.087837,44.871936,0.322101,67.755787,66.572559,-2.835309,43.560049,111.705474,104.652869,114.082765,3.68279,189.913555,0.684661,9.436249,0.935746,0.606313,27.276673,163.124451,78.982636,28.986721,41.238992,95.093317,-8.154917,207.276673,0.170955,0.170482,0.183647,0.108355,0.132343,1.593347,0.010627,0.005732,0.367937,1.557137,7.438664,0.132343,0.170955,0.170482,0.386001,-0.142888,-39.198153,J5_Ori  ,2009,10,21,25,18,42.13333333,245.076187,260.937775,88.926682,88.235779,101,3.115116,0.246996,99.9,0.083416,3.6825,2.870254901,3.437638901,0.246996
39,39,1021184,55124.68159,2009,10,20,16,21,29.49528,0.1716,94.904949,15.754836,104.332697,43.837028,104.213456,43.7527,0.315515,67.459695,66.278633,-2.300403,38.691686,119.412112,111.004357,172.208974,0.869042,271.318217,3.875315,7.869316,0.924932,0.590736,27.278602,164.107265,81.160917,22.075243,41.009726,94.762208,-7.602138,207.278602,0.215634,0.215862,0.240112,0.134586,0.147972,1.282143,0.012082,0.006955,0.466848,1.836401,5.460237,0.147972,0.215634,0.215862,0.392102,-0.133236,-39.686186,  spo   ,2009,10,21,25,21,29.63333333,267.624054,270.281342,87.096596,86.546562,1,5.160587,0.142966,4.867874,0.083416,6.04,4.775095311,5.654508311,0.142966
40,40,1021200,55124.68495,2009,10,20,16,26,19.8768,0.27768,34.559421,27.597688,248.665982,16.487544,247.757947,15.445411,0.457415,33.805635,32.032006,-11.605659,32.554442,101.286689,92.33768,252.601899,2.793609,257.386931,1.550218,2.925958,0.890482,0.320446,207.281944,17.968056,296.084332,5.004978,38.59947,41.491143,13.007419,207.281944,0.387563,0.32875,0.818542,0.257401,0.042445,0.119824,0.002955,0.005213,0.458586,1.539361,0.307699,0.042445,0.387563,0.32875,1.274932,0.239395,-40.251061,J5_And  ,2009,10,21,25,26,20.03333333,257.003876,261.293884,87.923134,88.513733,10,3.695059,0.202731,3.702286,0.216883,5.16,3.664714971,5.129655971,0.202731
41,41,1021236,55124.6898,2009,10,20,16,33,18.49968,0.16536,122.268602,-4.005604,105.94384,75.002723,105.851904,74.505949,0.580504,68.716378,67.450753,-6.666071,37.921557,111.321937,108.298164,118.442036,3.062234,271.882171,2.843457,47.752134,0.979985,0.955773,27.286762,139.269649,336.800298,329.981189,42.150542,125.519885,-23.552794,207.286762,0.104908,0.105728,0.078725,0.067631,0.297585,188.005249,0.029077,0.001824,0.282344,1.394566,10.100406,0.297585,0.104908,0.105728,-0.132294,-0.408438,16.065842,  spo   ,2009,10,21,25,33,18.63333333,271.677063,273.005768,87.233856,86.952347,101,5.893656,0.182559,4.388365,0.083416,7.287142857,5.657649364,7.051136221,0.182559
42,42,1021241,55124.6903,2009,10,20,16,34,2.16096,0.25896,310.631975,2.074466,279.357217,99.604842,279.587214,82.828039,16.607795,15.552038,11.418453,6.512871,52.732258,92.762596,92.214824,313.962099,3.057792,8.792719,1.737296,5.905607,0.832794,0.987451,207.287265,5.431644,190.905469,14.351485,40.546818,313.681359,19.564914,207.287265,1.988576,1.467022,0.046162,0.265435,0.718777,3.444206,0.077797,0.00246,0.609259,2.791329,13.98715,0.718777,1.988576,1.467022,2.478366,0.444881,-8.063923,  spo   ,2009,10,21,25,34,2.066666667,327.935211,358.001831,87.688042,88.226501,101,2.466443,0.2062,4.097884,0.116783,3.3625,2.626484666,3.522541666,0.2062
43,43,1021250,55124.69221,2009,10,20,16,36,46.4976,0.2652,84.027237,11.1443,124.302279,35.776652,123.92121,35.677466,0.364696,56.333832,55.038015,-2.634035,44.658902,101.412491,89.399367,127.887539,2.58746,299.512399,2.647536,1.67417,0.87184,0.214561,27.289156,142.432223,133.181372,2.166203,35.518084,84.005067,-12.169515,207.289156,0.072929,0.073001,0.046478,0.073305,0.051415,0.016134,0.001395,0.002035,0.214089,0.592454,0.031314,0.051415,0.072929,0.073001,0.571312,-0.214251,-39.715978,  spo   ,2009,10,21,25,36,46.63333333,298.651794,299.609955,87.533272,87.011726,101,3.95378,0.29309,2.902797,0.083416,5.0075,3.921107746,4.974827746,0.29309
44,44,1021256,55124.69331,2009,10,20,16,38,22.31904,0.29952,90.339755,57.805321,34.668642,32.858351,35.239246,32.736902,0.303789,58.821178,57.643672,-19.200955,21.604351,119.175963,104.347794,343.141086,2.743505,252.375194,4.087582,9.749176,0.928352,0.69851,207.290259,110.977077,247.657992,30.440507,41.276076,90.219303,34.367563,207.290259,1.192653,0.649398,0.893879,0.451968,0.297388,6.610796,0.03638,0.016399,0.953345,5.386185,35.486851,0.297388,1.192653,0.649398,0.409008,0.594661,-37.205412,  spo   ,2009,10,21,25,38,22.4,282.072723,269.281708,87.310188,86.929413,1,9.276402,0.269594,9.860248,0.850848,9.927272727,8.892968322,9.543839049,0.269594
45,45,1021258,55124.69348,2009,10,20,16,38,36.93624,0.45864,41.891699,11.736569,210.43459,26.004726,208.969777,24.82376,0.862682,31.150976,29.189924,-11.203079,37.64934,100.842847,88.154339,200.511774,2.235906,45.222679,1.344754,1.801609,0.836387,0.294767,27.290427,5.566185,123.064022,2.418192,36.045787,43.045073,-4.209896,207.290427,0.245031,0.281605,0.359185,0.22838,0.057407,0.038745,0.00193,0.004209,0.374874,1.200972,0.07803,0.057407,0.245031,0.281605,1.272883,-0.077495,-42.136042,  spo   ,2009,10,21,25,38,37.16666667,186.047394,158.254562,89.470734,89.729301,101,4.222882,0.286042,3.762139,0.083417,5.588,4.203002658,5.568120658,0.286042
46,46,1021280,55124.69769,2009,10,20,16,44,40.2852,0.27144,84.534977,35.504255,80.228059,22.82624,80.386454,22.962851,0.199975,60.029494,58.844536,-12.289934,31.655444,116.030761,101.002925,20.055714,1.524242,289.753178,3.094645,2.689672,0.887834,0.301689,207.29461,146.862716,298.817446,4.411121,38.25051,85.451214,12.152488,207.29461,0.350694,0.206662,0.447638,0.263425,0.116986,0.149943,0.006823,0.007923,0.772663,1.866898,0.369408,0.116986,0.350694,0.206662,0.546861,0.213757,-40.104193,  spo   ,2009,10,21,25,44,40.36666667,312.314087,289.423584,88.128624,86.790649,1,5.029593,0.227076,4.620094,0.116783,7.3525,4.705958807,7.028865807,0.227076
47,47,1021337,55124.70342,2009,10,20,16,52,55.03296,0.25272,84.16064,16.72256,121.939301,29.142192,121.464468,29.10706,0.359903,50.925905,49.53735,-6.950724,37.676217,106.083771,94.916495,69.809688,2.052819,338.901874,2.959844,1.001842,0.905514,0.09466,27.300304,153.47697,154.725247,1.002764,30.054623,84.370955,-6.601433,207.300304,0.084844,0.081657,0.121338,0.054283,0.026671,0.0042,0.000965,0.000859,0.331925,0.247455,0.006305,0.026671,0.084844,0.081657,0.572182,-0.116362,-38.382636,  spo   ,2009,10,21,25,52,55.16666667,1.291294,351.238861,88.046501,87.753479,101,5.911531,0.176802,5.320162,0.083417,6.87,5.781892219,6.740361219,0.176802
48,48,1021342,55124.704,2009,10,20,16,53,45.67056,0.24024,95.011728,15.230277,111.925359,37.902542,111.725477,37.876237,0.266486,67.845174,66.707402,-6.554545,39.668106,106.229146,93.409659,134.222051,2.675434,272.524061,3.540874,11.443561,0.947267,0.603452,27.300887,163.16802,79.030343,38.711658,41.440366,94.884398,-8.12281,207.300887,0.12691,0.098514,0.017251,0.144619,0.13245,2.029483,0.009129,0.005549,0.196389,1.582729,10.443962,0.13245,0.12691,0.098514,0.390019,-0.14234,-38.970558,  spo   ,2009,10,21,25,53,45.83333333,260.473053,262.866089,87.822769,87.648788,101,8.10233,0.145694,7.192135,0.083416,8.688571429,7.968743311,8.55498474,0.145694
49,49,1021757,55124.74533,2009,10,20,17,53,16.3632,0.2652,102.205834,29.655107,94.241714,24.5163,94.182168,24.645672,0.165194,68.456746,67.388803,-8.834786,35.544867,113.383587,96.920674,60.158828,1.252548,288.302996,3.356547,5.084648,0.855094,0.736794,207.341988,167.12179,244.148452,11.465455,40.245328,100.660141,6.667636,207.341988,0.285663,0.166666,0.225999,0.22747,0.124019,0.446059,0.01302,0.0076,0.330924,2.21804,1.514022,0.124019,0.285663,0.166666,0.291757,0.116617,-37.429439,  spo   ,2009,10,21,26,53,16.5,296.655396,287.844788,87.879578,86.297997,1,4.788676,0.243325,4.256537,0.083416,7.807142857,4.515406117,7.533872974,0.243325
50,50,1021816,55124.75141,2009,10,20,18,2,1.51232,0.22152,103.717624,38.032129,73.704718,22.4625,73.946261,22.598803,0.160439,66.435303,65.357034,-10.985526,31.226996,108.269961,94.94369,348.652164,1.808081,285.938841,3.892184,3.783357,0.799082,0.760145,207.348033,150.948727,242.125326,7.358953,39.487142,101.156303,15.123851,207.348033,0.451787,0.310072,0.787705,0.34911,0.16636,0.408009,0.022371,0.011897,0.647648,3.818711,1.196913,0.16636,0.451787,0.310072,0.277264,0.263851,-37.691293,  spo   ,2009,10,21,27,2,1.566666667,307.019928,295.867859,87.522057,86.945259,1,6.416882,0.313067,5.382896,0.083417,6.955,6.243260697,6.781378697,0.313067
51,51,1022173,55124.77547,2009,10,20,18,36,40.96424,0.27768,151.810053,25.074882,80.037051,57.921759,80.107353,57.6041,0.504811,62.636719,61.31933,-11.543254,30.293882,116.389604,107.105985,52.218571,3.146287,278.439588,5.079657,2.630723,0.835413,0.432984,207.371969,149.944639,76.022844,4.266903,38.154392,144.896487,12.62944,207.371969,0.304817,0.260905,0.214572,0.208514,0.352821,0.263533,0.014324,0.013655,0.658123,4.092002,0.644145,0.352821,0.304817,0.260905,-0.468121,0.221517,43.048672,  spo   ,2009,10,21,27,36,41.06666667,291.149414,286.849518,86.847603,86.350021,101,6.338625,0.31268,5.65074,0.083416,8.321666667,6.005778423,7.98882009,0.31268
52,52,1022528,55124.80078,2009,10,20,19,13,7.3488,0.2808,126.937246,1.299232,130.120585,45.55298,129.792603,45.351724,0.396885,61.457249,60.233129,-9.362502,35.854044,118.038339,105.773304,125.498808,2.241606,312.380618,4.152543,1.369047,0.417249,0.797814,27.397136,145.922391,288.980583,1.601872,33.803503,128.989915,-17.279892,207.397136,0.080627,0.088518,0.048062,0.083709,0.089745,0.016427,0.006268,0.004257,0.197925,1.877194,0.028832,0.089745,0.080627,0.088518,-0.193051,-0.300825,50.518667,  spo   ,2009,10,21,28,13,7.5,312.82663,312.141663,87.464317,86.73954,1,4.887955,0.172003,3.538898,0.083416,5.34,4.526177256,4.978222256,0.172003
53,53,1022569,55124.80348,2009,10,20,19,17,0.22248,0.23712,107.711079,27.063005,121.698155,13.507129,120.967674,13.688392,0.091757,67.700029,66.706632,-15.103368,22.170789,121.553563,105.814005,249.024085,1.738373,275.5353,3.663352,2.682008,0.68913,0.833756,207.399817,171.386089,233.017452,4.392282,38.239917,105.770151,4.589379,207.399817,0.300396,0.275324,0.902655,0.170239,0.048762,0.057981,0.008614,0.006437,0.516405,2.166334,0.142461,0.048762,0.300396,0.275324,0.204744,0.080182,-35.641978,  spo   ,2009,10,21,28,17,0.366666667,270.888031,275.381531,86.909439,86.293037,1,7.495669,0.201404,6.107552,0.083417,8.501428571,7.07083092,8.076590491,0.201404
54,54,1022588,55124.80442,2009,10,20,19,18,22.05384,0.1872,95.952677,15.222184,177.72213,19.64476,176.742062,19.526702,0.133206,67.875938,66.957012,-5.662846,37.509789,118.967617,107.043984,190.647595,2.553367,231.958595,0.831086,11.068606,0.943477,0.625632,27.400759,163.454414,76.435174,36.824714,41.410198,95.801124,-8.096047,207.400759,0.152188,0.2079,0.405952,0.199595,0.084967,1.675875,0.008369,0.005873,0.468611,1.554773,8.449492,0.084967,0.152188,0.2079,0.375915,-0.141821,-38.686346,J5_Ori  ,2009,10,21,28,18,22.16666667,240.15802,269.793518,89.090141,89.171623,10,4.893406,0.339816,4.375067,0.15015,5.65625,4.514105192,5.276949192,0.339816
55,55,1022740,55124.81326,2009,10,20,19,31,5.58336,0.16848,131.296526,-2.363767,133.361526,48.352567,133.057297,48.16092,0.352756,67.352805,66.219425,-2.001173,36.08794,115.269493,107.655038,157.19488,4.444697,227.926486,1.955351,9.083371,0.911866,0.800558,27.409548,143.155037,306.105925,27.376037,41.196701,134.443776,-19.659083,207.409548,0.141195,0.152521,0.104307,0.128494,0.176034,1.736108,0.016069,0.00483,0.332312,1.746886,7.974331,0.176034,0.141195,0.152521,-0.281589,-0.342351,32.978093,  spo   ,2009,10,21,28,31,5.833333333,267.461365,275.524323,86.923759,86.319267,101,5.692146,0.211216,5.091476,0.083417,6.7,5.377033758,6.384887758,0.211216
56,56,1022780,55124.81514,2009,10,20,19,33,47.86704,0.30264,113.613812,46.60783,38.629894,16.07759,39.561433,16.16723,0.111851,66.953569,65.960017,-7.144787,37.124215,122.47531,103.054494,334.595022,0.648732,233.708276,2.850358,11.951169,0.922435,0.926997,207.411416,136.761381,211.082872,41.315743,41.482327,107.617794,24.603619,207.411416,0.354685,0.243869,0.618022,0.170597,0.057722,1.929999,0.012157,0.003614,0.408147,1.711734,10.123987,0.057722,0.354685,0.243869,0.161223,0.4265,-21.304989,  spo   ,2009,10,21,28,33,47.96666667,258.044159,249.444305,88.772316,88.450615,1,6.077195,0.183721,5.440117,0.083416,6.92,5.63681307,6.47961807,0.183721
57,57,1022834,55124.8181,2009,10,20,19,38,3.3732,0.23088,96.37431,17.094484,191.577122,18.069669,190.536362,17.888679,0.121839,68.060587,67.171702,-6.916277,37.08562,104.778243,90.006505,216.66391,2.756964,289.267604,1.435959,10.245591,0.938706,0.627996,27.414357,167.336574,76.263794,32.794839,41.332041,96.127681,-6.208054,207.414357,0.141242,0.212737,0.339855,0.197259,0.075466,1.285492,0.007645,0.004003,0.420707,1.144605,6.215977,0.075466,0.141242,0.212737,0.371695,-0.108775,-38.751729,J5_Ori  ,2009,10,21,28,35,3.5,256.78241,277.075134,88.388245,88.495872,10,4.736817,0.199197,4.124045,1.384714,6.19,4.63294661,6.08612961,0.199197
58,58,1022887,55124.82098,2009,10,20,19,42,12.8484,0.38376,41.387038,9.910876,260.513055,59.642462,260.35117,56.520842,2.689258,27.52061,25.529624,-14.631261,32.935411,100.478853,94.704592,276.332216,2.399634,66.497016,2.927438,1.465065,0.759841,0.351849,27.417229,6.27293,119.837779,1.773312,34.430922,42.023258,-5.804496,207.417229,0.220798,0.207418,0.157682,0.14208,0.102549,0.019744,0.0029,0.003664,0.202196,0.821306,0.035854,0.102549,0.220798,0.207418,1.289382,-0.106996,-46.025991,J5_nTa  ,2009,10,21,28,42,12.83333333,278.971161,5.394036,87.71032,89.240974,1,7.305251,0.26653,6.37726,0.216884,8.1725,7.292972651,8.160221651,0.26653
59,59,1022924,55124.82314,2009,10,20,19,45,19.6584,0.26208,94.794234,15.476264,200.095009,20.410976,199.19337,20.166415,0.140668,67.291753,66.417292,-6.700248,33.594219,121.524023,104.9482,263.804408,2.33717,330.22529,3.234112,9.502891,0.937972,0.58945,27.41938,163.509576,80.958344,29.294333,41.249565,94.6642,-7.884168,207.41938,0.208001,0.22215,0.444694,0.185046,0.079931,1.354164,0.008873,0.005042,0.441513,1.346188,6.31975,0.079931,0.208001,0.22215,0.396031,-0.138186,-39.384027,J5_Ori  ,2009,10,21,28,45,19.73333333,300.565796,310.097565,87.551079,87.383904,1,3.224671,0.348515,2.752394,0.166834,5.2075,2.799553217,4.782382217,0.348515
60,60,1023044,55124.83004,2009,10,20,19,55,15.21336,0.18408,94.516812,15.217942,206.877086,21.561985,206.064463,21.276835,0.148536,67.349354,66.493261,-7.009615,36.932179,117.66357,106.142279,263.563269,1.535788,341.073188,2.024468,11.415729,0.948632,0.586404,27.426236,162.920972,81.039273,38.570517,41.440286,94.402679,-8.151075,207.426236,0.512142,0.47789,1.061671,0.356562,0.16522,4.932269,0.019569,0.012613,0.942257,2.920917,26.806543,0.16522,0.512142,0.47789,0.400432,-0.142871,-39.168963,  spo   ,2009,10,21,28,55,15.23333333,333.582428,337.664154,88.030769,87.892326,1,4.596076,0.209948,3.70491,0.266934,5.838333333,4.242085717,5.48434305,0.209948
61,61,1023066,55124.83109,2009,10,20,19,56,46.05216,0.16536,94.657459,16.737419,209.176673,20.262391,208.331723,19.973365,0.140322,67.205313,66.345945,-9.09481,29.115568,102.416716,92.037456,270.173275,3.150646,310.28065,3.153614,8.537674,0.9323,0.578,27.427281,166.036774,82.491498,24.946484,41.120608,94.489805,-6.628043,207.427281,0.602958,0.617638,1.199457,0.489087,0.208776,3.231744,0.023392,0.015124,1.268265,3.475246,14.990097,0.208776,0.602958,0.617638,0.399975,-0.116205,-39.66235,J5_Ori  ,2009,10,21,28,56,46.03333333,273.175568,310.808502,86.784966,86.723183,1,4.342087,0.233295,3.698247,0.15015,5.597777778,4.286948058,5.542638836,0.233295
62,62,1023116,55124.83469,2009,10,20,20,1,57.27088,0.28704,95.701164,15.286627,208.154318,21.688438,207.358125,21.398413,0.147911,67.653363,66.805711,-3.695345,36.672258,124.420956,106.216893,282.501935,1.53645,359.629843,3.722542,10.405625,0.940748,0.616556,27.430864,163.47107,77.607485,33.566205,41.34856,95.553596,-8.041554,207.430864,0.188756,0.187436,0.369398,0.144996,0.066868,1.359642,0.007838,0.004704,0.369196,1.108001,6.627981,0.066868,0.188756,0.187436,0.380755,-0.140886,-38.910172,  spo   ,2009,10,21,29,1,57.36666667,335.109406,333.533905,87.8162,87.862755,1,5.64889,0.200039,99.9,3.787109,7.928333333,5.17364148,7.453084813,0.200039
63,63,1023148,55124.83646,2009,10,20,20,4,29.75776,0.16536,97.05054,15.160439,206.306072,21.537837,205.497196,21.259984,0.145331,68.047144,67.199239,-8.537882,23.368567,117.495912,106.914432,279.695261,3.478256,312.197382,3.829196,10.103856,0.935388,0.652833,27.432619,163.690037,73.280797,32.116686,41.317556,96.873037,-8.109529,207.432619,1.663005,1.609403,3.383485,1.236979,0.592687,54.112403,0.071809,0.041253,3.066877,10.237882,58.476609,0.592687,1.663005,1.609403,0.358019,-0.142,-38.304113,  spo   ,2009,10,21,29,4,29.8,298.385376,304.982208,86.37854,86.279503,1,5.579467,0.381738,5.209673,0.083416,6.34,5.225349447,5.985882447,0.381738
64,64,1023271,55124.84292,2009,10,20,20,13,48.2596,0.20904,112.624161,28.718979,152.99021,6.827951,150.643984,6.933991,0.043398,69.86558,68.955824,-15.922523,22.737553,109.09076,94.806438,307.496106,2.320774,314.067412,3.681105,4.556103,0.795388,0.932232,207.439048,167.818698,211.0878,9.725014,39.992877,109.863043,6.827623,207.439048,0.485741,0.346495,3.124405,0.192105,0.028465,0.148382,0.007996,0.006448,0.666794,3.172005,0.475484,0.028465,0.485741,0.346495,0.133839,0.119159,-22.151394,  spo   ,2009,10,21,29,13,48.36666667,309.829102,310.896942,87.019829,86.733292,1,6.014716,0.287035,5.459531,0.083417,6.648,5.823994344,6.457278344,0.287035
65,65,1023334,55124.84717,2009,10,20,20,19,55.46176,0.20592,138.650882,-5.675178,141.286109,48.366053,140.91522,48.106965,0.408069,62.707019,61.531988,3.433393,50.76991,102.247212,93.673167,158.423921,2.483066,306.954877,3.379305,3.633791,0.841361,0.576461,27.443275,135.533571,274.512025,6.926915,39.365484,142.955373,-20.623016,207.443275,0.024894,0.036131,0.007528,0.037751,0.045728,0.068314,0.002841,0.001217,0.096955,0.386077,0.195343,0.045728,0.024894,0.036131,-0.420373,-0.360144,42.122505,  spo   ,2009,10,21,29,19,55.56666667,296.424896,303.153076,88.050735,87.316132,101,3.730059,0.239315,3.779011,0.083416,4.8225,3.679761807,4.772202807,0.239315
66,66,1025484,55152.74101,2009,11,17,17,47,3.10304,0.35256,87.094529,23.401754,227.393691,15.921355,226.011793,15.255696,0.2917,41.447669,40.008799,-11.503411,32.086963,98.629959,84.6476,310.327311,1.911625,2.856186,3.239818,1.569041,0.972211,0.043602,55.379788,0.041962,159.903059,1.965402,35.440773,87.333706,-0.009366,235.379788,0.342265,0.31572,0.804324,0.227138,0.044531,0.036953,0.000878,0.002069,0.672445,178.880236,0.069449,0.044531,0.342265,0.31572,1.00463,-0.000173,-32.147526,J5_noO  ,2009,11,18,26,47,3.166666667,336.143188,3.073682,87.883156,86.854469,1,3.777638,0.262253,5.324638,0.233567,5.152666667,3.806384908,5.181413575,0.262253
67,67,1027525,55153.43005,2009,11,18,10,19,16.53456,0.36192,280.549652,-31.058114,232.992805,92.24099,231.950545,70.878183,20.93832,13.482136,8.128398,-10.737708,32.728157,85.79102,84.24561,294.658195,2.861487,356.170462,3.132572,1.694623,0.439488,0.949857,56.074915,1.809333,330.705575,2.206021,36.048662,279.111959,-7.953179,236.074915,12.520179,8.691337,1.851325,2.406938,1.493509,0.754695,0.215947,0.007442,1.211458,18.714591,1.573436,1.493509,12.520179,8.691337,-2.173519,-0.165679,23.557418,  spo   ,2009,11,18,19,19,16.4,305.591248,356.654816,87.387199,86.885727,1,6.769772,0.274773,7.869772,0.283617,7.655333333,7.09985363,7.985414963,0.274773
68,68,1027540,55153.47301,2009,11,18,11,21,7.8148,0.6084,25.213075,28.244311,105.159585,18.593722,104.164651,17.858492,1.827869,18.809912,15.04255,-27.775437,13.710169,102.403221,91.551191,315.732612,0.960951,294.355433,3.190673,2.505083,0.668613,0.830151,236.118255,6.865527,233.105234,3.964909,38.375061,33.74949,16.554149,236.118255,0.984459,0.836608,1.781096,0.59263,0.062916,0.120574,0.014098,0.005612,0.397971,2.391312,0.286443,0.062916,0.984459,0.836608,1.821069,0.325479,-35.615518,J5_And  ,2009,11,18,20,21,8.3,292.792145,291.886658,86.570129,85.652016,1,6.312551,0.272119,7.368519,0.25025,6.962,6.260677491,6.910126491,0.272119
69,69,1030707,55178.60718,2009,12,13,14,34,20.03968,0.19968,92.232412,25.154523,122.267806,16.348694,120.926108,16.389818,0.541429,31.212583,29.070361,-20.28585,18.256183,97.978784,92.004282,132.238959,3.626368,136.591892,2.808578,2.24742,0.839973,0.359647,261.582303,2.015719,292.969057,3.369196,38.082265,92.021533,1.732189,261.582303,0.968849,0.916023,2.59527,0.496825,0.08146,0.170748,0.007453,0.012088,1.074502,3.732097,0.384997,0.08146,0.968849,0.916023,1.36271,0.032153,-41.833313,  spo   ,2009,12,13,23,34,19.96666667,132.259705,135.504013,86.433952,86.876564,0,6.241422,0.247027,6.201781,0.183517,6.825454545,6.281409533,6.865442078,0.247027
70,70,1030713,55178.60924,2009,12,13,14,37,18.47248,0.37128,95.576714,25.886712,115.443453,17.77344,114.263078,17.670363,0.829401,26.513728,23.959153,-20.417707,20.132485,99.692704,90.406556,143.644502,3.565115,164.952549,2.490232,1.310512,0.711814,0.377672,261.584404,2.470102,298.831756,1.500243,34.051545,95.020595,2.545849,261.584404,0.449761,0.366502,0.655495,0.327491,0.048718,0.022368,0.001659,0.005548,0.347242,1.636091,0.038414,0.048718,0.449761,0.366502,1.312911,0.047031,-47.686151,  spo   ,2009,12,13,23,37,18.4,145.89537,158.970078,86.54985,87.249535,0,5.747039,0.2776,5.679694,0.316984,6.671176471,5.74951576,6.673653231,0.2776
71,71,1030728,55178.62001,2009,12,13,14,52,48.97504,0.28704,85.644382,32.896867,119.311982,3.862281,114.403602,4.40134,0.15161,28.635899,26.363607,-17.657359,31.425334,91.21504,83.655573,14.786065,1.050528,356.567683,1.27877,2.483443,0.809146,0.473975,261.595359,8.814846,279.169151,3.913644,38.586488,86.292776,9.514902,261.595359,0.192196,0.154565,1.376476,0.120246,0.004577,0.032301,0.001717,0.001994,0.134755,0.658411,0.076362,0.004577,0.192196,0.154565,1.441188,0.178019,-43.209811,  spo   ,2009,12,13,23,52,49.03333333,1.315756,348.856018,88.892548,88.65818,0,7.013911,0.287028,7.084382,0.183516,7.533333333,7.213213714,7.732636047,0.287028
72,72,1030762,55178.65381,2009,12,13,15,41,28.71864,0.30264,112.843723,32.02685,94.765591,16.061658,94.583522,16.256229,0.397447,35.941971,34.071235,-16.267937,29.672146,102.22714,91.757621,168.013936,1.46168,227.732918,2.14185,1.26713,0.890608,0.138614,261.629732,22.393331,325.478721,1.426369,33.699397,109.532314,10.124746,261.629732,0.590447,0.446844,1.209846,0.412149,0.076174,0.030105,0.003066,0.005855,1.002613,1.881154,0.050853,0.076174,0.590447,0.446844,1.060113,0.183132,-37.758687,J5_Gem  ,2009,12,13,24,41,28.73333333,205.959076,232.979584,88.379211,87.489662,0,6.855024,0.24822,6.735023,0.233567,7.492727273,6.806486253,7.444189526,0.24822
