,Unnamed: 0,# ID,MJD,YYYY,MM,DD,hh,mm,ssssssss,Duration_s,RA_(deg),Dec_(deg),Az_(deg),Ze_(deg),Az_uncorr_(deg),Ze_uncorr_(deg),Ze_correction_(deg),Obs_initial_vel_(km_per_s),Geocentric_vel_(km_per_s),RCS_(dBsm),SNR_(dB),Start_hgt_(km),End_hgt_(km),Az_of_start_point_(deg),Ze_of_start_point_(deg),Az_of_end_point_(deg),Ze_of_end_point_(deg),Semimajor_axis_(AU), Eccentricity,Perihelion_dist_(AU),Lon_of_asc_node_(deg),Inclination_(deg),Argument_of_periapsis_(deg),Period_(yr),Heliocentric_vel_(km_per_s), Radiant_ecl_lon_(deg), Radiant_ecl_lat_(deg),Sol_lon_(deg),RA_error_(deg),Dec_error_(deg),Az_error_(deg),Ze_error_(deg),Vel_error_(deg),Semimajor_axis_error_(AU),Eccentricity_error, Perihelion_dist_error_(AU),Inclination_error_(deg),Argument_of_periapsis_error_(deg),Period_error_(yr),Heliocentric_vel_error,Ecl_lon_error_(deg),Ecl_lat_error_(deg),Hammer_X,Hammer_Y, Time_from_Perihelion_(days),class,s-YYYY,s-MM,s-DD,s-hh,s-mm,s-ssss,az1(start)[deg]camera,az2(end)[deg]camera,ev1(start)[deg]camera,ev2(end)[deg]camera,flag,mag_iccd,mag_err,mag(original),duration[sec]camera,average_mag_iccd,abs_mag,average_abs_mag,average_abs_mag_err
103,103,1034438,55179.84873,2009,12,14,20,22,9.95168,0.20592,184.833789,29.886455,101.444736,17.111109,101.218027,17.304016,0.123529,65.840281,64.784933,-8.198598,36.381931,116.14221,103.177962,79.600471,2.197208,17.427275,0.915203,5.437854,0.819303,0.982604,262.845369,129.919064,185.004291,12.680645,41.103955,171.367158,29.09308,262.845369,0.291236,0.223354,0.523558,0.207239,0.074969,0.362129,0.011952,0.000521,0.291133,1.544297,1.269267,0.074969,0.291236,0.223354,0.025571,0.50232,-3.670721,  spo   ,2009,12,14,29,22,10,49.455597,26.863993,88.960938,89.13446,0,5.256055,0.226128,5.300543,0.083416,6.092,4.929507487,5.765452487,0.226128
104,104,1034515,55179.85276,2009,12,14,20,27,58.37456,0.27456,177.067709,22.450768,141.590263,15.275247,140.638859,15.370889,0.099263,69.21595,68.257102,-11.134247,26.793886,125.701868,107.448334,238.730404,1.720263,286.923066,3.592941,5.601144,0.827783,0.964613,262.849472,146.298855,197.08846,13.256081,41.163559,168.054212,19.364386,262.849472,0.059118,0.072281,0.043682,0.078946,0.026054,0.127923,0.004014,0.000627,0.095792,0.55743,0.454096,0.026054,0.059118,0.072281,0.082472,0.336433,-12.315137,  spo   ,2009,12,14,29,27,58.56666667,280.139435,289.910339,86.951767,85.928291,1,5.472118,0.27171,5.263681,0.116783,6.19625,4.974430452,5.698562452,0.27171
105,105,1041424,55266.47292,2010,3,11,11,21,0.2536,0.39936,181.312946,25.480037,80.533848,56.181415,80.742074,52.40676,4.397478,21.606518,18.180685,-18.522001,28.798937,97.107773,91.776247,66.131397,1.870461,272.904145,2.367736,1.518166,0.555599,0.674674,350.634097,13.714899,264.166727,1.870591,34.870691,170.431531,23.761414,350.634097,0.517397,0.404854,0.304193,0.293046,0.145656,0.034998,0.009446,0.005445,0.292668,2.02786,0.0647,0.145656,0.517397,0.404854,1.431428,0.444251,-50.496666,  spo   ,2010,3,11,20,21,0.466666667,270.942719,267.277985,87.57592,85.985786,1,6.637301,0.1848,6.949301,0.15015,7.358571429,6.699873708,7.421144137,0.1848
106,106,1041991,55266.76147,2010,3,11,18,16,31.1532,0.22464,263.444066,13.230391,107.541907,45.033949,107.381685,44.869276,0.417198,59.649978,58.34401,-0.715821,41.153774,114.017684,104.502797,77.81002,3.607069,335.647072,2.602815,2.857345,0.652878,0.991847,350.9223,116.02874,174.734599,4.829965,38.635821,262.053993,36.487708,350.9223,0.138483,0.125151,0.097198,0.113614,0.119679,0.115429,0.01394,0.000344,0.242828,1.139962,0.292884,0.119679,0.138483,0.125151,-0.014549,0.626126,4.1092,  spo   ,2010,3,11,27,16,31.13333333,62.433037,51.797863,87.540009,87.872887,1,2.957752,0.261759,2.59832,0.083416,3.96,2.668584914,3.670832914,0.261759
107,107,1042077,55266.78121,2010,3,11,18,44,56.69184,0.19656,248.183872,13.958047,131.863,28.478113,131.339495,28.468106,0.255941,59.495,58.3107,-3.352744,39.88128,113.009049,102.751914,172.650646,2.647244,245.351918,2.100747,3.714461,0.768919,0.858342,350.942014,114.537915,226.60568,7.158858,39.562414,243.729775,35.427681,350.942014,0.054714,0.053556,0.076005,0.038592,0.021881,0.053355,0.003161,0.001047,0.088772,0.397021,0.154252,0.021881,0.054714,0.053556,0.258885,0.610088,-31.268189,  spo   ,2010,3,11,27,44,56.73333333,201.33905,217.572556,88.007591,88.087074,0,4.266065,0.162327,4.480115,0.083416,4.8325,3.998180322,4.564615322,0.162327
108,108,1042188,55266.79803,2010,3,11,19,9,9.3772,0.234,247.854358,39.182519,65.748032,12.752129,67.601718,12.790963,0.848767,22.385861,19.347131,-20.526643,19.727033,99.322937,94.122395,64.308615,2.970628,63.363734,2.436727,0.847798,0.221259,0.660215,350.958806,38.187111,328.394715,0.780618,27.351912,234.352128,59.909551,350.958806,4.352094,3.594763,12.803421,2.631564,0.263526,0.055838,0.067992,0.097058,1.407277,28.562299,0.077404,0.263526,4.352094,3.594763,0.268984,1.003187,-105.32658,  spo   ,2010,3,11,28,9,9.466666667,65.897507,66.818291,87.304855,87.827026,0,6.095078,0.537746,6.129078,0.25025,6.873846154,6.106910318,6.885678472,0.537746
109,109,1042224,55266.80561,2010,3,11,19,20,5.05144,0.1248,190.709182,-15.3146,228.225864,65.78,227.803238,64.07647,1.517302,38.779605,37.425496,-8.472195,36.462087,99.654773,97.513378,131.481274,1.623662,78.956144,3.184421,1.906462,0.925378,0.142265,170.966384,23.929115,141.509028,2.632342,36.551331,195.874027,-9.848217,350.966384,1.251661,1.181365,0.988054,0.70599,0.942119,0.362926,0.013844,0.019816,3.544109,5.491288,0.765332,0.942119,1.251661,1.181365,1.11052,-0.178818,-35.968101,  spo   ,2010,3,11,28,20,4.933333333,163.165924,132.806595,88.226563,88.360756,101,4.989953,0.194305,4.746263,0.083416,6.1625,4.996590455,6.169137455,0.194305
110,110,1042365,55266.83065,2010,3,11,19,56,8.09128,0.16224,263.688243,-29.790379,162.06951,67.099171,161.751873,66.688574,0.44873,72.414366,71.446702,17.657869,63.635596,110.080567,105.396221,164.321352,2.444959,339.785094,3.33432,19.675114,0.950184,0.98014,170.991387,168.860139,346.496693,87.272195,41.965836,264.489858,-6.473054,350.991387,0.042989,0.100492,0.009372,0.0977,0.284263,15.459224,0.02728,0.000541,0.20247,0.732241,121.467135,0.284263,0.042989,0.100492,-0.058212,-0.112931,9.606549,  spo   ,2010,3,11,28,56,8.066666667,337.398163,338.416107,87.680534,86.815643,101,-0.048488,0.194666,-0.336895,0.083416,1.5875,-0.25901896,1.37696904,0.194666
111,111,1042372,55266.83407,2010,3,11,20,1,3.41496,0.27144,223.643523,29.980621,261.619977,19.32572,261.392544,18.594128,0.282932,46.263463,45.03991,-12.007353,28.647287,111.310177,99.528095,5.769945,1.853799,45.974149,3.466124,8.83231,0.930133,0.61709,350.994801,72.349902,257.656883,26.248919,41.293168,209.159332,44.128003,350.994801,0.482749,0.415621,0.997269,0.319829,0.086565,2.066784,0.01546,0.009796,0.565968,2.860155,9.439066,0.086565,0.482749,0.415621,0.69367,0.767672,-39.006738,  spo   ,2010,3,11,29,1,3.5,33.748756,40.321426,87.551483,87.186623,0,5.909268,0.526632,5.892268,0.116783,6.325714286,5.675456844,6.09190313,0.526632
112,112,1060805,55420.74263,2010,8,12,17,49,22.94936,0.19344,27.696756,-4.157108,146.098105,44.675483,145.697785,44.472439,0.338651,65.755228,64.657313,13.624883,47.151301,110.110637,101.063869,104.993455,4.749606,37.235957,3.563299,-21.760767,1.026886,0.585055,319.76948,149.074722,80.454452,,41.743071,24.178959,-14.530619,139.76948,0.035198,0.048714,0.021749,0.04588,0.052785,2.889591,0.003571,0.00176,0.120987,0.535785,,0.052785,0.035198,0.048714,0.43745,-0.254485,-38.567749,  spo   ,2010,8,13,2,49,22.93333333,41.041389,49.007706,86.610939,86.719704,101,0.172604,0.246696,0.201477,0.183516,2.38,-0.044011888,2.163384112,0.246696
113,113,1065812,55452.64102,2010,9,13,15,23,3.7556,0.12792,342.054277,-5.417879,205.431227,43.427695,203.89916,39.533913,3.547447,20.530644,17.385421,-20.803467,27.325126,94.69435,92.622951,176.212336,1.190548,118.363087,0.566986,2.286714,0.685677,0.718768,170.589685,1.088936,252.671955,3.457942,36.836692,341.386278,2.027461,170.589685,1.672686,1.697336,1.864225,1.111312,0.340192,0.29073,0.034837,0.020395,1.012198,6.243457,0.665037,0.340192,1.672686,1.697336,1.679387,0.039005,-44.109596,  spo   ,2010,9,13,24,23,3.8,10.353318,0.694414,87.443314,86.776917,1,4.740062,0.200689,4.312037,0.133466,5.9985,4.857972846,6.116410846,0.200689
114,114,1065821,55452.64399,2010,9,13,15,27,20.77496,0.48048,350.301759,43.049058,319.3594,11.32325,323.64742,9.973638,0.739137,22.483969,19.590918,-19.532708,26.928605,86.894367,76.31037,338.05156,2.199687,354.685609,1.208072,1.112549,0.456875,0.604253,170.592581,28.65504,285.884371,1.173488,30.871207,12.414842,42.47494,170.592581,0.144563,0.105878,0.380699,0.07376,0.005127,0.002891,0.000934,0.00168,0.059759,0.598664,0.004573,0.005127,0.144563,0.105878,0.923159,0.752579,-62.291484,  spo   ,2010,9,13,24,27,20.83333333,117.487236,34.814266,89.504196,87.358589,0,6.057243,0.212709,5.253368,0.333667,6.795454545,6.36068419,7.098895735,0.212709
115,115,1065829,55452.64721,2010,9,13,15,31,58.8044,0.39936,356.897627,3.494204,188.864785,31.655049,187.203906,30.051885,1.502046,26.364744,23.939957,-20.611802,24.719295,99.962318,90.93234,154.596243,3.270287,90.428723,1.9506,1.878838,0.756786,0.456959,170.595714,4.033548,285.489831,2.575336,35.691246,358.544731,4.439445,170.595714,0.311921,0.357206,0.52829,0.304714,0.082495,0.053748,0.004982,0.006008,0.394141,1.6591,0.110562,0.082495,0.311921,0.357206,1.400799,0.082724,-46.78432,  spo   ,2010,9,13,24,31,58.83333333,339.526215,13.267529,88.171982,89.227882,0,6.654448,0.194562,5.558,0.417084,7.558,6.651727358,7.555279358,0.194562
116,116,1065932,55452.66935,2010,9,13,16,3,51.77632,0.25896,42.756095,52.499786,42.802337,29.376109,43.353475,29.336451,0.260455,59.943783,58.775438,-2.84621,33.757196,109.204464,95.629388,87.008268,3.923858,153.868432,3.287605,29.40413,0.973658,0.774571,170.617273,114.351195,237.758911,159.445589,41.351357,57.243285,34.298885,170.617273,0.747011,0.451301,0.687695,0.344338,0.206538,124.432192,0.030718,0.011994,0.789022,3.787669,314.538994,0.206538,0.747011,0.451301,0.354128,0.592561,-34.173335,  spo   ,2010,9,13,25,3,51.8,28.178453,39.136425,88.415138,88.190582,1,3.514715,0.229804,2.712975,0.183517,5.381666667,3.318416855,5.185368522,0.229804
117,117,1065993,55452.68204,2010,9,13,16,22,8.15992,0.17784,57.910304,17.771525,102.217296,42.366305,102.085584,42.179788,0.487328,53.518807,52.093836,-10.369634,38.525405,94.287827,87.443266,88.221273,2.868887,316.790454,1.303466,0.868127,0.71633,0.246262,350.62963,173.606015,144.052129,0.808863,27.047867,59.581067,-2.342081,170.62963,0.425883,0.308727,0.144987,0.406719,0.348272,0.021179,0.012797,0.01372,1.035228,2.783523,0.029611,0.348272,0.425883,0.308727,0.36917,-0.041051,-51.539676,  spo   ,2010,9,13,25,22,8.066666667,99.841049,129.240555,86.706039,87.125313,10,4.482769,0.187814,3.782221,0.15015,5.075,4.607767616,5.199998616,0.187814
118,118,1066111,55452.70026,2010,9,13,16,48,22.59304,0.24336,18.196219,30.290878,205.937415,5.044191,198.802089,4.667691,0.134336,34.489347,32.663017,-19.686723,30.210686,95.679952,87.512899,210.354963,0.334586,340.050166,0.116744,0.985279,0.839702,0.157938,170.647374,47.110092,327.884277,0.978,29.180004,28.641762,20.825523,170.647374,0.495926,0.430251,4.076866,0.335518,0.016999,0.014876,0.004592,0.005187,0.642904,1.304089,0.022157,0.016999,0.495926,0.430251,0.856809,0.370718,-43.012617,  spo   ,2010,9,13,25,48,22.63333333,93.10527,91.781937,85.577942,86.157829,0,6.480159,0.320798,5.823691,0.083416,7.567,6.576017231,7.662858231,0.320798
119,119,1066221,55452.71801,2010,9,13,17,13,56.1816,0.1404,115.029351,46.048812,50.293185,64.358374,50.539991,63.909387,0.567337,62.940776,61.682453,8.374246,49.730071,112.461071,108.552422,12.345886,3.352543,286.060267,2.606388,48.145466,0.987405,0.606393,170.664657,128.351524,101.557347,334.066624,41.492019,108.784196,24.229688,170.664657,0.336565,0.272602,0.256388,0.142255,0.326399,269.669092,0.024197,0.010526,0.67248,3.395524,1968.862079,0.326399,0.336565,0.272602,-0.45406,0.422741,38.719449,  spo   ,2010,9,13,26,13,56.2,233.758453,348.198761,89.752464,89.715996,101,2.266149,0.199268,-0.216168,0.25025,3.0275,2.0074185,2.7687695,0.199268
120,120,1066251,55452.72174,2010,9,13,17,19,18.48072,0.29328,63.205222,12.939527,116.315103,38.219555,116.074448,38.176994,0.278804,66.553723,65.405544,-7.271261,35.968287,121.787996,106.322533,107.005942,1.792926,300.245358,4.439278,3.750375,0.807058,0.723605,350.668289,164.129292,68.204885,7.262934,38.81246,63.656215,-8.081637,170.668289,0.082563,0.07787,0.068309,0.068556,0.061887,0.097837,0.005235,0.003009,0.167654,0.93048,0.284276,0.061887,0.082563,0.07787,0.296981,-0.141328,-40.122234,  spo   ,2010,9,13,26,19,18.66666667,4.572464,351.63916,87.048134,87.516762,1,5.156638,0.188826,3.733778,0.083416,6.395,4.727552232,5.965914232,0.188826
121,121,1066287,55452.72789,2010,9,13,17,28,9.57648,0.33072,2.039874,-5.591823,219.555482,48.652659,218.677233,46.063348,2.231782,27.048578,24.857244,-7.00896,26.229966,102.914878,96.649819,150.11625,3.586032,94.366796,4.2983,1.931669,0.774412,0.435761,350.674275,5.710055,107.39188,2.684721,35.87056,359.639685,-5.940286,170.674275,0.581195,0.565064,0.576084,0.354659,0.173754,0.090543,0.008359,0.009381,0.567253,2.407092,0.188986,0.173754,0.581195,0.565064,1.381631,-0.110467,-46.086093,J5_sTa  ,2010,9,13,26,28,9.7,301.896851,300.868805,87.302841,86.618332,1,4.480297,0.260806,3.853642,0.083416,5.737272727,4.413650285,5.670626012,0.260806
122,122,1066689,55452.77103,2010,9,13,18,30,16.72384,0.13104,73.349381,41.039556,65.679639,22.060546,66.237234,22.11741,0.376023,43.312476,41.724631,-18.244882,23.616269,87.03236,82.325658,35.663285,3.456798,20.160303,2.585813,0.599965,0.690653,0.185597,170.716282,127.071583,355.092996,0.464717,16.764365,76.837626,18.359419,170.716282,2.697604,1.934039,4.482732,1.804349,0.566424,0.01905,0.0488,0.033642,5.001956,5.554423,0.022155,0.566424,2.697604,1.934039,0.067573,0.319116,-75.775554,  spo   ,2010,9,13,27,30,16.53333333,111.221947,112.162437,86.279396,86.231934,10,4.406276,0.269264,3.647219,0.116783,5.347857143,4.703917707,5.64549885,0.269264
123,123,1066724,55452.77377,2010,9,13,18,34,13.85008,0.21216,97.520143,27.872926,84.946978,42.955798,84.989578,42.866295,0.34184,64.227073,62.993645,-6.354621,41.225971,98.811105,88.89282,99.847441,3.965738,230.752565,2.010877,1.810293,0.6147,0.697506,170.718954,170.66523,101.203778,2.435697,35.445318,96.665162,4.608843,170.718954,0.296779,0.186888,0.149457,0.236576,0.24813,0.081751,0.017447,0.012876,0.372068,4.231624,0.16515,0.24813,0.296779,0.186888,-0.274821,0.080605,47.893908,  spo   ,2010,9,13,27,34,13.83333333,47.728031,22.31595,85.508911,87.334915,10,3.967336,0.227925,3.828972,0.216884,4.7925,3.98810158,4.81326558,0.227925
124,124,1067092,55452.80451,2010,9,13,19,18,29.57312,0.1248,84.410803,48.06946,47.572266,23.317853,48.131265,23.380084,0.162809,67.208045,66.169305,-13.08185,33.690109,105.058242,97.428577,10.279048,1.134982,265.135288,1.249472,26.558903,0.962672,0.991388,170.748885,137.593674,165.978991,136.872183,41.315021,85.891641,24.711234,170.748885,0.780434,0.51761,0.968062,0.393268,0.200085,396.007848,0.035775,0.003806,0.887774,3.810499,11408.62447,0.200085,0.780434,0.51761,-0.081063,0.428056,10.122594,  spo   ,2010,9,13,28,18,29.5,228.799286,228.799286,85.382217,85.382217,0,2.789475,0.235605,2.241841,,4.8425,2.681898279,4.734923279,0.235605
125,125,1067308,55452.81923,2010,9,13,19,39,41.67824,0.25272,81.473812,11.096544,141.660333,28.681027,141.146468,28.671853,0.181282,70.79543,69.803483,0.937494,35.698746,117.202256,101.352957,197.223113,3.486918,268.238347,4.177575,28.470702,0.964665,1.006005,350.763223,159.291726,358.959674,151.913816,41.342037,81.443251,-12.088473,170.763223,0.051405,0.047092,0.08404,0.029915,0.02022,2.204996,0.002732,2.70E-05,0.080665,0.345523,17.677483,0.02022,0.051405,0.047092,-0.009115,-0.210594,0.75988,  spo   ,2010,9,13,28,39,41.76666667,29.71323,8.732684,87.660141,88.805931,1,2.925422,0.193422,1.404106,0.183517,3.8125,2.576718395,3.463796395,0.193422
126,126,1101816,55544.52907,2010,12,14,12,41,51.69768,0.16848,114.184336,32.553029,72.805108,52.924556,73.029819,51.908199,1.37667,36.363267,34.320371,-2.158336,44.786862,98.436395,94.656745,58.947074,3.370425,13.132941,0.986776,1.26438,0.891694,0.13694,262.261875,24.354938,325.723572,1.421728,33.680002,110.58336,10.827036,262.261875,0.36821,0.276848,0.244383,0.232137,0.196926,0.03031,0.00365,0.004269,0.756653,1.067888,0.051143,0.196926,0.36821,0.276848,1.05151,0.195693,-37.691203,J5_Gem  ,2010,12,14,21,41,51.66666667,23.108231,224.77739,86.438629,88.489906,1,3.95841,0.198548,1.678061,0.467134,5.196,3.988872267,5.226462267,0.198548
127,127,1101832,55544.54965,2010,12,14,13,11,30.04864,0.35568,112.680873,31.653499,77.425806,46.142915,77.60942,45.373459,1.191249,36.168569,34.139458,-3.958474,44.539232,99.785294,90.742452,76.579504,2.674305,258.745452,2.669287,1.310855,0.89122,0.142595,262.282806,21.216265,324.552915,1.500831,34.058537,109.452816,9.734488,262.282806,0.367455,0.202593,0.150484,0.27224,0.175035,0.032764,0.003168,0.004318,0.515212,1.165308,0.056286,0.175035,0.367455,0.202593,1.073395,0.176257,-37.676591,J5_Gem  ,2010,12,14,22,11,30.06666667,56.671635,44.039555,87.14193,88.288605,1,2.538923,0.186402,1.722192,0.116783,2.7925,2.541224054,2.794801054,0.186402
128,128,1101930,55544.62923,2010,12,14,15,6,5.12872,0.19968,198.783235,52.836823,35.1539,74.858838,35.591385,73.437134,1.505619,42.716217,41.026217,6.79642,33.809258,108.901051,106.48464,57.357363,7.801388,79.669688,4.271249,1.285372,0.246439,0.968606,262.363729,79.373023,203.198942,1.457281,33.855461,166.38522,53.95285,262.363729,1.535969,0.963,0.869194,0.397657,1.293896,0.174003,0.097626,0.009267,2.388194,21.174087,0.298928,1.293896,1.535969,0.963,0.070649,0.907485,-20.316353,J5_daD  ,2010,12,14,24,6,5.333333333,73.645576,75.1632,85.783287,85.87027,101,2.049642,0.235094,1.815178,0.083417,2.7325,1.84429011,2.52714811,0.235094
129,129,1101995,55544.65759,2010,12,14,15,46,55.97608,0.27768,115.166027,31.508249,96.376909,16.372501,96.139529,16.558251,0.398773,36.234749,34.376428,-16.749772,22.872046,98.977222,89.389935,140.014055,3.507882,166.877146,2.857622,1.216791,0.897515,0.124703,262.392576,23.394127,327.816599,1.342222,33.258377,111.596614,9.93775,262.392576,1.166789,0.783954,1.901393,0.846467,0.163695,0.057456,0.006138,0.010904,1.863379,3.605269,0.095204,0.163695,1.166789,0.783954,1.039155,0.179481,-37.402546,J5_Gem  ,2010,12,14,24,46,55.96666667,118.963547,132.355087,86.87719,86.823746,0,6.597549,0.553032,6.54346,0.083416,7.22375,6.615800392,7.242001392,0.553032
130,130,1102049,55544.67616,2010,12,14,16,13,39.85896,0.31824,102.30975,16.72148,181.209451,18.135925,179.478623,17.808869,0.324771,41.986372,40.49349,-12.301281,31.779817,111.477303,98.755957,356.649404,0.477615,358.960031,2.92871,8.975664,0.981968,0.161852,82.411455,14.586399,133.352766,26.890562,41.899493,101.852171,-6.211381,262.411455,0.124601,0.157645,0.37662,0.153004,0.035764,0.655524,0.00123,0.002037,0.413226,0.679371,2.952956,0.035764,0.124601,0.157645,1.209187,-0.113721,-33.19864,J5_noO  ,2010,12,14,25,13,40.03333333,149.839584,152.175003,86.867744,86.924019,1,4.076206,0.637163,3.330567,0.233566,4.945,3.840198288,4.708992288,0.637163
131,131,1102080,55544.68323,2010,12,14,16,23,51.14808,0.34632,114.644407,32.276332,105.613542,8.22663,104.508236,8.61564,0.20369,35.805165,33.981536,-10.678968,36.642916,100.746651,88.561799,245.366605,0.624236,270.108597,1.800285,1.225122,0.889101,0.135865,262.418649,23.729231,326.249134,1.356028,33.335247,111.020198,10.619229,262.418649,0.084409,0.074629,0.388612,0.052921,0.005004,0.003431,0.000413,0.000757,0.148954,0.244145,0.005696,0.005004,0.084409,0.074629,1.047381,0.191893,-37.900719,J5_Gem  ,2010,12,14,25,23,51.2,356.057251,357.012634,88.455841,87.939781,0,1.679837,0.577407,1.202969,0.15015,3.816969697,1.663555028,3.800687725,0.577407
132,132,1102100,55544.68791,2010,12,14,16,30,35.75904,0.234,151.064129,-1.013794,121.4034,54.61656,121.192248,54.376549,0.404671,67.489606,66.298581,3.784115,43.346649,114.003629,104.734122,154.150434,3.513183,272.292107,4.297324,3.664705,0.815539,0.675997,82.423412,156.013916,72.382708,7.0155,40.099528,153.472096,-12.043181,262.423412,0.071362,0.072203,0.03555,0.070334,0.115154,0.158027,0.007852,0.003756,0.13059,1.276499,0.454221,0.115154,0.071362,0.072203,0.327558,-0.21055,-39.75109,  spo   ,2010,12,14,25,30,35.83333333,254.198502,275.029205,89.179207,86.916176,1,3.628963,0.215593,2.987356,0.550551,5.13,3.340284987,4.841321987,0.215593
133,133,1102431,55544.73409,2010,12,14,17,37,5.1136,0.12168,101.913407,10.198918,224.054981,31.647431,223.294069,30.730283,0.598355,41.1015,39.715561,-20.9691,24.594027,103.856038,99.59764,146.026896,1.366669,92.90852,1.827139,6.600034,0.969421,0.201824,82.470369,26.896257,127.952172,16.955839,41.460087,102.022866,-12.743141,262.470369,2.791126,2.740449,3.78627,1.919142,0.837472,22.927935,0.031188,0.04072,6.062886,13.064536,21.039191,0.837472,2.791126,2.740449,1.189552,-0.232773,-34.694778,J5_Gem  ,2010,12,14,26,37,5.233333333,61.108784,31.298147,88.68174,88.532509,1,5.224226,0.201655,5.115657,0.083416,6.238333333,5.141449448,6.155556781,0.201655
134,134,1102468,55544.73957,2010,12,14,17,44,58.61728,0.42432,71.651602,22.540715,270.333784,48.354109,270.332232,42.850032,4.659496,18.943956,15.668033,-22.743333,22.005459,91.618934,85.768803,207.147076,2.397949,132.130174,3.434001,1.697384,0.573336,0.724213,262.475942,0.08267,254.048268,2.211414,36.316306,73.097276,0.173002,262.475942,0.982559,0.741764,0.57732,0.621513,0.189303,0.065453,0.014689,0.009863,0.19804,177.387706,0.128021,0.189303,0.982559,0.741764,1.683125,0.003318,-46.063974,J5_nTa  ,2010,12,14,26,44,58.8,77.307899,71.938049,87.332298,86.903435,1,4.251814,0.635752,3.483164,0.266933,4.892,4.439985498,5.080171498,0.635752
135,135,1102547,55544.74812,2010,12,14,17,57,17.82952,0.234,103.646999,20.610752,243.789246,26.272772,243.152902,25.156041,0.627759,36.500207,34.924381,-11.178171,36.109622,98.298942,90.574744,166.451926,0.862867,86.819431,2.269039,2.054671,0.910696,0.18349,82.484643,4.274065,134.988059,2.94519,37.583661,102.76802,-2.224306,262.484643,0.542594,0.49258,0.717299,0.387341,0.116284,0.108194,0.002424,0.006782,0.962532,2.189678,0.232983,0.116284,0.542594,0.49258,1.200007,-0.040704,-36.783768,  spo   ,2010,12,14,26,57,17.96666667,128.974716,122.406334,86.259995,85.514648,0,5.643746,0.612728,4.300022,0.183517,6.866666667,5.680755529,6.903676196,0.612728
136,136,1102562,55544.75115,2010,12,14,18,1,39.13584,0.25272,170.394466,27.5424,90.555505,35.199466,90.547709,35.222372,0.244404,68.028304,66.891918,-3.56729,35.404361,119.15946,105.080457,38.156357,2.695523,304.979193,4.275425,6.554433,0.867521,0.868326,262.487719,141.326451,221.728904,16.780415,41.448575,159.914812,21.432434,262.487719,0.192823,0.125694,0.124215,0.153062,0.12689,0.680886,0.013838,0.003883,0.195161,1.694668,2.627264,0.12689,0.192823,0.125694,0.210301,0.372441,-27.314929,J5_Com  ,2010,12,14,27,1,39.3,106.841881,85.215645,88.739685,87.530617,0,4.893559,0.222966,3.571446,0.183517,5.7375,4.510512418,5.354453418,0.222966
137,137,1102665,55544.76022,2010,12,14,18,14,43.04832,0.30264,110.073489,27.830079,256.69527,20.849647,256.286462,19.847235,0.465412,37.626853,36.086537,-11.316671,23.731671,104.404189,93.728378,94.381466,1.733635,84.32592,4.286199,1.639299,0.920979,0.129539,262.496946,13.33735,324.223786,2.098877,36.052739,107.757742,5.621198,262.496946,3.468353,2.878309,5.89561,2.355464,0.580573,0.437122,0.011329,0.035022,7.710515,12.55525,0.868538,0.580573,3.468353,2.878309,1.113366,0.102122,-35.659959,J5_Gem  ,2010,12,14,27,14,43.23333333,64.512413,341.972687,88.570206,88.82476,1,4.044504,0.58119,3.275639,0.25025,4.821111111,3.949920209,4.72652732,0.58119
138,138,1102934,55544.7831,2010,12,14,18,47,39.81168,0.234,143.944142,26.423133,164.855516,8.706554,162.450972,8.733934,0.078353,58.786191,57.712645,-11.852531,28.228247,114.860448,101.253264,197.781013,2.815439,214.274758,2.342395,2.242159,0.902501,0.218608,262.520214,144.641778,309.781532,3.357373,38.07562,137.621326,11.456854,262.520214,0.225698,0.270959,0.913765,0.239122,0.038232,0.070212,0.003604,0.003061,0.782402,0.994997,0.157773,0.038232,0.225698,0.270959,0.60022,0.201944,-37.678791,  spo   ,2010,12,14,27,47,39.9,86.649673,86.594559,86.706322,85.769989,0,5.94485,0.646623,4.824533,0.15015,6.1025,5.641374786,5.799024786,0.646623
139,139,1102995,55544.7877,2010,12,14,18,54,17.53368,0.50232,101.388762,9.998737,247.017844,45.355544,246.537458,42.699533,2.102206,26.756339,24.609076,-14.758506,27.838381,100.77867,91.022277,283.607047,3.828017,17.463127,3.378169,1.139286,0.709503,0.330959,82.524896,13.847014,126.820811,1.216043,32.481718,101.51177,-12.985199,262.524896,0.402554,0.389171,0.367399,0.267417,0.11501,0.018169,0.003904,0.006094,0.452533,1.536905,0.029094,0.11501,0.402554,0.389171,1.1979,-0.237376,-48.180132,J5_Mon  ,2010,12,14,27,54,17.56666667,206.163071,209.651398,87.443207,87.539169,1,6.67005,0.691848,4.693551,0.083417,7.37,6.648356793,7.348306793,0.691848
140,140,1103226,55544.80598,2010,12,14,19,20,36.78968,0.14352,115.524794,33.013945,276.134403,28.27392,276.273613,26.977436,0.737502,34.984729,33.359577,-11.597308,22.34156,97.245107,92.823705,258.254435,4.016495,249.574049,2.901625,1.167877,0.879455,0.140781,262.543484,24.832165,326.244545,1.262105,32.782824,111.635142,11.473236,262.543484,2.066247,1.011665,1.42092,1.559277,0.516756,0.111064,0.010492,0.018324,3.9249,5.795762,0.180996,0.516756,2.066247,1.011665,1.03697,0.207136,-38.579262,J5_Gem  ,2010,12,14,28,20,36.83333333,314.293854,325.781342,87.377838,87.519203,10,5.460255,0.546782,4.598943,0.083417,6.845,5.515576352,6.900321352,0.546782
