,ID,day_tomoe,theta,distance,az1[deg]_sensor,el1[deg]_sensor,az2[deg]_sensor,el2[deg]_sensor,az3[deg]_sensor,el3[deg]_sensor,az4[deg]_sensor,el4[deg]_sensor
347,591723_054,18,0.12145214,0.148610948,236.1301591,27.13468197,235.8493588,26.85967223,235.3007995,27.30313135,235.5811193,27.57878043
348,591732_053,18,0.871755318,0.150684125,236.4160725,25.81541774,236.1375386,25.54115533,235.5958561,25.98515032,235.8732041,26.26065077
349,591732_054,18,0.326929041,0.15132739,236.4154556,25.81532613,236.1372878,25.54127061,235.595782,25.98518662,235.873257,26.26059609
350,591741_054,18,0.00031836,0.149103235,236.6957349,24.4927146,236.4202011,24.21928869,235.8853028,24.66316147,236.1606461,24.93857647
351,600612_110,19,0.10412743,0.096355148,234.1915447,27.61273942,233.9143647,27.33409667,233.3556751,27.77129258,233.6334314,28.04986305
352,600623_111,19,30.47001555,0.968645088,235.7038217,27.48475439,235.4224144,27.20956006,234.8714454,27.65180029,235.1518642,27.92778675
353,601811_105,19,1.013547823,0.043658251,233.5821497,27.0277838,233.3082695,26.74745699,232.7490233,27.1792351,233.0221121,27.46047949
354,602442_052,19,48.9652506,3.438979514,236.8701508,25.44876846,236.5925413,25.17472364,236.0531111,25.61892556,236.3306184,25.89397776
355,603312_004,19,1.319743138,0.191596242,234.6138344,27.29067762,234.3355054,27.01348027,233.7814386,27.45249477,234.0594394,27.72995419
356,603912_062,19,0.898467479,1.862746842,234.624526,27.2831913,234.3465491,27.00633869,233.7922723,27.44454747,234.0703233,27.72243194
357,603922_063,19,0.092829546,1.873395709,235.5243349,26.55596381,235.244604,26.28171433,234.6995359,26.72601815,234.9794496,27.00096694
358,604013_056,19,71.39290887,2.829007002,234.1308463,28.75186254,233.851317,28.47309252,233.2858002,28.90686319,233.5640998,29.18712059
359,604411_114,19,1.823254373,0.020966158,233.8067821,26.86150622,233.5327553,26.58156639,232.9756715,27.01497586,233.2493192,27.29526084
360,604421_114,19,43.9562965,0.746875828,234.7085917,26.14008903,234.4318953,25.86370144,233.8847157,26.30309784,234.1600687,26.58085505
361,604512_062,19,0.410800566,0.064770257,234.6232256,27.28560447,234.3454263,27.00912531,233.7918358,27.44816062,234.0713578,27.72639462
362,604531_081,19,3.725697271,0.098626617,235.8105255,25.23957395,235.5347409,24.96500583,234.9939894,25.40701893,235.2687317,25.68356506
363,604543_080,19,49.88063715,1.955811714,237.8966333,25.67791746,237.6147843,25.40775712,237.0807066,25.85825199,237.362967,26.13014908
364,606414_116,19,0.992406006,0.109381131,235.6331417,28.64800133,235.3490159,28.37329506,234.7916378,28.81519045,235.0757112,29.09102243
365,606514_018,19,0.929916391,0.068037101,235.8523022,28.47173029,235.5679919,28.19755106,235.0127287,28.64063546,235.297128,28.91628821
366,606524_019,19,1.493809825,0.03941403,236.7553731,27.73929174,236.4717557,27.46659898,235.9235341,27.91243313,236.2076525,28.1868075
367,606534_019,19,2.841518274,0.013539991,237.6465154,27.00279763,237.3619211,26.73146244,236.8202108,27.18025819,237.1041685,27.45290242
368,606613_030,19,0.321123764,0.129985665,234.135302,28.75801145,233.8563082,28.47865406,233.2897529,28.91269204,233.5684438,29.19264441
369,606623_030,19,0.335186131,0.137459075,235.0520539,28.03757952,234.7722636,27.76086938,234.2137864,28.19903943,234.4937583,28.47738072
370,606914_052,19,0.509961671,0.096607312,235.4085716,28.83119571,235.1244582,28.55589784,234.564743,28.996321,234.8482621,29.27371219
371,606914_053,19,0.602910028,0.095739589,235.4085425,28.83124498,235.1245151,28.5560196,234.564864,28.99634238,234.8482896,29.27370653
372,606914_054,19,0.7800014,0.089068614,235.4085281,28.83121458,235.1247208,28.5561535,234.5649793,28.99655866,234.8481892,29.27391326
373,606916_080,19,0.436668045,0.113482275,236.6504304,30.01178638,236.3602157,29.73918091,235.7989564,30.18496884,236.0895343,30.45926245
374,606924_053,19,0.610697323,0.08600394,236.3192387,28.10230054,236.0351219,27.82817601,235.4826977,28.27243023,235.7658707,28.54730444
375,606924_054,19,0.781180808,0.080621575,236.319166,28.10247616,236.0350951,27.8280196,235.4826276,28.27247642,235.7657924,28.54719663
376,606926_079,19,0.501451018,0.106551919,237.562799,29.2752492,237.2727308,29.00442838,236.7190952,29.45372372,237.0097482,29.72592097
377,606934_054,19,1.956253118,0.068975688,237.2159943,27.36952426,236.9323766,27.09666597,236.3859464,27.54360888,236.6697211,27.81698649
378,607224_052,19,7.558443856,2.37057756,235.6629454,28.63527175,235.3799564,28.35939878,234.8210666,28.80000322,235.1039046,29.07665792
379,607521_115,19,0.37162459,0.122064295,234.4988342,26.32117773,234.2232617,26.04398603,233.673166,26.48242329,233.9488989,26.76008431
380,607542_116,19,1.20557418,0.088330476,236.8811215,25.46072149,236.6037772,25.18696115,236.0640286,25.63097,236.3411803,25.90644107
381,607713_045,19,1.744282668,0.094645651,235.2354765,27.88850341,234.9543685,27.61263431,234.3989367,28.05249405,234.6796944,28.32962663
382,607723_045,19,2.411656576,0.059356407,236.1348536,27.15856786,235.853915,26.88459107,235.3055035,27.32872188,235.587821,27.60431506
383,607733_045,19,2.864040549,0.011968718,237.0249569,26.42792986,236.7444319,26.15577087,236.2029213,26.60188012,236.4838547,26.87588988
384,608112_049,19,1.103598762,0.098897514,234.1999975,27.63451374,233.9229517,27.35599558,233.3640976,27.79217603,233.6425438,28.07108952
385,608112_050,19,0.073079093,0.100172648,234.1999811,27.63446053,233.9231158,27.35584018,233.364231,27.79209871,233.6426908,28.07095214
386,608122_050,19,0.284263167,0.099383475,235.1070498,26.91164557,234.8278064,26.63578344,234.2783361,27.07818865,234.55807,27.35379248
387,608211_119,19,0.107055078,0.119089739,233.8203755,26.86244736,233.5462364,26.58210814,232.9889011,27.01569969,233.262563,27.29648835
388,608232_119,19,1.355590445,0.089098008,236.214395,26.01196818,235.9361912,25.73778111,235.3932897,26.18119702,235.6714829,26.45649279
389,608312_014,19,1.14911538,0.132619553,234.6361844,27.28723236,234.3587118,27.01040088,233.8039463,27.44887678,234.0828825,27.72655561
390,608321_014,19,2.060679255,0.092290666,234.9349134,25.96768185,234.6583065,25.69274982,234.1124593,26.1320463,234.389338,26.40939085
391,608412_117,19,0.089230138,0.066732974,233.5341579,28.15771385,233.259008,27.87710491,232.6931115,28.30973016,232.9707598,28.59050547
392,608412_118,19,2.239856741,0.06524406,233.5344523,28.15791941,233.2590574,27.87713936,232.6932776,28.30973996,232.9703871,28.59001192
393,608421_117,19,1.860758005,0.077042786,233.8541447,26.84065482,233.5791589,26.56159893,233.0235935,26.99641927,233.2977025,27.27668055
394,608421_118,19,0.325033453,0.07545331,233.8540593,26.84069614,233.5793221,26.561731,233.0235482,26.9965369,233.2977592,27.27681433
395,609321_024,19,0.127065477,0.125242,234.5094106,26.31754677,234.233003,26.04031149,233.6835917,26.4785473,233.9588549,26.75703165
396,609526_115,19,2.046078721,0.015384885,238.0049221,28.91305146,237.7138163,28.6432299,237.1655128,29.0951617,237.4558277,29.36630907
397,609621_102,19,0.405143287,0.089970772,233.856819,26.84102471,233.5819522,26.56175734,233.0263045,26.99650043,233.3002567,27.27651841
398,609721_086,19,46.73204287,0.649759225,234.0727901,26.6683254,233.798324,26.38998326,233.2439264,26.82567807,233.5189102,27.10514645
399,609741_086,19,20.87071832,2.249358054,235.8662873,25.22725155,235.5922277,24.95139296,235.0495273,25.39260746,235.3252802,25.66948484
400,609924_064,19,2.031482038,0.016609631,236.3226657,28.10559746,236.0387876,27.83178781,235.4859681,28.2753009,235.7698581,28.55088549
401,610023_093,19,3.35400993,0.023289658,235.9258833,27.33600328,235.6449908,27.06218906,235.0945158,27.50447925,235.3759909,27.78046228
402,610211_108,19,0.383937938,0.078658215,232.9388655,27.55650239,232.6665523,27.27421944,232.1011167,27.70190074,232.3726628,27.98514656
403,610423_003,19,3.203457961,0.16852676,235.490664,27.69230605,235.2103175,27.41646621,234.6560379,27.85697884,234.9364195,28.13428472
404,611011_080,19,2.462811283,0.215074482,233.3835414,27.21215716,233.1110233,26.93122341,232.5486199,27.36154717,232.8219383,27.64405161
405,611012_070,19,27.80542364,1.195179613,233.9803583,27.81340254,233.702977,27.53466393,233.1426218,27.96896048,233.4192285,28.24926903
406,611014_081,19,36.10028046,1.830894471,235.1931865,29.01108606,234.9096499,28.7349092,234.3478255,29.17452804,234.6308929,29.45145732
407,611016_080,19,37.03024469,2.833887798,236.4344551,30.19422266,236.1445663,29.92068168,235.5809719,30.36525898,235.8710268,30.63976594
408,611021_093,19,0.712718154,0.129630176,234.291258,26.49597423,234.0160735,26.21786859,233.4646673,26.65532281,233.7397033,26.93342811
409,611021_093,19,0.56364007,0.104741205,234.291258,26.49597423,234.0160735,26.21786859,233.4646673,26.65532281,233.7397033,26.93342811
410,611031_093,19,0.497813214,0.139509326,235.1899684,25.77614548,234.9152482,25.49904852,234.3686044,25.93769524,234.6430793,26.21575603
411,611031_093,19,0.778545011,0.095011101,235.1899684,25.77614548,234.9152482,25.49904852,234.3686044,25.93769524,234.6430793,26.21575603
412,611111_020,19,1.372145239,0.184003943,233.6023731,27.04101328,233.3291327,26.76002902,232.7694068,27.19232735,233.0424748,27.47355893
413,611121_019,19,0.252085865,0.176025185,234.5070026,26.32245645,234.2311133,26.04498215,233.6817629,26.48360344,233.9570269,26.76146158
414,611122_043,19,1.149651862,0.112516094,235.1068606,26.91786298,234.8274751,26.64232108,234.2783419,27.08403492,234.5574767,27.36031782
415,611132_042,19,1.934505299,0.080342458,236.0033247,26.19637378,235.7243073,25.92074644,235.1798937,26.3635831,235.4570564,26.63900088
416,611215_088,19,1.504627651,0.084056584,236.2525518,29.24889286,235.964911,28.97351815,235.4066926,29.41813867,235.6935665,29.69365629
417,611225_088,19,1.647413545,0.054311052,237.1574479,28.51429428,236.8690334,28.24123256,236.3190837,28.69185507,236.6064367,28.96310756
418,611623_104,19,1.600716175,0.131206028,235.4951199,27.69137351,235.2125481,27.41545864,234.660081,27.85562428,234.9402329,28.13252846
419,611633_104,19,1.906956114,0.105584777,236.3958624,26.96654221,236.115003,26.69271328,235.5676115,27.13509975,235.8475613,27.41095279
420,611921_091,19,13.49790067,1.03130813,234.9341176,25.97559856,234.6577506,25.69979139,234.1119335,26.13983182,234.387729,26.41726934
421,612016_105,19,77.60733005,4.445165567,235.9874108,30.55122673,235.6975973,30.27653214,235.1296002,30.71881886,235.4186496,30.99474483
422,612021_105,19,2.565095327,0.152151615,233.857418,26.84291298,233.5838167,26.564255,233.0268236,26.99803908,233.3023955,27.279221
423,612023_106,19,76.4083767,1.87011921,235.0595122,28.04277982,234.7791241,27.76601085,234.2208723,28.20396015,234.5000443,28.48248658
424,612024_106,19,76.7604709,2.741840678,235.6702399,28.63978584,235.3874556,28.36402529,234.8272356,28.80415278,235.1105251,29.08147875
425,612312_050,19,10.00725374,0.715158633,234.1984963,27.64345904,233.9205349,27.36546836,233.3624318,27.80080566,233.6391002,28.08026879
426,612821_086,19,0.589717977,0.096285047,234.2925029,26.49801325,234.0171654,26.22032451,233.4650583,26.65732539,233.740198,26.93614272
427,612932_097,19,5.634506501,0.000984659,236.0027629,26.19798375,235.7251218,25.92316794,235.1802619,26.36543299,235.4580185,26.64152851
428,612942_097,19,6.462838327,0.120692297,236.8910278,25.46473388,236.6132358,25.19019436,236.0734153,25.63449888,236.3504356,25.90970204
429,613023_007,19,1.015877442,0.060895051,235.9286003,27.33983365,235.6477919,27.06476363,235.0975242,27.50768148,235.3783905,27.78336472
430,613033_007,19,0.795194261,0.080546241,236.8232255,26.61145537,236.5423047,26.33770715,235.9984135,26.78280741,236.2790049,27.05708248
431,613411_021,19,52.57835993,0.093154982,233.3874401,27.21175103,233.1146302,26.93049886,232.5528551,27.36104733,232.8253783,27.64322417
432,613412_021,19,20.26083231,0.869585927,233.9840287,27.81341759,233.7073856,27.53432941,233.1462619,27.9688342,233.4229613,28.24889447
433,613421_021,19,0.689089046,0.234168198,234.2962606,26.49554683,234.0206835,26.21787639,233.4689983,26.65440992,233.7435634,26.93321998
434,613421_022,19,20.67808172,0.407557385,234.2959067,26.49527537,234.0205205,26.21764053,233.468677,26.65416663,233.7435972,26.93296699
435,613614_096,19,1.738748186,0.066272992,235.6394357,28.65748954,235.355465,28.38221326,234.7979537,28.82440534,235.0813359,29.10009709
436,614031_048,19,0.138632176,0.062224265,235.2000011,25.77184848,234.9255893,25.494099,234.3783998,25.93327039,234.6532552,26.21085785
437,614031_048,19,0.153488611,0.054464931,235.2000011,25.77184848,234.9255893,25.494099,234.3783998,25.93327039,234.6532552,26.21085785
438,614031_048,19,63.21749147,0.005377455,235.2000011,25.77184848,234.9255893,25.494099,234.3783998,25.93327039,234.6532552,26.21085785
439,614031_049,19,0.642483332,0.062420645,235.1996089,25.77157832,234.9253021,25.49455098,234.3783525,25.93300328,234.6528073,26.2113487
440,614031_049,19,0.294463325,0.053997595,235.1996089,25.77157832,234.9253021,25.49455098,234.3783525,25.93300328,234.6528073,26.2113487
441,614032_048,19,0.723777473,0.063898409,235.7988075,26.36879725,235.5215019,26.09294311,234.9741991,26.53432507,235.2514775,26.81083378
442,614032_048,19,1.188574404,0.054603087,235.7988075,26.36879725,235.5215019,26.09294311,234.9741991,26.53432507,235.2514775,26.81083378
443,614041_048,19,63.92839771,1.20720516,236.0877842,25.047012,235.8130299,24.7711774,235.2727516,25.21389773,235.5477344,25.49027671
444,614043_048,19,1.223456803,0.076839095,237.2918719,26.22388175,237.0107278,25.9513848,236.4704872,26.39834685,236.751543,26.67197013
445,614043_048,19,0.773665671,0.066702841,237.2918719,26.22388175,237.0107278,25.9513848,236.4704872,26.39834685,236.751543,26.67197013
446,614044_048,19,2.596683525,0.096628484,237.9014121,26.8120069,237.6170853,26.54072875,237.0765134,26.99035979,237.3607665,27.26274009
447,614044_048,19,2.139256333,0.086829431,237.9014121,26.8120069,237.6170853,26.54072875,237.0765134,26.99035979,237.3607665,27.26274009
448,614113_106,19,15.02916227,1.904625243,234.8142,28.2355258,234.5338009,27.95828539,233.9742054,28.39534424,234.2540603,28.67387241
449,614113_116,19,1.421274758,0.089316358,234.8143959,28.23532755,234.5339405,27.95822443,233.9743283,28.39525741,234.2539065,28.67384177
450,614113_117,19,3.038250588,0.076572013,234.8144632,28.235353,234.5340845,27.9579973,233.9739716,28.39513868,234.2540389,28.67382493
451,614123_117,19,2.058276745,0.048331772,235.7212132,27.50910417,235.4404588,27.23358306,234.8884274,27.67526395,235.1689661,27.95196424
452,614215_023,19,1.750862456,0.105933491,236.2613277,29.24512557,235.9741994,28.97067663,235.4151736,29.41516831,235.7022872,29.68995419
453,614511_120,19,63.30788874,1.433548373,233.1644841,27.3865087,232.8921001,27.1056352,232.328176,27.53430317,232.600299,27.81750441
454,614512_089,19,23.04671404,0.026324068,233.7599072,27.98979596,233.4835078,27.71016822,232.9203615,28.14345933,233.1968754,28.42404051
455,614512_090,19,0.420540254,0.108803533,233.7600418,27.98980683,233.4837839,27.71003032,232.9205136,28.14323089,233.1968223,28.42406177
456,614512_091,19,0.070592347,0.105650042,233.760231,27.98959157,233.4839158,27.71000779,232.9205693,28.14311394,233.1969475,28.42393003
457,614541_118,19,85.81391655,2.666693351,235.8698915,25.2320527,235.5955603,24.95618122,235.0536034,25.39720947,235.3279371,25.67378108
458,614711_075,19,0.600930639,0.120735754,233.6036953,27.04366797,233.3300741,26.76339026,232.7703975,27.19480759,233.0432885,27.47630967
459,614722_075,19,1.331517444,0.089851562,235.1071834,26.92137843,234.8288125,26.64646093,234.2793308,27.08705751,234.5583138,27.36383976
460,614732_075,19,1.501822016,0.069048908,236.0045498,26.19933925,235.7263581,25.92437275,235.1810968,26.36662566,235.4586242,26.64251994
461,614732_076,19,2.08613984,0.055641607,236.0046527,26.19948556,235.7262105,25.92438642,235.1812398,26.36664259,235.4586435,26.64243801
462,615111_095,19,16.38059511,1.820403397,233.1673091,27.38509973,232.8942904,27.10381278,232.3307021,27.53239662,232.6028171,27.81426242
463,615216_112,19,79.71196619,0.70358759,236.4365647,30.19707862,236.1462255,29.92245709,235.5830178,30.36761065,235.8723465,30.64195464
464,615711_103,19,0.150019941,0.129467617,233.1692565,27.38198556,232.8971865,27.10077923,232.3333759,27.52987244,232.6056107,27.81224716
465,615721_103,19,0.777658005,0.119825808,234.0818304,26.6676668,233.8064476,26.38974378,233.2527271,26.82534242,233.526215,27.10474218
466,615911_083,19,0.595095851,0.163518326,233.6089673,27.03950954,233.3354486,26.75836193,232.7757111,27.19067729,233.0487814,27.47194786
467,616024_020,19,41.35149173,1.349878941,236.5480746,27.92837555,236.2637731,27.65435425,235.7127357,28.0997967,235.9962925,28.37412506
468,616032_114,19,0.224808058,0.156882459,236.2216584,26.01774467,235.9429746,25.7428981,235.3996409,26.18614141,235.6779978,26.46175947
469,616115_031,19,1.511457579,0.095741571,236.4780518,29.07130278,236.190685,28.79731051,235.6340154,29.24234126,235.9209743,29.51676094
470,616125_031,19,2.201065933,0.059111449,237.3795037,28.33375537,237.0910058,28.06198592,236.5431519,28.51191174,236.830816,28.78442603
471,616511_115,19,0.951906682,0.068213715,233.6098545,27.039227,233.3367753,26.75801563,232.7776775,27.18956159,233.0496202,27.469423
472,616712_037,19,0.164415764,0.160211859,234.6439019,27.29256403,234.365478,27.01475923,233.811005,27.45330387,234.0890687,27.73117442
473,616721_037,19,0.714811219,0.137873647,234.943943,25.97207459,234.6673927,25.69723828,234.1216517,26.13611486,234.3975725,26.41370345
474,617013_079,19,0.510339741,0.11625877,234.5943291,28.41099945,234.3145011,28.13298563,233.7522148,28.56888158,234.0316228,28.84795871
475,617013_080,19,0.405479716,0.116254703,234.5943258,28.41097162,234.3143579,28.13291894,233.752453,28.56908202,234.0314544,28.84805072
476,617022_080,19,0.547203624,0.111833466,234.9002434,27.09014238,234.6215447,26.81385828,234.0703033,27.25404606,234.3484179,27.53089928
477,617031_080,19,0.606827064,0.098457077,235.200206,25.77313638,234.9256916,25.49609855,234.3786521,25.93456165,234.6532313,26.21271202
478,617112_118,19,0.681776166,0.151827055,234.2082572,27.63791365,233.9307492,27.36000387,233.3728275,27.79484744,233.6495525,28.07501862
479,617115_051,19,49.04687042,2.842122734,236.0401586,29.42423724,235.7532415,29.14946253,235.1922328,29.59206228,235.4786043,29.86780628
480,617116_050,19,49.05915182,3.483841222,236.663909,30.01456514,236.3738196,29.74156895,235.812417,30.18674402,236.1022283,30.46111296
481,617133_118,19,0.399949319,0.155421931,236.618825,26.78414114,236.3387678,26.51041509,235.7923662,26.95492894,236.0724151,27.22980288
482,617313_042,19,5.004269707,0.263304362,235.252292,27.88686984,234.9714588,27.61104251,234.415171,28.05030953,234.6957102,28.32828494
483,617444_027,19,18.84784942,2.026192551,237.472856,27.18114705,237.1881922,26.90754928,236.6446323,27.35584964,236.9273167,27.62966491
484,617612_038,19,0.285033699,0.091988706,233.9821095,27.81669075,233.7049068,27.53745408,233.1439382,27.97172366,233.4205881,28.25211812
485,617614_038,19,78.39586655,1.611341049,235.19385,29.01407967,234.9109879,28.7372248,234.3485128,29.17663042,234.632041,29.45468733
486,617622_039,19,78.29921932,0.184158997,234.8928794,27.09565228,234.6139345,26.81975539,234.0632414,27.25965049,234.3416242,27.537
487,617623_037,19,79.27228282,0.595238826,235.4975074,27.69352248,235.2170317,27.41788393,234.6631509,27.8575401,234.9427745,28.13497768
488,618312_007,19,1.630932715,0.11097011,235.5239715,26.57697881,235.2446295,26.30240804,234.6987898,26.74527255,234.9772866,27.02130386
489,618314_026,19,1.618970253,0.1179585,236.7459283,27.75707195,236.4605952,27.4844018,235.9138093,27.93309935,236.1983172,28.20479814
490,618322_007,19,1.942753295,0.076536012,236.4117467,25.84260055,236.1305896,25.57045058,235.5935718,26.01930217,235.8739853,26.29187654
491,618324_025,19,2.060461242,0.090715246,237.6361585,27.01582215,237.3518698,26.74593833,236.810544,27.19622121,237.0971584,27.46893191
492,618332_007,19,3.17864987,0.034222342,237.2879998,25.11044098,237.0079944,24.83724926,236.4735116,25.28815767,236.753968,25.55879484
493,618612_002,19,0.652768826,0.011196093,233.5556149,28.14836614,233.2787377,27.86774611,232.7139212,28.29972969,232.9897777,28.5815275
494,618614_068,19,2.937571479,0.098782601,234.7650327,29.35173257,234.4821268,29.07360067,233.91536,29.51035139,234.1979109,29.78918079
495,618621_119,19,1.41068391,0.104279574,233.8750964,26.8327262,233.5993556,26.55420446,233.0442122,26.9881617,233.3180881,27.26865838
496,618622_062,19,22.30479903,0.524432198,234.4726409,27.43130532,234.1950738,27.15459668,233.6388458,27.5922235,233.9169439,27.87079444
497,618624_011,19,0.79942317,0.060080033,235.6867807,28.6285942,235.4047309,28.35277601,234.8444791,28.79276292,235.1271918,29.06993846
498,618631_119,19,0.643919722,0.12014113,234.7808158,26.11683169,234.5069603,25.83859821,233.9559827,26.2747824,234.2289399,26.55370899
499,619041_045,19,84.34446957,4.073366918,236.5127896,24.68777384,236.2375134,24.41335465,235.7004064,24.85819263,235.9762764,25.13256467
500,619213_019,19,80.46582826,1.098215916,234.150077,28.75795519,233.8714994,28.47807803,233.3042561,28.91143935,233.5832158,29.19195235
501,619411_060,19,22.18580078,2.236934972,233.3918601,27.20956119,233.1193016,26.92757905,232.5572523,27.35818323,232.8295273,27.64011056
502,619412_069,19,89.05907439,0.37848376,233.9875742,27.81180007,233.7105752,27.53283673,233.1504364,27.9659863,233.4247253,28.25023917
503,619414_058,19,22.6162576,0.215968853,235.2008636,29.00862349,234.9174803,28.73146285,234.3550994,29.17110136,234.6381227,29.44828139
504,619513_062,19,1.544805681,0.110000792,234.8126788,28.23676472,234.5332228,27.95908916,233.9725936,28.39599798,234.2524335,28.67524754
505,619514_036,19,0.737073501,0.097356026,235.4213938,28.83274918,235.138368,28.55676863,234.5780048,28.99705095,234.8614576,29.27388714
506,619514_094,19,0.900870838,0.124272226,235.4222871,28.83264857,235.1385353,28.55636571,234.5783395,28.99707541,234.8619088,29.27342981
507,619514_095,19,0.299926009,0.125230435,235.4220767,28.8324548,235.1388757,28.55632691,234.5781379,28.99683672,234.8614659,29.27352827
508,619524_095,19,0.600424993,0.123190474,236.3325277,28.10403444,236.0494986,27.83015619,235.4965331,28.27367502,235.7796739,28.54884497
509,619712_055,19,0.304771844,3.102402486,234.644684,27.28898234,234.3663258,27.01208748,233.8118775,27.44976011,234.0897289,27.72820467
510,619713_010,19,2.072461511,0.065890786,235.2514963,27.88662999,234.9709475,27.61049925,234.4145164,28.04963797,234.6952129,28.32710165
511,619713_107,19,0.710557371,0.121380066,235.2513462,27.8855233,234.9710554,27.60935335,234.415013,28.04887643,234.6951866,28.32645309
512,619716_056,19,1.378253484,0.09391481,237.1043107,29.65558358,236.8137285,29.38355319,236.2570207,29.83175738,236.5471464,30.10489737
513,619721_002,19,27.77071033,0.454752289,234.9445706,25.96959463,234.6683067,25.69339161,234.1220087,26.13373875,234.398233,26.41100802
514,619722_107,19,1.622124045,0.098066491,235.5452499,26.56275811,235.2660712,26.28824948,234.7205319,26.731529,235.00024,27.00732415
515,619731_107,19,0.425736827,0.067383969,235.8340831,25.24422165,235.5586583,24.96889082,235.0177565,25.41055271,235.2930574,25.68748035
516,619811_071,19,0.385183653,0.10853395,232.9487217,27.55218774,232.6758587,27.26965468,232.1093654,27.69681209,232.3819525,27.98095009
517,619813_097,19,0.899529966,0.166137579,234.1476027,28.75975312,233.8685818,28.48044836,233.3017378,28.91355815,233.5808276,29.19445712
518,619814_071,19,57.64004423,2.911354062,234.7532824,29.35909986,234.4712802,29.081505,233.9042667,29.5182173,234.1876178,29.79689127
519,619814_073,19,26.58425676,2.848203235,234.7536043,29.35894432,234.4714503,29.08193178,233.9043548,29.51803268,234.187459,29.79765981
520,619821_071,19,0.894702198,0.094757055,233.8652458,26.84031845,233.590521,26.56006762,233.0343867,26.9952376,233.3085024,27.27504545
521,619823_097,19,0.339383369,0.175910552,235.065223,28.03967951,234.7857493,27.76258896,234.2265878,28.199688,234.5061658,28.4795459
522,619831_072,19,1.249601807,0.066876465,234.7704843,26.12438809,234.4968377,25.84627559,233.945861,26.28199545,234.2194004,26.56156826
523,619833_097,19,0.117670261,0.176563486,235.9735956,27.31958661,235.6939614,27.04367836,235.1419349,27.48455421,235.4207716,27.76126453
524,619841_072,19,2.186984712,0.039800914,235.6655675,25.40316573,235.39138,25.12759455,234.8476488,25.56640979,235.1212668,25.84405814
525,619913_055,19,1.107108378,0.14486614,234.3690829,28.58675895,234.0896584,28.30741627,233.5251817,28.74239017,233.8044263,29.02196504
526,619915_002,19,0.474177969,0.175382047,235.59259,29.77952973,235.3063004,29.50324068,234.7411398,29.94361211,235.0265494,30.22065547
527,619922_055,19,1.39639558,0.115382223,234.6795034,27.26613418,234.4007173,26.98874997,233.8470054,27.42842722,234.1251028,27.70556933
528,619922_106,19,0.452104446,0.151776261,234.6794938,27.26629969,234.4010088,26.98932933,233.8471051,27.42801513,234.1257427,27.70624676
529,619924_056,19,2.914240458,1.384647872,235.894282,28.4609456,235.6112408,28.18499377,235.0537281,28.62724296,235.3363638,28.90285869
530,619925_002,19,1.214862209,0.156776872,236.5076528,29.04997732,236.2207099,28.77655178,235.6638284,29.22113919,235.9509351,29.4959642
531,619932_106,19,1.166812935,0.137402004,235.5813498,26.54943736,235.3046498,26.27248655,234.7548835,26.71191852,235.0329362,26.98979349
532,620123_091,19,2.235804581,0.024330708,235.71761,27.51305427,235.4365761,27.23768399,234.8844129,27.6786021,235.1636569,27.95548402
533,620214_099,19,1.077789021,0.104669735,235.6378411,28.65821426,235.3548177,28.3831659,234.7961063,28.82431426,235.0809466,29.10156161
534,620214_100,19,0.575840165,0.106150423,235.638484,28.65844031,235.3547583,28.3832188,234.7966512,28.82461356,235.0805474,29.10137296
535,620223_100,19,0.739292776,0.094980377,235.9337188,27.33626793,235.6522148,27.06161128,235.1023395,27.50345066,235.3820851,27.77986006
536,620312_040,19,0.063228582,0.017688477,234.6420927,27.29201487,234.3630697,27.0147601,233.8085784,27.45260388,234.0860967,27.73110974
537,620333_041,19,1.023943661,0.00704516,237.0400316,26.42915977,236.7596487,26.15686531,236.2170497,26.60275086,236.4975036,26.8772063
538,620411_056,19,0.377038861,0.107517994,232.9495578,27.5510628,232.6773187,27.26879442,232.1108966,27.69581038,232.3828528,27.97955207
539,620424_045,19,61.33486907,0.711072337,235.6761068,28.6356016,235.3928482,28.36022535,234.8332365,28.79986578,235.1152357,29.07745864
540,620425_097,19,10.29083845,2.2841806,236.2880596,29.22663187,236.0016145,28.95291853,235.4425465,29.39621006,235.7287908,29.67215255
541,620426_058,19,39.67101866,3.996341951,236.9150613,29.81752497,236.625395,29.54487755,236.0649086,29.99059668,236.354707,30.2647488
542,620432_047,19,60.42254614,0.914231648,235.3679282,26.72321697,235.0912673,26.44660314,234.5400714,26.88510192,234.8168458,27.16360878
543,620433_073,19,0.099469313,0.166474941,235.9731653,27.31914835,235.6935953,27.04331889,235.1416086,27.48400374,235.4214629,27.76111708
544,620526_002,19,7.65761986,0.071399714,237.1341158,29.63970629,236.8450412,29.36731092,236.2864558,29.81379099,236.5764785,30.08713879
545,621121_103,19,10.79499684,1.024163567,234.0857564,26.66329439,233.8104353,26.38414769,233.2564081,26.82014771,233.5309266,27.09941611
546,621123_104,19,56.09778484,0.671719533,235.2868451,27.86004146,235.0066583,27.58342432,234.449928,28.02211615,234.7300241,28.30077291
547,621132_104,19,56.4577964,0.278323748,235.586019,26.54414696,235.3088796,26.26753502,234.7588244,26.70732235,235.0364228,26.98476829
548,621313_079,19,0.326159348,0.091538291,234.8135546,28.23377969,234.5336394,27.95670934,233.9728567,28.39322281,234.2531639,28.67258295
