Ver,Group,LocalTime,Mag,Dur(sec),AV(deg/s),Loc_Cam,TZ(h),Y(JST),M(JST),D(UT),H(UT),D(JST),H(JST),M,S, Dir1, Alt1, Ra1, Dec1, Ra2, Dec2,alpha,delta,1,2,3,4,5,io,err1,err2,G1,dd(deg),dr(deg),Vo(km/s),dV(%),ra_m,dec_m,refs,errm,rat,dct,voo,vooerr,tmerr,sps,sN,drop
R05B25, spo,20180419_213545,2.6,0.083,4.105, Osaka03_12,9,2018,4,19,12,19,21,35,45,269.5,45.3,222.35347,24.109219,222.737183,24.281883,93.764023,54.341316,2898459770,4082065456,2023504907,2777145071,2140314115,3,0.01055,0.00594, spo,0,-1,-1,-1,222.499207,24.177357,28,0.25,0,0,-1,-1,1,59.94,5,0
R05B25, spo,20180419_213623,3.8,0.067,3.932, Osaka03_12,9,2018,4,19,12,19,21,36,23,260.7,50.4,219.657959,31.504126,219.838348,31.398853,352.070831,47.723213,3535048879,3517529404,91208448,3688984440,49133618,3,0.01153,0.01517, spo,0,-1,-1,-1,219.769928,31.462748,27,0.27,0,0,-1,-1,1,59.94,5,0
R05B25, spo,20180419_220514,1.4,0.133,5.697, Osaka03_12,9,2018,4,19,13,19,22,5,14,259.1,43,235.364655,30.070076,236.213379,30.261501,83.224472,56.779697,3155145022,2429509680,3131397,3040776141,125673043,3,0.01091,0.00367, spo,0,-1,-1,-1,235.783752,30.165377,36,0.2,214.17999,23.00271,41.33,-1,1,59.94,9,0
R05B25, spo,20180419_221221,3.1,0.367,8.854, Osaka03_12,9,2018,4,19,13,19,22,12,21,277.5,38.7,234.615204,15.785091,235.524612,18.867153,320.272369,-14.995723,1181389816,204029244,1373193933,1331613712,1365630030,3,0.01195,0.00588, spo,0,-1,-1,-1,235.097061,17.43157,39,0.24,225.63945,-20.54023,38.49,-1,1,59.94,20,0
R05B25, spo,20180419_221312,3,0.25,5.477, Osaka03_12,9,2018,4,19,13,19,22,13,12,265.1,42.3,236.167175,25.738455,237.431488,25.032682,1.555122,50.223461,2620543491,1439653936,1126233540,2501904360,1146395844,3,0.00903,0.00694, spo,0,-1,-1,-1,236.78772,25.394432,35,0.19,71.68777,-15.43709,43,-1,1,59.94,16,0
R05B25, J3_dDr,20180419_225812,1.3,0.584,13.138, Osaka03_12,9,2018,4,19,13,19,22,58,12,286.1,46.5,235.702103,14.809123,233.376007,7.559844,321.035278,-17.105396,1179669331,204029244,1373060735,1329644878,1455904016,3,0.00923,0.00443, J3_dDr,0,2.6,33.9,27.3,234.552734,11.274891,42,0.25,33.30408,39.87493,34.54,-1,1,59.94,36,0
R05B25, sm_010,20180420_005014,4.2,0.1,9.343, Osaka03_12,9,2018,4,19,15,20,0,50,14,266,39.2,278.360687,23.747671,277.570221,23.320322,333.78241,-52.21286,2667889440,1439653936,1139685863,2509278501,1147409141,3,0.00972,0.00372, sm_010,0,3.8,53.8,18.5,277.842194,23.471645,85,0.26,0,0,-1,-1,1,59.94,4,0
R05B25, Iw_LVI,20180420_005258,4.1,0.067,11.01, Osaka03_12,9,2018,4,19,15,20,0,52,58,284.4,56.6,256.205261,21.180178,256.876526,21.599802,317.725922,-50.900749,1189514350,204029244,1362705372,1336386077,1467767319,3,0.0102,0.00543, Iw_LVI,0,1.2,25.7,-11.7,256.526306,21.380598,82,0.27,0,0,-1,-1,1,59.94,5,0
R05B25, Ie_AVB,20180420_005800,4.6,0.067,7.186, Osaka03_12,9,2018,4,19,15,20,0,58,0,294.1,45.7,262.916138,9.890659,263.467468,9.99979,311.469086,-75.23864,2628521251,1439653936,1137155332,2515861741,1157435001,3,0.00968,0.00376, Ie_AVB,0,1.6,19.9,-4.7,263.070465,9.923055,72,0.29,0,0,-1,-1,1,59.94,4,0
R05B25, spo,20180420_010814,1.7,0.317,9.49, Osaka03_12,9,2018,4,19,16,20,1,8,14,291.3,39.8,271.358887,7.644394,271.411133,10.667378,1.22942,-0.964545,1159557050,204029244,1361251570,1334102992,1459594186,3,0.00924,0.00971, spo,0,-1,-1,-1,271.38205,8.991907,75,0.26,271.06354,-14.30373,73,-1,1,59.94,20,0
R05B25, Iw_PUM,20180420_012222,3.3,0.1,6.667, Osaka03_12,9,2018,4,19,16,20,1,22,22,266.4,39.3,286.176819,23.458487,286.475647,22.900566,27.542934,24.437157,2681459215,1439653936,1140436485,2508284590,1147599609,3,0.0088,0.00447, Iw_PUM,0,1,16.3,8.4,286.271332,23.274843,76,0.28,273.97086,41.67788,54.55,-1,1,59.94,5,0
R05B25, J3_fBo,20180420_012631,1.7,0.184,4.441, Osaka03_12,9,2018,4,19,16,20,1,26,31,261.3,48.1,279.736267,30.336271,280.292603,29.662228,29.681477,30.238407,1164785306,204029244,1360480652,1341440093,1471195163,3,0.0082,0.005, J3_fBo,0,1.1,15.6,-4.6,279.984467,30.036978,76,0.29,0,0,-1,-1,1,59.94,12,0
