Ver,Group,LocalTime,Mag,Dur(sec),AV(deg/s),Loc_Cam,TZ(h),Y(JST),M(JST),D(UT),H(UT),D(JST),H(JST),M,S, Dir1, Alt1, Ra1, Dec1, Ra2, Dec2,alpha,delta,1,2,3,4,5,io,err1,err2,G1,dd(deg),dr(deg),Vo(km/s),dV(%),ra_m,dec_m,refs,errm,rat,dct,voo,vooerr,tmerr,sps,sN,drop
R05B25, Iw_DLI,20180420_012709,-0.1,1.018,16.176, Osaka03_12,9,2018,4,19,16,20,1,27,9,268.9,58.3,267.007416,29.405239,283.098297,38.785141,326.211639,-42.252731,2672133653,1439653936,1138597468,2516251998,1172194733,3,0.01038,0.00494, Iw_DLI,0,0.1,35.9,17.8,274.158752,34.095032,86,0.28,218.57211,-19.1985,31.69,-1,1,59.94,62,0
R05B25, J5_Lyr,20180420_013228,2.6,0.384,3.158, Osaka03_12,9,2018,4,19,16,20,1,32,28,272.6,46.2,279.779205,22.512308,280.865753,21.781084,37.745789,48.529648,1164899915,204029244,1360509051,1341438804,1450043913,3,0.00961,0.00731, J5_Lyr,0,4.9,31.2,-34.9,280.344879,22.133467,87,0.25,105.06687,-17.24132,23.59,-1,1,59.94,23,0
R05B25, spo,20180420_013529,0.5,0.334,8.343, Osaka03_12,9,2018,4,19,16,20,1,35,29,276.9,46.2,279.001801,19.93425,278.906403,22.71208,9.620862,1.706424,2668139449,1439653936,1139747114,2509492785,1153296566,3,0.00965,0.00719, spo,0,-1,-1,-1,278.95752,21.236366,86,0.28,279.69467,1.17755,62.84,-1,1,59.94,21,0
R05B25, spo,20180420_013705,1.9,0.1,2.13, Osaka03_12,9,2018,4,19,16,20,1,37,5,270.6,49.5,278.30188,25.147219,278.107971,25.040863,333.203156,-50.770592,1164277151,204029244,1360613914,1341228466,1468265789,3,0.00987,0.00195, spo,0,-1,-1,-1,278.198242,25.090429,86,0.36,0,0,-1,-1,1,59.94,7,0
R05B25, Iw_ABO,20180420_013907,3.4,0.234,6.272, Osaka03_12,9,2018,4,19,16,20,1,39,7,273.2,37.7,289.19986,18.05719,290.723694,17.852764,85.381012,70.385086,2680501022,1439653936,1140726762,2508676790,1136572489,3,0.00991,0.00428, Iw_ABO,0,3.2,16.4,-30.7,290.072754,17.941601,90,0.3,162.16261,-7.3856,18.39,-1,1,59.94,12,0
R05B25, spo,20180420_020250,2.1,0.284,9.042, Osaka03_12,9,2018,4,19,17,20,2,2,50,263.7,44.3,292.213806,27.390615,292.993805,29.890795,15.124578,-13.397467,1167421958,204029244,1359345026,1340804257,1450506497,3,0.01026,0.00635, spo,0,-1,-1,-1,292.560852,28.518274,108,0.36,285.11887,-2.47535,43.04,-1,1,59.94,18,0
R05B25, spo,20180420_022040,2.4,0.601,12.376, Osaka03_12,9,2018,4,19,17,20,2,20,40,271.1,36.9,301.156799,19.072437,296.606079,25.270012,43.307674,31.332916,2676618310,1439653936,1133484272,2512130271,1142291093,3,0.01149,0.00415, spo,0,-1,-1,-1,299.160065,21.874578,126,0.26,317.37662,-6.36443,68.3,-1,1,59.94,37,0
R05B25, spo,20180420_023554,3.5,0.083,12.701, Osaka03_12,9,2018,4,19,17,20,2,35,54,257,55.3,289.709686,34.847946,289.88324,35.905384,15.366363,-6.207722,1168633708,204029244,1359491069,1340590698,1464577092,3,0.01023,0.00413, spo,0,-1,-1,-1,289.776733,35.259647,137,0.34,0,0,-1,-1,1,59.94,6,0
R05B25, spo,20180420_025857,3.1,0.15,4.884, Osaka03_12,9,2018,4,19,17,20,2,58,57,280.8,40.2,303.694855,14.332817,304.212921,13.796195,46.77499,41.532703,2679544978,1439653936,1132712724,2510355304,1143662970,3,0.00903,0.00473, spo,0,-1,-1,-1,303.921936,14.098059,92,0.26,293.4888,24.02203,58.77,-1,1,59.94,10,0
R05B25, Iw_XLI,20180420_030656,1.2,0.25,18.61, Osaka03_12,9,2018,4,19,18,20,3,6,56,262.4,55.6,296.280945,31.88979,300.793335,34.568478,350.838348,-42.984135,1166807146,204029244,1367310422,1339241162,1465609108,3,0.00902,0.00217, Iw_XLI,0,3,40.7,13.1,298.38559,33.179901,88,0.36,209.49478,-40.46885,42.32,-1,1,59.94,16,0
R05B25, J5_Lyr,20180420_031152,2.7,0.217,7.706, Osaka03_12,9,2018,4,19,18,20,3,11,52,281.3,41.2,305.861572,14.569489,307.16571,13.452733,51.855362,46.671093,2678253996,1439653936,1132920592,2510756112,1144920007,3,0.00954,0.00441, J5_Lyr,0,2.2,31.2,-34.9,306.443573,14.073318,101,0.32,278.47125,32.90288,38.13,-1,1,59.94,14,0
R05B25, Iw_PBO,20180420_031648,1.5,0.551,9.118, Osaka03_12,9,2018,4,19,18,20,3,16,48,267.1,60.1,292.918762,30.769749,296.297302,26.915148,44.950703,32.212208,1167687045,204029244,1359281233,1340974233,1425671120,3,0.00946,0.0052, Iw_PBO,0,2.1,17.5,-6.9,294.676178,28.810896,90,0.3,211.34552,58.47363,18.49,-1,1,59.94,33,0
R05B25, sm_010,20180420_032315,3.2,0.15,8.597, Osaka03_12,9,2018,4,19,18,20,3,23,15,282.6,36.4,312.184357,11.018579,312.370667,9.743638,43.76123,8.044016,2655604468,1439653936,1134541931,2488469932,1145757385,3,0.00823,0.01097, sm_010,0,0,56.9,25.4,312.267273,10.452398,92,0.27,299.26181,64.03448,29.71,-1,1,59.94,8,0
R05B25, spo,20180420_032440,4,0.15,8.32, Osaka03_12,9,2018,4,19,18,20,3,24,40,291.7,44.2,301.970215,10.114643,300.73349,10.361899,72.534874,74.660065,1173187432,204029244,1366703168,1339975872,1448303646,3,0.00973,0.00289, spo,0,-1,-1,-1,301.151733,10.278848,103,0.3,334.40643,1.46858,37.59,-1,1,59.94,7,0
R05B25, Iw_DAL,20180420_034743,2.9,0.1,10.747, Osaka03_12,9,2018,4,19,18,20,3,47,43,289,37.4,314.383423,7.484877,314.617554,8.533922,42.736618,-12.338199,2658527851,1439653936,1133737351,2488751727,1149042167,3,0.01003,0.00356, Iw_DAL,0,1.7,-1.$,-1.$,314.500824,8.011654,79,0.28,146.14328,-64.2183,33.95,-1,1,59.94,7,0
R05B25, spo,20180420_041314,3.1,0.083,19.618, Osaka03_12,9,2018,4,19,19,20,4,13,14,275.2,44.9,320.330017,20.222086,321.933533,20.899733,193.242554,58.581123,1148704529,204029244,1365040355,1310806784,1471900095,3,0.00972,0.00779, spo,0,-1,-1,-1,320.93222,20.47901,58,0.23,0,0,-1,-1,1,59.94,6,0
