Ver,Group,LocalTime,Mag,Dur(sec),AV(deg/s),Loc_Cam,TZ(h),Y(UT),M(UT),D(UT),H(UT),M,S, Dir1, Alt1, Ra1, Dec1, Ra2, Dec2,alpha,delta, , , , , ,io,err1,err2,G1,dd(deg),dr(deg),Vo(km/s),dV(%),ra_m,dec_m,refs,errm,rat,dct,voo,vooerr,tmerr,sps,sN,drop
R05B25, spo,20180419_234606,1.6,0.450,8.281, CB4_35, 9.0,2018,04,19,14,46,6.120,46.7,34.3,169.254944,-7.381353,166.948242,-4.506966,253.373703,38.342812,2640215181,1439653936,1131067224,4065599270,1128403023,3,0.00613,0.00107, spo,0.0,-1.0,-1.0,-1.0,168.216568,-6.092371,34,1.77,0.00000,0.00000,-1.000,-1.000,1.000,59.940,28,-1
R05B25, spo,20180419_234633,0.5,0.400,6.633, CB4_35, 9.0,2018,04,19,14,46,33.810,54.3,31.3,162.440491,-5.711420,159.971664,-6.870866,84.266449,63.986694,1087853268,204029244,1369942120,713977087,1344612728,3,0.00574,0.00471, spo,0.0,-1.0,-1.0,-1.0,161.285141,-6.256095,35,1.76,0.00000,0.00000,-1.000,-1.000,1.000,59.940,23,-1
R05B25, spo,20180419_235548,3.0,0.083,5.772, CB4_35, 9.0,2018,04,19,14,55,48.480,57.2,32.7,163.873962,-2.965518,163.698456,-3.215599,75.949898,34.963051,2596200649,1439653936,1129482571,4082260327,1117423183,3,0.00400,0.00354, spo,0.0,-1.0,-1.0,-1.0,163.792007,-3.082312,23,2.00,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180419_235751,3.0,0.250,5.516, CB4_35, 9.0,2018,04,19,14,57,51.540,63.4,23.6,154.147324,-5.576732,153.160675,-6.450816,70.353706,47.912888,1082635164,204029244,1370701163,721525213,1397389747,3,-1.00000,0.00045, spo,0.0,-1.0,-1.0,-1.0,153.678650,-5.993072,0,2.03,189.19490,23.88689,29.740,-1.000,1.000,59.940,16,-1
R05B25, spo,20180420_000612,3.7,0.117,9.300, CB4_35, 9.0,2018,04,19,15,06,12.540,63.7,24.3,156.518600,-4.905179,155.462006,-4.802474,205.052399,82.615372,2593392782,1439653936,1128784266,4059292471,1111804578,3,0.00626,0.00177, spo,0.0,-1.0,-1.0,-1.0,156.019226,-4.856846,31,2.08,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180420_001255,3.9,0.083,5.418, CB4_35, 9.0,2018,04,19,15,12,55.380,54.7,33.0,169.959991,-4.222209,169.731476,-4.282310,95.549164,74.639168,1193512045,204029244,1369125097,672544060,1348297981,3,0.00602,0.00103, spo,0.0,-1.0,-1.0,-1.0,169.845322,-4.252376,29,1.93,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180420_002335,4.3,0.350,2.119, CB4_35, 9.0,2018,04,19,15,23,35.230,57.4,29.8,168.736496,-5.024960,168.537399,-5.200166,84.396385,48.281326,2640135489,1439653936,1131048700,4089262608,1121733814,3,0.00451,0.00272, spo,0.0,-1.0,-1.0,-1.0,168.508804,-5.225317,27,1.82,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, spo,20180420_002529,0.9,0.450,5.644, CB4_35, 9.0,2018,04,19,15,25,29.690,43.9,33.2,180.381271,-9.647223,177.924194,-10.438075,117.236099,69.378830,1197521576,204029244,1368186961,774446020,1348336472,3,0.00763,0.00084, spo,0.0,-1.0,-1.0,-1.0,179.281784,-10.003823,25,1.89,213.95839,0.97098,24.770,-1.000,1.000,59.940,28,-1
R05B25, J5_hVi,20180420_002714,2.5,0.250,2.029, CB4_35, 9.0,2018,04,19,15,27,14.220,38.2,35.6,186.199722,-10.140775,185.658127,-9.948483,248.360626,69.042709,2636326004,1439653936,1131735146,4150364391,1132397501,3,0.00519,0.01197, J5_hVi,0.0,1.8,21.7,-0.4,185.917694,-10.048072,20,1.72,0.00000,0.00000,-1.000,-1.000,1.000,59.940,17,-1
R05B25, spo,20180420_002755,2.4,0.300,4.985, CB4_35, 9.0,2018,04,19,15,27,55.280,52.6,32.5,174.734024,-5.652957,174.544876,-7.029639,85.503654,7.727798,1193257731,204029244,1368683194,792436090,1349217970,3,0.00679,0.00500, spo,0.0,-1.0,-1.0,-1.0,174.638885,-6.346375,20,1.74,176.28107,10.62937,52.110,-1.000,1.000,59.940,19,-1
R05B25, spo,20180420_003546,2.6,1.268,7.884, CB4_35, 9.0,2018,04,19,15,35,46.690,58.1,34.8,174.794556,-0.911131,173.746109,-0.642253,261.244843,75.594292,2642324580,1439653936,1130569665,4116663032,1128693796,3,0.00517,0.00899, spo,0.0,-1.0,-1.0,-1.0,174.261017,-0.774340,22,1.92,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180420_004547,2.9,0.484,8.607, CB4_35, 9.0,2018,04,19,15,45,47.000,60.8,36.1,176.653885,1.505971,174.640625,-1.559765,85.665733,33.305840,1191868432,204029244,1368463362,794268016,1370841617,3,0.00514,0.00052, spo,0.0,-1.0,-1.0,-1.0,175.611740,-0.082182,27,2.07,317.65054,44.63341,27.220,-1.000,1.000,59.940,29,-1
R05B25, spo,20180420_005424,2.8,0.217,4.970, CB4_35, 9.0,2018,04,19,15,54,24.120,43.1,30.6,186.715820,-12.184258,185.538040,-12.151247,193.873474,77.722939,2636391229,1439653936,1131753981,4145565949,1123464035,3,0.00906,0.00121, spo,0.0,-1.0,-1.0,-1.0,186.263824,-12.172181,18,2.09,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, spo,20180420_010030,1.9,0.184,3.474, CB4_35, 9.0,2018,04,19,16,00,30.510,55.6,25.9,176.514633,-8.917253,175.820679,-9.225571,105.479965,64.229286,1191790820,204029244,1368575509,793789896,1358667016,3,0.00583,0.01673, spo,0.0,-1.0,-1.0,-1.0,176.142242,-9.082931,22,2.30,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
R05B25, spo,20180420_011055,4.3,0.350,2.544, CB4_35, 9.0,2018,04,19,16,10,55.820,51.1,27.2,183.017410,-10.593240,182.298523,-10.199762,254.690353,59.256695,2634986539,1439653936,1132434543,4106827195,1109893538,3,0.00448,0.00185, spo,0.0,-1.0,-1.0,-1.0,182.674713,-10.405991,24,2.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,23,-1
R05B25, spo,20180420_012030,5.0,0.384,3.006, CB4_35, 9.0,2018,04,19,16,20,30.830,62.7,32.5,181.665192,0.120778,180.741913,-0.648483,91.520241,50.197716,1197945932,204029244,1368063675,778540103,1348702111,3,0.00764,0.00159, spo,0.0,-1.0,-1.0,-1.0,181.238571,-0.234695,27,4.30,355.82251,4.80389,73.000,-1.000,1.000,59.940,24,-1
R05B25, spo,20180420_012710,-0.1,1.151,5.074, CB4_35, 9.0,2018,04,19,16,27,10.030,40.9,28.3,195.177856,-15.143287,190.151230,-14.789454,208.410782,74.463364,2650244307,1439653936,1124206737,4136601452,1120410111,3,0.00636,0.00141, spo,0.0,-1.0,-1.0,-1.0,193.035812,-15.006115,27,2.12,213.96136,-16.41933,41.930,-1.000,1.000,59.940,66,-1
R05B25, spo,20180420_012822,3.2,0.083,7.633, CB4_35, 9.0,2018,04,19,16,28,22.760,62.2,22.8,177.002289,-6.933847,176.594376,-6.946816,161.952820,82.822418,1191993563,204029244,1368490419,793305745,1354557352,3,0.00439,0.00088, spo,0.0,-1.0,-1.0,-1.0,176.804932,-6.940165,24,1.80,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180420_013127,3.1,0.551,3.272, CB4_35, 9.0,2018,04,19,16,31,27.520,47.6,29.7,192.236145,-10.568582,191.379333,-12.204665,107.596161,26.595722,2646896583,1439653936,1124962792,4127238707,1122693936,3,0.00638,0.00099, spo,0.0,-1.0,-1.0,-1.0,191.817612,-11.370428,24,2.00,11.73190,28.27919,12.000,-1.000,1.000,59.940,34,-1
R05B25, J5_Lyr,20180420_013758,5.3,0.083,13.435, CB4_35, 9.0,2018,04,19,16,37,58.010,54.7,29.1,188.618500,-7.076921,187.581909,-7.808402,108.416672,53.888657,1202759070,204029244,1375691037,764714181,1344682080,3,-1.00000,0.00157, J5_Lyr,0.0,0.7,49.7,+3.5,188.217575,-7.360411,0,1.85,0.00000,0.00000,-1.000,-1.000,1.000,59.940,7,-1
R05B25, spo,20180420_014348,4.5,1.201,3.893, CB4_35, 9.0,2018,04,19,16,43,48.660,47.9,28.2,194.167267,-11.591011,196.175049,-10.255044,120.796036,54.369598,2649861094,1439653936,1124107024,4143918092,1120212169,3,-1.00000,0.02281, spo,0.0,-1.0,-1.0,-1.0,193.820694,-11.819018,0,1.84,0.00000,0.00000,-1.000,-1.000,1.000,59.940,25,-1
R05B25, spo,20180420_014729,5.0,0.334,2.109, CB4_35, 9.0,2018,04,19,16,47,29.440,40.1,27.9,200.699829,-15.793731,200.560104,-16.579752,113.354652,9.299954,1207313327,204029244,1374526916,601352027,1345202297,3,-1.00000,0.00091, spo,0.0,-1.0,-1.0,-1.0,200.643448,-16.111715,0,1.77,20.71468,24.25168,43.130,-1.000,1.000,59.940,20,-1
R05B25, spo,20180420_014902,4.7,0.384,2.432, CB4_35, 9.0,2018,04,19,16,49,2.870,55.6,33.4,193.778748,-3.356302,192.980408,-3.863439,109.029030,57.344604,2647617458,1439653936,1124100106,4140468301,1129242875,3,0.00580,0.00100, spo,0.0,-1.0,-1.0,-1.0,193.403488,-3.594839,32,1.81,0.00000,0.00000,-1.000,-1.000,1.000,59.940,24,-1
R05B25, spo,20180420_015140,4.1,0.534,2.031, CB4_35, 9.0,2018,04,19,16,51,40.060,64.2,33.3,189.247574,1.585069,190.077820,0.923865,281.237030,51.441879,1203040525,204029244,1375632840,770859910,1370910406,3,0.00713,0.00121, spo,0.0,-1.0,-1.0,-1.0,189.681717,1.239393,35,1.67,0.00000,0.00000,-1.000,-1.000,1.000,59.940,33,-1
R05B25, J5_Lyr,20180420_015330,2.8,0.117,14.526, CB4_35, 9.0,2018,04,19,16,53,30.800,58.5,36.1,194.949142,0.248628,193.321777,-1.089115,104.646736,50.573902,2650036805,1439653936,1124185020,4135762905,1124745974,3,0.00681,0.00068, J5_Lyr,0.0,4.5,48.8,+1.8,194.445374,-0.165553,34,1.71,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180420_015644,3.9,0.751,1.996, CB4_35, 9.0,2018,04,19,16,56,44.460,50.6,33.0,198.607117,-6.340518,198.068268,-7.759740,110.985947,20.482624,1200253177,204029244,1374702226,598879107,1346460990,3,0.00653,0.00074, spo,0.0,-1.0,-1.0,-1.0,198.352753,-7.011641,28,1.70,0.00000,0.00000,-1.000,-1.000,1.000,59.940,46,-1
R05B25, spo,20180420_015750,4.2,0.083,4.142, CB4_35, 9.0,2018,04,19,16,57,50.660,46.8,28.4,198.608185,-12.013733,198.425430,-12.180936,121.141350,45.559528,2649457565,1439653936,1124547776,4191418536,1121358059,3,0.00605,0.00381, spo,0.0,-1.0,-1.0,-1.0,198.540054,-12.076108,26,1.66,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180420_020112,2.8,0.300,5.359, CB4_35, 9.0,2018,04,19,17,01,12.970,57.2,31.6,194.546707,-3.790082,193.992966,-5.400434,105.843040,18.855312,1200756886,204029244,1375101867,753970293,1349226013,3,0.00676,0.00221, spo,0.0,-1.0,-1.0,-1.0,194.284531,-4.553463,35,1.85,211.49211,45.33928,19.390,-1.000,1.000,59.940,19,-1
R05B25, spo,20180420_020154,3.0,0.517,7.847, CB4_35, 9.0,2018,04,19,17,01,54.010,51.2,31.8,198.747101,-6.955767,197.325104,-10.758246,111.294861,20.019629,2649387521,1439653936,1124595412,4191720418,1116647514,3,0.00558,0.00129, spo,0.0,-1.0,-1.0,-1.0,198.071335,-8.773239,36,1.86,331.21005,66.93508,24.610,-1.000,1.000,59.940,32,-1
R05B25, spo,20180420_020817,3.8,0.667,5.258, CB4_35, 9.0,2018,04,19,17,08,17.060,46.0,30.0,202.796371,-11.150299,203.198013,-13.827090,111.182022,-8.134160,1206122710,204029244,1374351235,578522601,1342813339,3,-1.00000,0.01605, spo,0.0,-1.0,-1.0,-1.0,202.987915,-12.433866,0,1.86,40.52887,49.64877,21.130,-1.000,1.000,59.940,31,-1
R05B25, spo,20180420_021142,3.5,0.384,1.685, CB4_35, 9.0,2018,04,19,17,11,42.900,51.6,32.8,201.615402,-6.029952,201.461853,-6.699581,112.985725,12.756293,2644326076,1439653936,1125928154,4165202161,1129229319,3,0.00537,0.00098, spo,0.0,-1.0,-1.0,-1.0,201.548615,-6.321401,34,1.84,198.53717,4.89228,15.700,-1.000,1.000,59.940,24,-1
R05B25, spo,20180420_021310,1.1,0.517,5.040, CB4_35, 9.0,2018,04,19,17,13,10.480,62.1,28.8,192.533997,-2.815702,189.813782,-2.615084,248.483047,84.980164,1202183512,204029244,1375301715,745475010,1345435610,3,0.00563,0.00146, spo,0.0,-1.0,-1.0,-1.0,191.329620,-2.727642,36,1.94,223.68953,-6.25903,29.350,-1.000,1.000,59.940,32,-1
R05B25, spo,20180420_021431,3.3,0.184,2.334, CB4_35, 9.0,2018,04,19,17,14,31.860,41.8,29.5,207.140976,-13.665049,206.713333,-13.903350,139.478653,57.392914,2646441325,1439653936,1125397199,4215966291,1116366322,3,0.00649,0.00081, spo,0.0,-1.0,-1.0,-1.0,206.968140,-13.761508,30,1.89,19.02813,16.86418,41.630,-1.000,1.000,59.940,12,-1
R05B25, spo,20180420_021546,3.5,0.083,8.244, CB4_35, 9.0,2018,04,19,17,15,46.310,65.1,28.3,191.095673,-1.260110,190.650955,-1.672994,102.451897,47.096516,1203648808,204029244,1375416305,741074839,1345528422,3,-1.00000,0.00041, spo,0.0,-1.0,-1.0,-1.0,190.812012,-1.523494,0,1.82,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180420_022236,1.5,0.083,4.055, CB4_35, 9.0,2018,04,19,17,22,36.080,47.2,24.3,201.955261,-15.096849,201.461014,-15.440629,131.902817,51.665890,2644458804,1439653936,1125961945,4168231901,1114992507,3,0.00514,0.00898, spo,0.0,-1.0,-1.0,-1.0,201.758850,-15.232763,30,1.78,0.00000,0.00000,-1.000,-1.000,1.000,59.940,7,-1
R05B25, spo,20180420_022514,4.0,0.284,2.373, CB4_35, 9.0,2018,04,19,17,25,14.870,65.0,27.8,193.145111,-1.653037,192.493011,-1.275511,280.292511,59.891155,1202343358,204029244,1375208437,743296727,1345759285,3,0.00456,0.00094, spo,0.0,-1.0,-1.0,-1.0,192.883728,-1.501751,26,1.66,0.00000,0.00000,-1.000,-1.000,1.000,59.940,18,-1
R05B25, spo,20180420_022707,3.1,0.484,2.248, CB4_35, 9.0,2018,04,19,17,27,7.120,50.2,36.2,208.522003,-4.149267,207.605423,-3.507519,292.628174,54.759487,2644864141,1439653936,1125567056,4211909774,1127164959,3,0.00432,0.00130, spo,0.0,-1.0,-1.0,-1.0,208.094940,-3.850499,32,1.68,217.98062,-17.02105,20.790,-1.000,1.000,59.940,30,-1
R05B25, spo,20180420_023555,1.9,0.150,14.845, CB4_35, 9.0,2018,04,19,17,35,55.380,42.1,31.3,213.258057,-11.998424,211.571579,-12.217932,180.016220,75.742386,1176560040,204029244,1373278020,544236324,1347817066,3,-1.00000,0.00206, spo,0.0,-1.0,-1.0,-1.0,212.228394,-12.133697,0,1.60,315.50085,9.79136,53.950,-1.000,1.000,59.940,9,-1
R05B25, spo,20180420_023725,5.2,0.250,0.882, CB4_35, 9.0,2018,04,19,17,37,25.840,43.9,26.4,209.370209,-15.201002,209.154022,-15.117778,266.010864,63.704941,2645064315,1439653936,1125617855,4225189013,1110651507,3,0.00580,0.00125, spo,0.0,-1.0,-1.0,-1.0,209.282959,-15.167447,32,1.54,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
