Ver,Group,LocalTime,Mag,Dur(sec),AV(deg/s),Loc_Cam,TZ(h),Y(UT),M(UT),D(UT),H(UT),M,S, Dir1, Alt1, Ra1, Dec1, Ra2, Dec2,alpha,delta, , , , , ,io,err1,err2,G1,dd(deg),dr(deg),Vo(km/s),dV(%),ra_m,dec_m,refs,errm,rat,dct,voo,vooerr,tmerr,sps,sN,drop
R05B25, spo,20180422_011311,5.4,0.150,1.984, CB4_35, 9.0,2018,04,21,16,13,11.630,42.5,28.4,192.520401,-14.301799,192.327271,-14.585232,111.770149,32.232201,2352645959,155967536,2330166095,3891449691,2335255519,3,0.00953,0.00265, spo,0.0,-1.0,-1.0,-1.0,192.446899,-14.409762,100,3.29,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180422_013643,3.8,0.317,3.999, CB4_35, 9.0,2018,04,21,16,36,43.960,58.6,27.7,186.841461,-5.777889,185.471939,-5.877899,150.294495,82.821251,3363015250,1289993532,205656909,2722701758,218657333,3,0.00894,0.00187, spo,0.0,-1.0,-1.0,-1.0,186.254135,-5.821188,89,0.41,219.50882,-4.97020,23.140,-1.000,1.000,59.940,20,-1
R05B25, spo,20180422_014401,3.8,0.050,6.783, CB4_35, 9.0,2018,04,21,16,44,1.030,59.7,23.5,185.008240,-8.056943,184.805328,-8.198365,106.313591,54.167076,1685674275,2472566832,3754008232,233151388,3739540971,3,0.00736,0.00028, spo,0.0,-1.0,-1.0,-1.0,185.016220,-8.051610,76,4.82,0.00000,0.00000,-1.000,-1.000,1.000,59.940,4,-1
R05B25, spo,20180422_014809,1.2,0.184,12.099, CB4_35, 9.0,2018,04,21,16,48,9.950,43.3,42.8,208.892899,-1.987450,208.251877,-2.089563,127.060707,76.274170,2322165603,1305886012,4158336953,3975188138,4151543866,2,0.00722,0.10186, spo,0.0,-1.0,-1.0,-1.0,208.048874,-2.191019,76,0.27,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180422_014937,4.8,0.250,4.093, CB4_35, 9.0,2018,04,21,16,49,37.640,71.0,24.8,180.423401,0.414595,179.662262,-0.249047,89.947891,48.913994,1817417246,1856069680,4243957010,85521304,4259877413,3,0.00794,0.00157, spo,0.0,-1.0,-1.0,-1.0,180.099014,0.131766,78,0.24,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
R05B25, J5_Lyr,20180422_015415,1.8,0.234,11.021, CB4_35, 9.0,2018,04,21,16,54,15.250,52.0,24.3,193.320313,-12.310350,191.386215,-13.668784,119.675735,52.225796,1321285402,4201856316,3357167609,635392640,3376871405,3,0.00787,0.00247, J5_Lyr,0.0,1.0,48.5,+1.0,192.248795,-13.066550,79,0.46,0.00000,0.00000,-1.000,-1.000,1.000,59.940,15,-1
R05B25, spo,20180422_015422,5.9,0.317,1.681, CB4_35, 9.0,2018,04,21,16,54,22.200,68.6,42.0,196.136917,9.964385,195.590851,10.126471,315.919556,70.521378,3744541725,869490736,1578630382,3146880957,1585931558,2,0.00566,0.00421, spo,0.0,-1.0,-1.0,-1.0,195.867889,10.044372,66,0.23,0.00000,0.00000,-1.000,-1.000,1.000,59.940,17,-1
R05B25, spo,20180422_015627,9.6,0.234,8.527, CB4_35, 9.0,2018,04,21,16,56,27.390,61.7,32.9,193.531464,-0.214743,192.882446,-1.106151,103.687790,36.052395,2248150197,1419590972,900005371,3977465220,873876905,3,0.00710,0.03420, spo,0.0,-1.0,-1.0,-1.0,193.181686,-0.695209,77,0.23,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180422_015734,-0.5,0.250,13.568, CB4_35, 9.0,2018,04,21,16,57,34.860,44.2,33.8,205.542740,-9.019691,203.116913,-11.408484,124.383881,44.075565,284823470,4103561264,2239381809,1976964646,2233848327,3,0.00723,0.00124, spo,0.0,-1.0,-1.0,-1.0,204.464371,-10.088219,78,5.83,0.00000,0.00000,-1.000,-1.000,1.000,59.940,15,-1
R05B25, spo,20180422_015926,6.1,0.117,2.288, CB4_35, 9.0,2018,04,21,16,59,26.200,41.1,32.1,207.229309,-11.889718,207.124344,-12.051124,124.693962,31.676130,2657359051,4291902780,2338039257,4170654571,2331545303,3,0.00716,0.00201, spo,0.0,-1.0,-1.0,-1.0,207.164001,-11.990165,73,6.08,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180422_020325,1.8,0.184,5.606, CB4_35, 9.0,2018,04,21,17,03,25.140,52.9,23.0,194.136551,-12.738325,193.837677,-13.803170,107.575439,14.860542,3150027207,819945520,2284910338,3503137966,2305480810,3,0.00821,0.00641, spo,0.0,-1.0,-1.0,-1.0,194.014084,-13.175797,83,0.27,4.74134,42.67631,47.580,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_020727,1.2,0.083,3.566, CB4_35, 9.0,2018,04,21,17,07,27.460,72.5,41.3,196.950607,11.813952,196.807709,11.936061,300.140015,47.488407,1632633532,3103341884,1984155122,97743516,1992397352,3,0.00853,0.00258, spo,0.0,-1.0,-1.0,-1.0,196.884567,11.870413,84,11.91,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180422_020836,0.1,0.617,8.788, CB4_35, 9.0,2018,04,21,17,08,36.060,66.0,30.0,192.003677,0.513729,188.412277,-3.667542,101.563133,40.613583,4058319087,1190092848,1181563838,2587331817,1202280305,3,0.00817,0.00171, spo,0.0,-1.0,-1.0,-1.0,190.270645,-1.506772,80,0.22,261.97220,48.35778,28.210,-1.000,1.000,59.940,38,-1
R05B25, spo,20180422_021950,0.9,0.117,8.576, CB4_35, 9.0,2018,04,21,17,19,50.510,46.0,22.5,202.996323,-17.180908,202.188309,-17.971567,128.986740,41.700150,1787086127,3670621500,1070141908,252043601,1049745382,3,0.00969,0.00068, spo,0.0,-1.0,-1.0,-1.0,202.684540,-17.487202,85,0.26,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180422_023038,3.0,0.484,3.930, CB4_35, 9.0,2018,04,21,17,30,38.930,37.3,31.4,217.564621,-14.175526,215.865982,-12.995828,288.513763,52.266151,607661240,3255787568,2229535297,1159711467,2223688255,3,0.01031,0.00366, spo,0.0,-1.0,-1.0,-1.0,216.824615,-13.664456,87,0.26,227.65802,-21.54523,58.050,-1.000,1.000,59.940,30,-1
R05B25, spo,20180422_023430,1.9,0.217,8.551, CB4_35, 9.0,2018,04,21,17,34,30.630,50.1,36.1,212.315598,-4.308588,212.221786,-6.241371,302.523315,-2.754804,2767872057,879312188,4070276433,3269697306,4071212250,3,0.00905,0.03219, spo,0.0,-1.0,-1.0,-1.0,212.267120,-5.308965,79,0.29,0.00000,0.00000,-1.000,-1.000,1.000,59.940,15,-1
R05B25, spo,20180422_023551,2.6,0.150,5.033, CB4_35, 9.0,2018,04,21,17,35,51.210,68.8,32.2,198.832123,3.754280,198.012299,3.559957,93.389565,76.156219,3446338825,776953904,2038929370,2841411949,2017151758,3,0.00964,0.00086, spo,0.0,-1.0,-1.0,-1.0,198.493301,3.674070,89,0.24,3.45116,-0.50581,62.950,-1.000,1.000,59.940,10,-1
R05B25, spo,20180422_023615,3.2,0.117,12.483, CB4_35, 9.0,2018,04,21,17,36,15.870,63.0,42.6,209.791504,7.271028,209.098206,5.886364,116.174690,26.321404,3544918685,3517529404,90129060,3039458488,96838561,3,0.01010,0.00055, spo,0.0,-1.0,-1.0,-1.0,209.598907,6.884429,92,0.31,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180422_024423,0.6,0.484,7.536, CB4_35, 9.0,2018,04,21,17,44,23.460,38.0,39.4,224.577591,-6.989212,224.400375,-10.634478,314.910950,-2.717114,3154314322,2429509680,4105735,3692013280,14727920,3,0.00822,0.00210, spo,0.0,-1.0,-1.0,-1.0,224.492477,-8.748808,77,0.30,222.62244,61.74043,18.780,-1.000,1.000,59.940,30,-1
R05B25, J5_Lyr,20180422_024552,-1.6,0.684,12.605, CB4_35, 9.0,2018,04,21,17,45,52.480,43.6,30.3,216.051910,-12.207565,209.396790,-18.045673,138.790039,45.544216,1175497837,204029244,1373028920,553030424,1354762150,3,0.00911,0.00406, J5_Lyr,0.0,0.3,45.7,-4.7,212.904510,-15.032929,81,0.26,267.91504,31.93783,45.920,-1.000,1.000,59.940,42,-1
R05B25, J5_Lyr,20180422_024750,-1.8,0.250,17.438, CB4_35, 9.0,2018,04,21,17,47,50.570,55.0,43.0,217.252274,3.461190,213.996826,0.342857,123.640572,46.097157,2624995637,1439653936,1126401297,4205756627,1136449756,3,0.00912,0.00220, J5_Lyr,0.0,5.4,52.5,+9.4,216.058090,2.324692,79,0.26,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, spo,20180422_025155,2.3,0.617,5.134, CB4_35, 9.0,2018,04,21,17,51,55.380,40.5,37.1,223.595810,-7.902690,222.311798,-4.813803,310.332855,22.295959,1182569398,204029244,1372213299,639582471,1360283955,3,0.00632,0.00301, spo,0.0,-1.0,-1.0,-1.0,223.018829,-6.519693,66,6.78,234.57381,-39.68267,25.070,-1.000,1.000,59.940,38,-1
R05B25, spo,20180422_025411,3.1,0.083,7.087, CB4_35, 9.0,2018,04,21,17,54,11.150,70.2,33.9,203.976379,5.684700,203.827286,5.321143,111.660065,22.097933,2642998088,1439653936,1126162901,4174715998,1131231371,3,0.00926,0.00033, spo,0.0,-1.0,-1.0,-1.0,203.909180,5.520908,90,0.31,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, J5_Lyr,20180422_030059,-0.7,0.184,10.693, CB4_35, 9.0,2018,04,21,18,00,59.630,63.0,24.2,202.626236,-5.440211,200.963272,-6.887519,118.788841,48.422157,1206058747,204029244,1374331287,578005788,1351835239,3,0.00934,0.00209, J5_Lyr,0.0,4.6,46.1,-3.9,202.000381,-5.986421,96,0.25,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, J5_Lyr,20180422_030143,0.8,0.184,11.510, CB4_35, 9.0,2018,04,21,18,01,43.240,62.8,26.6,204.733856,-3.943879,202.854431,-5.381895,119.840103,52.238262,2643412920,1439653936,1125157863,4177089586,1110369214,3,0.00932,0.00169, J5_Lyr,0.0,0.8,46.6,-2.9,204.010818,-4.498375,94,0.27,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_030328,2.6,0.284,8.034, CB4_35, 9.0,2018,04,21,18,03,28.360,33.5,22.7,224.307556,-23.378994,223.841568,-24.082289,327.188751,-27.279261,1180726492,204029244,1372146882,643906091,1352827242,3,0.00788,0.04453, spo,0.0,-1.0,-1.0,-1.0,223.837906,-24.122065,149,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,18,-1
R05B25, J5_Lyr,20180422_031427,0.9,0.284,15.773, CB4_35, 9.0,2018,04,21,18,14,27.350,64.5,41.9,218.118637,7.557858,214.445328,4.762333,118.296051,52.126549,2625467329,1439653936,1126520174,4252517278,1132731941,3,0.00909,0.00292, J5_Lyr,0.0,1.3,55.7,+16.0,216.357880,6.224690,145,0.30,0.00000,0.00000,-1.000,-1.000,1.000,59.940,18,-1
R05B25, J5_Lyr,20180422_031710,-0.6,0.434,10.796, CB4_35, 9.0,2018,04,21,18,17,10.450,37.5,29.5,228.024826,-15.753877,225.998703,-18.033554,330.898010,-38.300369,1180091792,204029244,1371744259,624107700,1343726172,3,0.00917,0.00261, J5_Lyr,0.0,0.4,48.0,+0.1,226.547195,-17.423887,93,0.30,0.00000,0.00000,-1.000,-1.000,1.000,59.940,23,-1
R05B25, spo,20180422_032530,-2.1,0.350,21.030, CB4_35, 9.0,2018,04,21,18,25,30.920,48.8,36.3,226.061691,-4.756903,220.170547,-6.713319,149.800797,70.690727,2618023392,1439653936,1127311249,4243903466,1132178230,3,0.00924,0.00888, spo,0.0,-1.0,-1.0,-1.0,222.325317,-6.006408,93,0.26,0.00000,0.00000,-1.000,-1.000,1.000,59.940,28,-1
R05B25, spo,20180422_032710,-0.4,0.384,17.223, CB4_35, 9.0,2018,04,21,18,27,10.790,50.7,23.7,217.169464,-13.547768,213.249573,-12.840070,254.289276,73.185585,1175851159,204029244,1372885036,550179909,1352407032,3,0.00982,0.03489, spo,0.0,-1.0,-1.0,-1.0,214.522705,-13.076893,100,0.26,0.00000,0.00000,-1.000,-1.000,1.000,59.940,23,-1
R05B25, spo,20180422_032758,2.1,0.467,7.437, CB4_35, 9.0,2018,04,21,18,27,58.330,56.1,25.1,214.568344,-9.170435,214.220093,-11.023046,306.252808,-10.319747,2621876512,1439653936,1127217031,4197338279,1107634205,3,0.00882,0.05261, spo,0.0,-1.0,-1.0,-1.0,214.362015,-10.270700,97,0.27,0.00000,0.00000,-1.000,-1.000,1.000,59.940,37,-1
R05B25, spo,20180422_033019,9.3,0.083,8.304, CB4_35, 9.0,2018,04,21,18,30,19.940,49.7,36.6,226.884354,-4.048558,226.769760,-4.076116,151.944702,74.756485,1181711540,204029244,1371886576,654165836,1362180157,3,0.00885,0.00280, spo,0.0,-1.0,-1.0,-1.0,226.828812,-4.064773,97,0.24,0.00000,0.00000,-1.000,-1.000,1.000,59.940,4,-1
R05B25, spo,20180422_033049,-0.2,0.300,15.970, CB4_35, 9.0,2018,04,21,18,30,49.770,36.6,31.4,233.174149,-14.448357,228.171127,-14.349252,235.371277,75.541458,2631229036,1439653936,1137421819,4289424264,1119871418,3,0.00772,0.01233, spo,0.0,-1.0,-1.0,-1.0,230.644165,-14.411411,86,0.24,0.00000,0.00000,-1.000,-1.000,1.000,59.940,17,-1
R05B25, J5_etA,20180422_033118,-0.0,0.117,12.532, CB4_35, 9.0,2018,04,21,18,31,18.240,68.9,21.5,204.653122,-3.179921,203.066422,-2.975736,271.240051,82.040695,1206719460,204029244,1374133608,580165590,1397139643,3,0.00942,0.00160, J5_etA,0.0,1.3,81.6,+23.0,204.029068,-3.099905,101,0.28,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, J5_Lyr,20180422_033143,0.7,0.083,16.046, CB4_35, 9.0,2018,04,21,18,31,43.560,45.0,31.0,226.959366,-10.852100,226.431686,-11.450181,326.199615,-39.950279,2618220926,1439653936,1127400247,4236367183,1118990445,3,0.00877,0.00151, J5_Lyr,0.0,1.0,67.0,+39.7,226.689270,-11.158652,94,0.29,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, J5_Lyr,20180422_035116,0.5,0.117,12.022, CB4_35, 9.0,2018,04,21,18,51,16.810,74.5,33.4,215.672745,8.167069,214.636063,7.420824,114.493912,53.488941,1177476010,204029244,1373001084,545571850,1369410017,3,0.00972,0.00444, J5_Lyr,0.0,0.8,47.0,-2.1,215.201187,7.830980,113,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180422_035655,3.7,0.651,5.721, CB4_35, 9.0,2018,04,21,18,56,55.050,49.0,31.8,231.033112,-8.240045,231.285828,-12.163976,320.515747,3.567845,2619792835,1439653936,1137241419,4290967530,1119817889,3,0.00979,0.04728, spo,0.0,-1.0,-1.0,-1.0,231.160126,-10.224345,122,0.26,225.89981,30.85079,28.120,-1.000,1.000,59.940,41,-1
R05B25, spo,20180422_035900,1.0,0.250,10.598, CB4_35, 9.0,2018,04,21,18,59,0.780,65.6,24.8,216.077591,-3.309980,214.253922,-5.287968,129.109360,42.442886,1175483911,204029244,1373030449,553084985,1350625613,3,0.01120,0.00491, spo,0.0,-1.0,-1.0,-1.0,215.237869,-4.222565,130,0.31,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, J5_Lyr,20180422_001221,-2.2,0.184,19.266, CB4_35, 9.0,2018,04,21,15,12,21.850,41.5,42.5,185.794540,-2.947070,182.759827,-4.960770,100.191093,56.134159,2638136175,1439653936,1131695884,4148965610,1140057561,3,-1.00000,0.00103, J5_Lyr,0.0,0.3,51.7,+7.7,184.753311,-3.638956,0,8.72,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_004721,1.4,1.018,6.644, CB4_35, 9.0,2018,04,21,15,47,21.970,55.6,28.1,176.703064,-7.338284,174.873199,-11.101540,90.189140,25.274878,1191847809,204029244,1368487396,794381936,1356706359,3,-1.00000,0.01348, spo,0.0,-1.0,-1.0,-1.0,176.137924,-8.509859,0,1.82,0.00000,0.00000,-1.000,-1.000,1.000,59.940,61,-1
