Ver,Group,LocalTime,Mag,Dur(sec),AV(deg/s),Loc_Cam,TZ(h),Y(UT),M(UT),D(UT),H(UT),M,S, Dir1, Alt1, Ra1, Dec1, Ra2, Dec2,alpha,delta, , , , , ,io,err1,err2,G1,dd(deg),dr(deg),Vo(km/s),dV(%),ra_m,dec_m,refs,errm,rat,dct,voo,vooerr,tmerr,sps,sN,drop
R05B25, spo,20180422_020645,3.9,0.117,2.928, CB4_35, 9.0,2018,04,21,17,06,45.280,55.0,24.1,194.283554,-10.618569,194.137009,-10.794308,112.864716,38.515282,1200722322,204029244,1375197662,746796829,1351382621,3,0.00329,0.00082, spo,0.0,-1.0,-1.0,-1.0,194.189972,-10.730832,110,0.41,0.00000,0.00000,-1.000,-1.000,1.000,59.940,7,-1
R05B25, spo,20180422_020835,-0.4,0.651,10.463, CB4_35, 9.0,2018,04,21,17,08,35.290,66.1,30.7,192.416565,1.005176,188.107147,-4.014817,101.555115,40.592930,2647089270,1439653936,1125014299,4127934049,1120691024,3,-1.00000,0.00159, spo,0.0,-1.0,-1.0,-1.0,190.337372,-1.420727,0,0.40,270.44070,49.35984,34.280,-1.000,1.000,59.940,40,-1
R05B25, spo,20180422_021222,3.8,0.284,2.332, CB4_35, 9.0,2018,04,21,17,12,22.390,40.6,33.6,211.748444,-10.805039,211.403427,-11.438480,127.461990,27.548187,1178056449,204029244,1373395626,566800656,1368967507,3,0.00334,0.00058, spo,0.0,-1.0,-1.0,-1.0,211.602936,-11.072584,114,0.36,214.65372,-4.59537,54.980,-1.000,1.000,59.940,18,-1
R05B25, spo,20180422_021255,3.1,0.467,5.717, CB4_35, 9.0,2018,04,21,17,12,55.230,49.5,29.2,203.020935,-9.944251,201.083435,-9.362926,263.195404,70.582001,2642757029,1439653936,1126068927,4161216853,1123555901,3,-1.00000,0.00712, spo,0.0,-1.0,-1.0,-1.0,201.989639,-9.636420,0,0.38,221.53322,-15.38977,56.760,-1.000,1.000,59.940,24,-1
R05B25, spo,20180422_021438,2.3,0.217,4.567, CB4_35, 9.0,2018,04,21,17,14,38.990,57.0,33.3,201.184967,-2.700474,200.800873,-3.492109,112.492012,25.808702,1207522860,204029244,1374441576,600744909,1370708927,3,-1.00000,0.00078, spo,0.0,-1.0,-1.0,-1.0,200.982407,-3.118113,0,0.40,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, J5_Lyr,20180422_021511,2.5,0.784,10.583, CB4_35, 9.0,2018,04,21,17,15,11.980,58.0,27.0,196.403610,-6.623054,195.479263,-7.355790,114.605164,50.856850,2650594898,1439653936,1124361347,4182266301,1108384141,3,-1.00000,0.01494, J5_Lyr,0.0,3.3,54.8,+14.1,195.166199,-7.603004,0,0.41,0.00000,0.00000,-1.000,-1.000,1.000,59.940,15,-1
R05B25, spo,20180422_021908,3.7,0.417,2.000, CB4_35, 9.0,2018,04,21,17,19,8.970,41.5,25.1,207.885132,-17.438168,208.243713,-18.176104,290.011261,23.563305,1203783797,204029244,1373808145,554682926,1357259688,3,-1.00000,0.00125, spo,0.0,-1.0,-1.0,-1.0,208.029160,-17.735371,0,0.39,0.00000,0.00000,-1.000,-1.000,1.000,59.940,23,-1
R05B25, spo,20180422_021949,2.1,0.217,11.098, CB4_35, 9.0,2018,04,21,17,19,49.600,45.8,24.0,204.078079,-16.106216,202.321289,-17.828005,129.109116,41.928482,2643172200,1439653936,1126139989,4175036231,1114506004,3,0.00318,0.00053, spo,0.0,-1.0,-1.0,-1.0,203.365051,-16.810190,109,0.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, spo,20180422_022156,4.1,0.117,9.363, CB4_35, 9.0,2018,04,21,17,21,56.060,40.2,33.2,214.197037,-11.348467,212.611923,-11.780441,159.186172,70.709763,1176862317,204029244,1373115285,542997054,1369153085,3,0.00331,0.00162, spo,0.0,-1.0,-1.0,-1.0,213.995911,-11.403827,110,0.39,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180422_022329,2.8,0.484,8.367, CB4_35, 9.0,2018,04,21,17,23,29.550,43.9,26.4,207.873077,-15.186490,205.788620,-15.148996,210.904587,74.793213,2644621240,1439653936,1125502502,4218403796,1109859201,3,0.00332,0.02185, spo,0.0,-1.0,-1.0,-1.0,207.008713,-15.173269,110,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,32,-1
R05B25, spo,20180422_022407,2.4,0.317,5.517, CB4_35, 9.0,2018,04,21,17,24,7.870,50.2,29.4,205.456924,-9.394550,204.894531,-11.198419,118.314606,16.769102,1204970426,204029244,1374082361,586817341,1343163971,3,-1.00000,0.00082, spo,0.0,-1.0,-1.0,-1.0,205.223022,-10.147411,0,0.40,210.25682,7.99204,60.120,-1.000,1.000,59.940,20,-1
R05B25, spo,20180422_022509,3.7,0.634,2.917, CB4_35, 9.0,2018,04,21,17,25,9.610,53.2,27.5,202.406143,-9.165359,200.682114,-9.043423,225.898117,80.022301,2642532953,1439653936,1125975031,4167684977,1120652949,3,-1.00000,0.00098, spo,0.0,-1.0,-1.0,-1.0,201.549698,-9.105808,0,0.37,210.18697,-10.02088,62.090,-1.000,1.000,59.940,39,-1
R05B25, spo,20180422_023006,4.3,0.250,2.868, CB4_35, 9.0,2018,04,21,17,30,6.810,54.3,22.3,199.366058,-12.338936,198.766113,-12.834137,123.515060,48.175423,1200618393,204029244,1374655454,597148133,1354129375,3,0.00331,0.00108, spo,0.0,-1.0,-1.0,-1.0,199.089508,-12.567607,110,0.40,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, spo,20180422_023038,1.9,0.384,4.614, CB4_35, 9.0,2018,04,21,17,30,38.410,38.4,31.5,216.709686,-13.584825,215.183014,-12.526607,288.331055,52.533100,2624924670,1439653936,1126348373,4206165762,1128968197,3,-1.00000,0.00078, spo,0.0,-1.0,-1.0,-1.0,216.025208,-13.112607,0,0.36,228.15453,-21.74192,58.510,-1.000,1.000,59.940,24,-1
R05B25, spo,20180422_023133,3.6,0.334,4.270, CB4_35, 9.0,2018,04,21,17,31,33.720,47.3,26.6,207.539963,-13.244786,207.388245,-14.699032,298.864563,-5.609214,1205748990,204029244,1373781025,555631223,1355608206,3,-1.00000,0.00092, spo,0.0,-1.0,-1.0,-1.0,207.482681,-13.796068,0,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,17,-1
R05B25, spo,20180422_023429,1.5,0.217,5.491, CB4_35, 9.0,2018,04,21,17,34,29.980,49.1,35.0,212.245743,-5.619641,212.082443,-7.194542,302.822937,-5.845616,2623223203,1439653936,1126985108,4198567251,1124306678,3,-1.00000,0.02228, spo,0.0,-1.0,-1.0,-1.0,212.221451,-5.854536,0,0.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, J5_Lyr,20180422_023825,2.1,0.200,9.340, CB4_35, 9.0,2018,04,21,17,38,25.220,54.1,28.7,205.950211,-7.762558,204.089294,-8.994406,127.281715,55.247917,1205175010,204029244,1374000791,584220623,1344917803,3,-1.00000,0.00257, J5_Lyr,0.0,3.8,38.9,-18.9,205.019211,-8.382342,0,0.37,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
R05B25, spo,20180422_023909,5.1,0.567,1.079, CB4_35, 9.0,2018,04,21,17,39,9.440,60.1,32.4,204.864456,-1.469586,205.364380,-1.709054,291.801849,64.350571,2643329713,1439653936,1125170849,4177499461,1128493403,3,0.00349,0.00141, spo,0.0,-1.0,-1.0,-1.0,205.161499,-1.611894,117,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,27,-1
R05B25, spo,20180422_024033,5.9,0.267,1.049, CB4_35, 9.0,2018,04,21,17,40,33.660,58.3,30.8,205.191025,-3.695013,205.055008,-3.599927,289.933777,54.823536,1204940973,204029244,1374047347,579781495,1348284920,3,-1.00000,0.00086, spo,0.0,-1.0,-1.0,-1.0,205.086761,-3.622129,0,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,11,-1
R05B25, spo,20180422_024259,5.7,0.133,1.345, CB4_35, 9.0,2018,04,21,17,42,59.670,47.4,31.9,213.579651,-8.944426,213.118423,-8.726455,285.518646,63.085079,2621500838,1439653936,1127118728,4196329921,1129172760,3,-1.00000,0.00024, spo,0.0,-1.0,-1.0,-1.0,213.319901,-8.821847,0,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,5,-1
R05B25, spo,20180422_024356,2.4,0.117,8.339, CB4_35, 9.0,2018,04,21,17,43,56.920,52.1,31.7,210.592850,-6.575881,209.995804,-7.549348,124.574501,31.062511,1177581000,204029244,1373543032,569383424,1347089648,3,0.00367,0.00068, spo,0.0,-1.0,-1.0,-1.0,210.385544,-6.914453,112,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180422_024811,3.7,0.651,1.918, CB4_35, 9.0,2018,04,21,17,48,11.450,50.3,22.6,206.911667,-14.614375,207.642166,-15.765497,288.159790,30.265062,2646217724,1439653936,1125406175,4215375860,1112647044,3,-1.00000,0.00109, spo,0.0,-1.0,-1.0,-1.0,207.233810,-15.123848,0,0.35,200.33145,-6.47975,44.010,-1.000,1.000,59.940,39,-1
R05B25, spo,20180422_024923,3.1,0.184,5.913, CB4_35, 9.0,2018,04,21,17,49,23.470,47.0,32.0,215.568497,-9.069266,215.051544,-10.131150,129.887253,25.256306,1177386564,204029244,1372983039,547342931,1371409063,3,0.00361,0.00214, spo,0.0,-1.0,-1.0,-1.0,215.355392,-9.507905,105,0.35,24.75390,30.31837,47.220,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_025344,6.0,0.184,0.622, CB4_35, 9.0,2018,04,21,17,53,44.870,45.4,30.4,216.818542,-11.152350,216.885941,-11.246372,299.075409,34.349869,2624964942,1439653936,1126391196,4206495433,1118818083,3,0.00320,0.00108, spo,0.0,-1.0,-1.0,-1.0,216.848526,-11.194201,104,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,7,-1
R05B25, spo,20180422_025725,4.4,0.617,2.273, CB4_35, 9.0,2018,04,21,17,57,25.790,52.4,27.9,211.263657,-9.334875,211.956924,-10.421974,295.457947,31.606941,1177846538,204029244,1373472481,567408956,1344279295,3,-1.00000,0.01352, spo,0.0,-1.0,-1.0,-1.0,211.568466,-9.813890,0,0.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,36,-1
R05B25, J5_Lyr,20180422_030058,1.1,0.350,14.632, CB4_35, 9.0,2018,04,21,18,00,58.790,63.0,25.6,203.701065,-4.447811,202.256927,-5.960870,118.736473,48.451794,2643020819,1439653936,1126136519,4163358185,1113860583,3,-1.00000,0.07237, J5_Lyr,0.0,4.6,66.2,+38.0,201.938187,-5.988787,0,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,22,-1
R05B25, J5_Lyr,20180422_030142,1.5,0.184,14.213, CB4_35, 9.0,2018,04,21,18,01,42.440,62.7,26.8,204.880600,-3.832321,202.352905,-5.732892,119.924538,52.695976,1206896465,204029244,1374041346,580887226,1356427287,3,0.00350,0.01627, J5_Lyr,0.0,0.4,45.9,-4.3,203.986221,-4.507027,110,0.31,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
R05B25, spo,20180422_030626,2.9,0.317,7.422, CB4_35, 9.0,2018,04,21,18,06,26.660,44.8,24.9,217.133072,-15.919591,215.812027,-18.014570,136.457367,29.598598,2625090354,1439653936,1126423461,4205524546,1107417623,3,-1.00000,0.00048, spo,0.0,-1.0,-1.0,-1.0,216.593384,-16.782124,0,0.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,20,-1
R05B25, spo,20180422_031054,5.0,0.484,1.025, CB4_35, 9.0,2018,04,21,18,10,54.350,61.1,22.9,205.434235,-7.553392,205.172821,-7.098153,291.149780,29.397196,1204985240,204029244,1374088713,586753344,1352266146,3,0.00360,0.00077, spo,0.0,-1.0,-1.0,-1.0,205.333679,-7.378417,108,0.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,27,-1
R05B25, spo,20180422_031126,3.2,0.184,7.041, CB4_35, 9.0,2018,04,21,18,11,26.800,60.7,32.8,212.817749,-0.875184,212.626862,-2.308173,302.934235,-7.580934,2623315946,1439653936,1127043005,4202325803,1129881284,3,0.00381,0.00098, spo,0.0,-1.0,-1.0,-1.0,212.745026,-1.421335,109,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_031136,4.8,0.217,2.419, CB4_35, 9.0,2018,04,21,18,11,36.750,42.5,27.0,221.453217,-15.411989,221.384842,-15.848435,313.746796,-8.260022,1175392835,204029244,1372393577,670687252,1344940024,3,-1.00000,0.00047, spo,0.0,-1.0,-1.0,-1.0,221.414154,-15.661535,0,0.31,41.48442,25.96056,41.300,-1.000,1.000,59.940,13,-1
R05B25, spo,20180422_031445,5.5,0.300,2.813, CB4_35, 9.0,2018,04,21,18,14,45.400,44.8,25.2,219.340988,-15.670078,219.760208,-16.371557,300.542328,28.602545,2623705211,1439653936,1126608942,4247975526,1110339344,3,-1.00000,0.00065, spo,0.0,-1.0,-1.0,-1.0,219.600830,-16.105541,0,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
R05B25, spo,20180422_031543,4.0,0.250,4.246, CB4_35, 9.0,2018,04,21,18,15,43.690,61.4,26.6,209.119751,-4.763510,209.417206,-5.671632,297.569275,17.988556,1204231593,204029244,1373652892,558540842,1354784218,3,-1.00000,0.03089, spo,0.0,-1.0,-1.0,-1.0,209.214554,-5.053248,0,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_031733,6.0,0.234,1.862, CB4_35, 9.0,2018,04,21,18,17,33.030,54.3,26.6,214.178757,-9.142581,213.762665,-9.195057,175.251465,78.311867,2621730580,1439653936,1127178072,4198348703,1120713556,3,-1.00000,0.00120, spo,0.0,-1.0,-1.0,-1.0,213.985535,-9.167010,0,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180422_032530,0.2,0.184,19.077, CB4_35, 9.0,2018,04,21,18,25,30.200,49.9,35.0,224.586014,-5.247143,221.039658,-6.420236,149.753983,70.673660,1180882155,204029244,1372180649,644869355,1375119424,3,-1.00000,0.00210, spo,0.0,-1.0,-1.0,-1.0,223.394882,-5.641383,0,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, J5_Lyr,20180422_032609,1.8,0.150,12.826, CB4_35, 9.0,2018,04,21,18,26,9.390,54.7,30.9,218.940094,-5.761144,217.522308,-7.045009,135.209702,47.266602,2623547021,1439653936,1126569370,4244745212,1117031337,3,-1.00000,0.00062, J5_Lyr,0.0,0.3,50.6,+5.5,218.172150,-6.457838,0,0.34,333.19440,41.46576,48.550,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_032634,4.6,0.384,2.553, CB4_35, 9.0,2018,04,21,18,26,34.550,54.3,25.8,215.879410,-9.843704,216.590607,-10.628517,297.229736,40.916649,1177529866,204029244,1373013304,546237964,1355610945,3,0.00310,0.00689, spo,0.0,-1.0,-1.0,-1.0,216.109512,-10.098211,106,0.34,0.00000,0.00000,-1.000,-1.000,1.000,59.940,25,-1
R05B25, J5_etA,20180422_032709,0.7,0.300,19.073, CB4_35, 9.0,2018,04,21,18,27,9.890,49.8,24.2,218.159515,-13.649304,213.171524,-12.855639,251.139511,73.855125,2625483997,1439653936,1126524239,4252650694,1114076140,3,0.00320,0.11679, J5_etA,0.0,2.1,85.7,+29.2,215.388123,-13.220934,104,0.32,0.00000,0.00000,-1.000,-1.000,1.000,59.940,21,-1
R05B25, spo,20180422_032719,3.5,0.217,7.130, CB4_35, 9.0,2018,04,21,18,27,19.420,44.5,33.3,227.549179,-9.265782,227.383575,-10.947136,318.441254,-5.451342,1179878336,204029244,1371820495,652081313,1368695001,3,-1.00000,0.00115, spo,0.0,-1.0,-1.0,-1.0,227.469330,-10.078693,0,0.32,229.79529,24.90744,37.370,-1.000,1.000,59.940,13,-1
R05B25, spo,20180422_032757,2.5,0.851,4.977, CB4_35, 9.0,2018,04,21,18,27,57.030,57.5,27.0,214.913254,-6.958673,214.182816,-11.095060,306.116852,-9.764806,2622006324,1439653936,1126201757,4208904624,1109597801,3,-1.00000,0.00130, spo,0.0,-1.0,-1.0,-1.0,214.586411,-8.821397,0,0.32,328.92850,85.83884,16.670,-1.000,1.000,59.940,52,-1
R05B25, spo,20180422_033049,0.4,0.250,19.623, CB4_35, 9.0,2018,04,21,18,30,49.060,38.8,30.4,230.956085,-14.415835,225.819077,-14.235489,236.697708,75.514870,1179099904,204029244,1363125893,631294901,1348237193,3,0.00357,0.00219, spo,0.0,-1.0,-1.0,-1.0,229.222061,-14.367125,107,0.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, J5_Lyr,20180422_033142,1.0,0.150,11.630, CB4_35, 9.0,2018,04,21,18,31,42.760,45.0,31.3,227.155853,-10.621408,225.833282,-12.121026,326.170563,-39.879662,2620406763,1439653936,1127386983,4236979135,1118899882,3,0.00340,0.00052, J5_Lyr,0.0,1.0,44.9,-6.4,226.653809,-11.193205,109,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180422_033452,2.9,1.285,2.028, CB4_35, 9.0,2018,04,21,18,34,52.040,62.0,29.0,215.216797,-2.758861,216.779449,-0.666473,127.276573,36.718082,1177259148,204029244,1373079430,548311944,1349024140,3,0.00343,0.00096, spo,0.0,-1.0,-1.0,-1.0,215.737396,-2.062455,107,0.33,208.98018,-10.04062,38.460,-1.000,1.000,59.940,79,-1
R05B25, spo,20180422_033452,3.6,0.717,2.863, CB4_35, 9.0,2018,04,21,18,34,52.040,56.4,22.6,214.316986,-10.838859,215.993469,-12.052605,290.116028,52.029686,2621922946,1439653936,1127158247,4196554430,1113628558,3,0.00343,0.00131, spo,0.0,-1.0,-1.0,-1.0,215.120956,-11.423409,107,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,37,-1
R05B25, spo,20180422_033548,3.0,0.684,3.077, CB4_35, 9.0,2018,04,21,18,35,48.210,61.5,29.1,215.894653,-2.974176,215.104233,-5.008825,307.045044,-21.127495,1177519958,204029244,1373015884,546188084,1343076954,3,-1.00000,0.00083, spo,0.0,-1.0,-1.0,-1.0,215.557281,-3.843925,0,0.36,218.56082,5.02308,64.560,-1.000,1.000,59.940,42,-1
R05B25, spo,20180422_033934,2.3,0.184,12.032, CB4_35, 9.0,2018,04,21,18,39,34.710,39.7,23.2,228.405579,-19.994337,226.654297,-21.421701,339.656952,-44.889721,2621010214,1439653936,1127543241,4282846972,1114108458,3,0.00372,0.00101, spo,0.0,-1.0,-1.0,-1.0,227.748413,-20.534199,109,0.33,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180422_034824,4.9,0.083,3.052, CB4_35, 9.0,2018,04,21,18,48,24.310,61.1,22.1,214.227020,-8.196489,214.152237,-8.329315,128.767410,28.792503,1176849076,204029244,1373112306,543034265,1353193790,3,0.00401,0.00053, spo,0.0,-1.0,-1.0,-1.0,214.191208,-8.260127,120,0.37,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180422_035653,2.6,0.901,7.173, CB4_35, 9.0,2018,04,21,18,56,53.850,50.8,33.6,230.952744,-5.836193,231.275543,-11.953538,320.651398,2.945461,2619758030,1439653936,1137234485,4290842992,1128741774,3,0.00298,0.09498, spo,0.0,-1.0,-1.0,-1.0,231.116821,-8.971360,89,0.30,228.39525,18.78265,39.240,-1.000,1.000,59.940,57,-1
R05B25, spo,20180422_035859,0.8,0.384,12.137, CB4_35, 9.0,2018,04,21,18,58,59.910,65.7,26.2,217.042099,-2.280515,214.184845,-5.311328,129.179352,43.120892,1175901915,204029244,1372865172,549797404,1358036950,3,-1.00000,0.01388, spo,0.0,-1.0,-1.0,-1.0,215.617706,-3.795274,0,0.35,0.00000,0.00000,-1.000,-1.000,1.000,59.940,23,-1
