Ver,Group,LocalTime,Mag,Dur(sec),AV(deg/s),Loc_Cam,TZ(h),Y(UT),M(UT),D(UT),H(UT),M,S, Dir1, Alt1, Ra1, Dec1, Ra2, Dec2,alpha,delta, , , , , ,io,err1,err2,G1,dd(deg),dr(deg),Vo(km/s),dV(%),ra_m,dec_m,refs,errm,rat,dct,voo,vooerr,tmerr,sps,sN,drop
R05B25, spo,20180421_001217,5.1,0.150,7.233, CB4_35, 9.0,2018,04,20,15,12,17.550,50.5,38.4,176.872025,-2.258849,176.301651,-3.276469,88.135414,29.203978,1191912019,204029244,1368503108,792799140,1373519953,3,0.00808,0.00150, spo,0.0,-1.0,-1.0,-1.0,176.696259,-2.572662,42,0.25,309.94626,55.53295,18.920,-1.000,1.000,59.940,8,-1
R05B25, spo,20180421_001826,3.5,0.517,2.722, CB4_35, 9.0,2018,04,20,15,18,26.560,63.1,38.5,171.251877,4.521514,171.324326,3.129518,81.486641,-2.966128,2638878434,1439653936,1131265999,4063606829,1125352364,3,0.00926,0.00378, spo,0.0,-1.0,-1.0,-1.0,171.278564,4.009220,50,6.33,355.30878,4.17277,37.780,-1.000,1.000,59.940,24,-1
R05B25, spo,20180421_005301,2.6,0.317,17.972, CB4_35, 9.0,2018,04,20,15,53,1.390,48.1,32.1,184.736008,-8.385672,179.238831,-9.736882,124.332413,73.381096,1197032037,204029244,1367688456,786073645,1342920245,3,0.00548,0.00274, spo,0.0,-1.0,-1.0,-1.0,182.090546,-9.047438,69,22.00,265.17532,12.87573,66.900,-1.000,1.000,59.940,22,-1
R05B25, spo,20180421_010346,5.1,0.767,4.580, CB4_35, 9.0,2018,04,20,16,03,46.110,57.7,23.9,175.483246,-9.078422,174.210449,-12.361224,88.902390,20.467781,2640488939,1439653936,1130637916,4118695458,1102123134,1,0.00521,0.00466, spo,0.0,-1.0,-1.0,-1.0,174.854980,-10.708423,75,0.20,330.48068,56.80881,22.060,-1.000,1.000,59.940,26,-1
R05B25, spo,20180421_010708,0.6,0.417,17.151, CB4_35, 9.0,2018,04,20,16,07,8.780,35.0,28.9,196.121933,-17.307821,186.789688,-17.163498,194.576874,72.686256,1201467185,204029244,1374982105,591077944,1345848676,3,0.00522,0.13597, spo,0.0,-1.0,-1.0,-1.0,193.135712,-17.308590,79,0.23,265.87198,-6.00024,73.000,-1.000,1.000,59.940,21,-1
R05B25, spo,20180421_011800,0.7,0.517,8.128, CB4_35, 9.0,2018,04,20,16,18,0.300,61.9,24.6,176.900970,-5.866896,174.366043,-9.166262,91.463684,37.745861,2641027801,1439653936,1130810878,4112656642,1112107074,3,0.00594,0.04792, spo,0.0,-1.0,-1.0,-1.0,175.596405,-7.522071,85,0.24,327.46896,36.17858,65.420,-1.000,1.000,59.940,34,-1
R05B25, spo,20180421_011951,2.4,0.450,9.637, CB4_35, 9.0,2018,04,20,16,19,51.880,53.3,40.7,193.621887,0.933174,190.038513,2.394041,285.903473,67.748306,1202550206,204029244,1375263450,749002994,1360059516,3,0.00648,0.01538, spo,0.0,-1.0,-1.0,-1.0,192.200882,1.513494,85,21.99,0.00000,0.00000,-1.000,-1.000,1.000,59.940,29,-1
R05B25, spo,20180421_012851,0.4,0.250,13.024, CB4_35, 9.0,2018,04,20,16,28,51.730,56.8,23.4,182.067062,-10.005135,179.386078,-11.341890,110.785378,61.200756,2634744292,1439653936,1132341108,4097554495,1102089822,1,0.00579,0.00311, spo,0.0,-1.0,-1.0,-1.0,180.696960,-10.692600,77,27.27,0.00000,0.00000,-1.000,-1.000,1.000,59.940,17,-1
R05B25, spo,20180421_013608,1.0,0.617,9.020, CB4_35, 9.0,2018,04,20,16,36,8.400,67.3,36.2,186.775101,5.398922,182.557724,7.551026,287.059052,62.104065,1195730296,204029244,1367522567,763156052,1368125885,3,0.00503,0.07679, spo,0.0,-1.0,-1.0,-1.0,184.919022,6.352579,70,21.83,0.00000,0.00000,-1.000,-1.000,1.000,59.940,40,-1
R05B25, J5_Lyr,20180421_013746,1.5,0.184,10.857, CB4_35, 9.0,2018,04,20,16,37,46.670,54.8,22.5,185.085587,-11.909017,183.526535,-12.954926,111.741562,53.654484,2637866405,1439653936,1131591890,4104791867,1102900589,3,0.00558,0.00241, J5_Lyr,0.0,0.8,50.7,+5.6,184.337936,-12.411666,73,22.05,309.38437,35.09014,66.340,-1.000,1.000,59.940,12,-1
R05B25, spo,20180421_014712,2.4,0.300,7.715, CB4_35, 9.0,2018,04,20,16,47,12.840,40.9,37.4,206.216843,-7.497472,205.524063,-9.521949,118.738091,18.482239,1205210320,204029244,1373912582,585081480,1373277134,3,0.00498,0.00180, spo,0.0,-1.0,-1.0,-1.0,205.843628,-8.590898,68,22.09,340.19748,68.75043,20.590,-1.000,1.000,59.940,19,-1
R05B25, J5_Lyr,20180421_015300,0.7,0.250,9.047, CB4_35, 9.0,2018,04,20,16,53,0.890,33.2,22.9,206.021057,-23.324379,203.891418,-24.653162,145.727081,48.973835,2645870075,1439653936,1125318647,4172607487,1111977014,3,0.00523,0.00415, J5_Lyr,0.0,5.9,40.7,-15.2,205.074997,-23.921686,70,22.14,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, spo,20180421_020546,5.2,0.217,4.058, CB4_35, 9.0,2018,04,20,17,05,46.500,43.5,29.5,204.676666,-12.836514,204.231857,-13.664563,121.288857,26.809164,1206841549,204029244,1374127157,580222469,1342443758,3,0.00527,0.00174, spo,0.0,-1.0,-1.0,-1.0,204.518555,-13.131569,66,22.06,16.10789,28.77293,41.220,-1.000,1.000,59.940,12,-1
R05B25, spo,20180421_021349,2.8,0.651,13.897, CB4_35, 9.0,2018,04,20,17,13,49.520,46.5,41.9,211.872620,-1.372008,210.683273,-7.683951,302.129303,-10.594049,2622940030,1439653936,1126947977,4222561195,1132864760,3,0.00416,0.01802, spo,0.0,-1.0,-1.0,-1.0,211.534637,-3.176031,61,0.19,0.00000,0.00000,-1.000,-1.000,1.000,59.940,46,-1
R05B25, spo,20180421_021412,7.7,0.167,2.810, CB4_35, 9.0,2018,04,20,17,14,12.840,53.5,31.1,200.876556,-6.252852,200.827438,-6.701490,291.555084,-6.168701,1207380946,204029244,1374541856,601847874,1348365611,3,0.00479,0.00274, spo,0.0,-1.0,-1.0,-1.0,200.860565,-6.398993,69,22.17,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_021947,1.5,0.217,4.792, CB4_35, 9.0,2018,04,20,17,19,47.580,75.0,38.0,195.167099,11.293363,194.318298,12.043605,297.373962,46.635983,2650248386,1439653936,1124206403,4136569718,1127432938,3,0.00449,0.00384, spo,0.0,-1.0,-1.0,-1.0,194.799652,11.618946,66,11.80,211.95592,-8.04526,28.280,-1.000,1.000,59.940,14,-1
R05B25, spo,20180421_022320,3.8,0.083,22.784, CB4_35, 9.0,2018,04,20,17,23,20.730,62.0,39.7,204.024734,4.744798,202.908890,4.397250,99.157562,72.073853,1206568306,204029244,1374191993,582394040,1360345830,3,0.00467,0.00601, spo,0.0,-1.0,-1.0,-1.0,203.503601,4.582742,69,16.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_023629,-2.4,0.384,14.566, CB4_35, 9.0,2018,04,20,17,36,29.560,37.5,30.7,217.494156,-14.732244,212.345505,-17.875004,148.761841,54.060944,2625230461,1439653936,1126459363,4250561261,1123879750,3,0.00410,0.00235, spo,0.0,-1.0,-1.0,-1.0,215.237579,-16.137386,66,27.28,257.63147,13.23199,68.760,-1.000,1.000,59.940,24,-1
R05B25, J5_Lyr,20180421_025526,0.1,0.317,15.571, CB4_35, 9.0,2018,04,20,17,55,26.710,37.3,37.8,226.081757,-8.638689,222.108978,-12.009911,145.844406,48.140724,1181356635,204029244,1371937720,647376941,1372255092,3,0.00405,0.00173, J5_Lyr,0.0,5.4,53.5,+11.4,224.336563,-10.134436,63,27.14,279.29144,31.72836,48.730,-1.000,1.000,59.940,20,-1
R05B25, spo,20180421_030010,-0.1,0.083,16.027, CB4_35, 9.0,2018,04,20,18,00,10.900,44.9,29.0,216.965210,-12.565794,216.328949,-13.130392,140.376953,46.139542,2624891973,1439653936,1126374035,4204986398,1123263439,3,0.00366,0.00019, spo,0.0,-1.0,-1.0,-1.0,216.662598,-12.834830,62,27.17,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, J5_Lyr,20180421_030010,-0.3,0.200,11.563, CB4_35, 9.0,2018,04,20,18,00,10.900,45.0,28.1,216.333038,-13.182178,214.327744,-14.827672,141.302780,47.800045,1175646649,204029244,1372935432,551756830,1344798513,3,0.00366,0.02704, J5_Lyr,0.0,3.2,42.9,-10.6,215.579941,-13.804832,62,27.17,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, J5_Lyr,20180421_030120,-0.7,0.150,18.084, CB4_35, 9.0,2018,04,20,18,01,20.500,52.2,37.4,217.576248,-2.153711,215.109283,-3.985839,130.462540,53.245697,2625134021,1439653936,1126434758,4250827899,1127274007,3,0.00430,0.00281, J5_Lyr,0.0,3.5,66.0,+37.5,216.644928,-2.846742,64,27.19,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180421_034239,3.1,0.083,9.240, CB4_35, 9.0,2018,04,20,18,42,39.400,56.5,42.0,228.485825,3.466958,228.232742,3.918475,320.422485,29.153404,1180177409,204029244,1371792880,623450916,1453777117,3,0.00488,0.00300, spo,0.0,-1.0,-1.0,-1.0,228.378525,3.658442,79,27.36,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_034504,1.3,0.117,8.828, CB4_35, 9.0,2018,04,20,18,45,4.480,34.5,34.2,238.698013,-12.880539,238.282852,-13.979956,333.366791,-19.592964,2633328448,1439653936,1136923206,3780253797,1125219575,3,0.00544,0.00164, spo,0.0,-1.0,-1.0,-1.0,238.545914,-13.284579,77,27.36,351.01306,70.72410,26.320,-1.000,1.000,59.940,8,-1
R05B25, J5_Lyr,20180421_034634,3.0,0.050,11.383, CB4_35, 9.0,2018,04,20,18,46,34.410,47.1,35.7,231.088928,-6.126399,230.942230,-6.319991,325.697876,-36.820400,1179182498,204029244,1363145469,631662273,1371705407,3,0.00520,0.00028, J5_Lyr,0.0,2.8,31.9,-33.6,231.089493,-6.125490,75,9.67,0.00000,0.00000,-1.000,-1.000,1.000,59.940,4,-1
R05B25, spo,20180421_034659,1.5,0.217,4.783, CB4_35, 9.0,2018,04,20,18,46,59.100,30.2,39.2,244.639725,-9.972289,244.554474,-11.167958,335.627411,-5.599209,2627091875,1439653936,1138562587,3763242361,1133831028,3,0.00527,0.04797, spo,0.0,-1.0,-1.0,-1.0,244.573929,-10.621829,77,22.00,0.00000,0.00000,-1.000,-1.000,1.000,59.940,16,-1
R05B25, spo,20180421_035148,5.2,0.117,5.264, CB4_35, 9.0,2018,04,20,18,51,48.390,48.9,30.6,228.004944,-9.205956,227.943130,-9.993504,318.713501,-4.363369,1180101159,204029244,1371742411,624038764,1347058736,3,0.00603,0.00275, spo,0.0,-1.0,-1.0,-1.0,227.987259,-9.431704,90,21.85,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
