Ver,Group,LocalTime,Mag,Dur(sec),AV(deg/s),Loc_Cam,TZ(h),Y(UT),M(UT),D(UT),H(UT),M,S, Dir1, Alt1, Ra1, Dec1, Ra2, Dec2,alpha,delta, , , , , ,io,err1,err2,G1,dd(deg),dr(deg),Vo(km/s),dV(%),ra_m,dec_m,refs,errm,rat,dct,voo,vooerr,tmerr,sps,sN,drop
R05B25, spo,20180421_022802,2.8,0.200,3.622, CB4_35, 9.0,2018,04,20,17,28,2.500,60.9,24.5,194.994614,-6.563333,194.214828,-6.585328,180.677094,83.228203,1200978865,204029244,1375024545,753213854,1350931987,3,0.00796,0.00105, spo,0.0,-1.0,-1.0,-1.0,194.617615,-6.574117,134,1.97,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
R05B25, spo,20180421_022959,2.5,0.284,5.969, CB4_35, 9.0,2018,04,20,17,29,59.680,65.9,25.7,193.270309,-2.463876,193.045929,-3.871836,103.662003,9.027267,2647287674,1439653936,1125066673,4140966498,1107722618,3,0.00796,0.00100, spo,0.0,-1.0,-1.0,-1.0,193.160080,-3.156087,128,1.93,0.00000,0.00000,-1.000,-1.000,1.000,59.940,17,-1
R05B25, spo,20180421_023335,6.1,0.083,2.027, CB4_35, 9.0,2018,04,20,17,33,35.480,45.4,31.5,211.467300,-10.266930,211.231415,-10.530546,130.375168,40.524132,1177900008,204029244,1373386713,567949347,1346819113,3,0.00763,0.00100, spo,0.0,-1.0,-1.0,-1.0,211.412277,-10.329165,128,1.89,0.00000,0.00000,-1.000,-1.000,1.000,59.940,5,-1
R05B25, spo,20180421_023427,1.1,0.184,18.590, CB4_35, 9.0,2018,04,20,17,34,27.980,40.4,26.4,212.392609,-16.962936,208.584686,-15.885091,256.700928,66.913689,2623150326,1439653936,1126967966,4198892055,1111328923,3,0.00726,0.00251, spo,0.0,-1.0,-1.0,-1.0,210.888321,-16.546789,125,1.87,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180421_023628,1.3,0.217,14.857, CB4_35, 9.0,2018,04,20,17,36,28.730,39.0,27.8,214.758621,-16.417156,211.642136,-18.268061,148.829147,54.152504,1177034955,204029244,1373161866,548969597,1345618096,3,0.00726,0.00081, spo,0.0,-1.0,-1.0,-1.0,213.692368,-17.061096,122,1.87,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, spo,20180421_023843,4.9,0.217,1.909, CB4_35, 9.0,2018,04,20,17,38,43.630,62.9,31.9,201.765213,-0.193588,201.457367,-0.411588,112.038574,54.694290,2644253029,1439653936,1125911273,4165666193,1119499550,3,0.00697,0.00078, spo,0.0,-1.0,-1.0,-1.0,201.587997,-0.319085,118,1.85,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
R05B25, J5_Lyr,20180421_023922,1.8,0.150,11.782, CB4_35, 9.0,2018,04,20,17,39,22.160,58.7,28.4,201.989243,-5.261506,200.338699,-6.568287,118.541985,51.097496,1207870776,204029244,1374398472,571745657,1345157832,3,0.00674,0.00084, J5_Lyr,0.0,1.8,44.8,-6.7,201.406891,-5.723819,118,1.85,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180421_024607,2.0,0.083,13.800, CB4_35, 9.0,2018,04,20,17,46,7.340,48.5,32.0,212.697205,-8.292187,211.879211,-8.568542,145.520935,69.407249,2623394709,1439653936,1126997196,4201950676,1128891312,3,0.00703,0.00261, spo,0.0,-1.0,-1.0,-1.0,212.387695,-8.396997,118,1.87,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_024626,4.3,0.350,3.602, CB4_35, 9.0,2018,04,20,17,46,26.270,57.8,25.1,202.034958,-8.120008,201.421844,-9.274291,116.268196,27.355646,1207855557,204029244,1374389833,571995584,1358360161,3,0.00744,0.00041, spo,0.0,-1.0,-1.0,-1.0,201.773987,-8.612302,120,1.92,0.00000,0.00000,-1.000,-1.000,1.000,59.940,22,-1
R05B25, J5_Lyr,20180421_024652,1.9,0.150,10.538, CB4_35, 9.0,2018,04,20,17,46,52.300,55.7,25.4,203.734512,-9.276318,202.250931,-10.365662,125.886864,52.192837,2643040774,1439653936,1126107077,4163466229,1107699248,3,0.00703,0.00059, J5_Lyr,0.0,1.2,43.8,-8.8,203.191971,-9.676262,116,1.90,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, J5_Lyr,20180421_025525,1.3,0.150,15.547, CB4_35, 9.0,2018,04,20,17,55,25.900,38.8,34.1,223.042618,-11.206135,221.067062,-12.843855,145.867523,48.250198,1182389712,204029244,1372301080,640008430,1368353339,3,-1.00000,0.00108, J5_Lyr,0.0,5.5,57.9,+20.7,222.183411,-11.922558,0,1.91,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180421_025759,2.2,0.250,7.465, CB4_35, 9.0,2018,04,20,17,57,59.240,45.9,28.6,215.443085,-12.364467,214.532196,-14.139679,131.520233,25.777803,2622345087,1439653936,1126255173,4210567464,1122917676,3,0.00723,0.00086, spo,0.0,-1.0,-1.0,-1.0,215.068359,-13.098287,115,1.88,237.15144,30.68768,33.530,-1.000,1.000,59.940,16,-1
R05B25, J5_Lyr,20180421_030119,0.6,0.117,16.889, CB4_35, 9.0,2018,04,20,18,01,19.580,52.5,36.4,216.740814,-2.773082,214.921463,-4.113634,130.483673,53.424309,1175752886,204029244,1372862376,551005233,1373239787,3,0.00814,0.00074, J5_Lyr,0.0,3.7,61.8,+28.7,216.083069,-3.258549,126,1.87,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180421_030124,3.1,0.083,10.392, CB4_35, 9.0,2018,04,20,18,01,24.510,57.0,32.1,211.118820,-3.508728,210.727600,-3.928471,124.375328,42.813740,2622654091,1439653936,1126841284,4220191966,1129002187,3,0.00763,0.00026, spo,0.0,-1.0,-1.0,-1.0,210.945557,-3.694691,121,2.14,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_030256,4.1,0.150,6.500, CB4_35, 9.0,2018,04,20,18,02,56.180,53.0,33.8,215.187317,-4.520627,214.367493,-5.543596,128.783249,38.424183,1177264262,204029244,1373082123,548144146,1368420834,3,0.00805,0.00128, spo,0.0,-1.0,-1.0,-1.0,214.949188,-4.818206,132,1.99,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180421_030626,4.2,0.767,1.351, CB4_35, 9.0,2018,04,20,18,06,26.590,52.2,34.8,217.217239,-4.173109,217.571945,-3.165455,308.682526,-19.313961,2624992740,1439653936,1126431606,4205784643,1125562499,3,0.00717,0.00126, spo,0.0,-1.0,-1.0,-1.0,217.374863,-3.725620,115,2.00,215.62080,-7.40215,63.210,-1.000,1.000,59.940,47,-1
R05B25, spo,20180421_031359,4.0,0.350,3.240, CB4_35, 9.0,2018,04,20,18,13,59.620,43.4,35.2,225.128860,-8.240831,226.192978,-8.880808,301.907104,57.657318,1181065565,204029244,1372097991,642378986,1373032968,3,0.00740,0.00082, spo,0.0,-1.0,-1.0,-1.0,225.572266,-8.508116,111,1.93,0.00000,0.00000,-1.000,-1.000,1.000,59.940,22,-1
R05B25, J5_Lyr,20180421_031403,3.2,0.267,9.750, CB4_35, 9.0,2018,04,20,18,14,3.990,41.3,24.5,220.462448,-18.054731,219.409317,-19.204168,145.438416,38.405216,2624259899,1439653936,1127802079,4257776112,1108321293,3,-1.00000,0.00496, J5_Lyr,0.0,1.9,43.3,-9.7,219.905304,-18.665499,0,2.10,0.00000,0.00000,-1.000,-1.000,1.000,59.940,11,-1
R05B25, spo,20180421_031546,2.9,0.117,19.784, CB4_35, 9.0,2018,04,20,18,15,46.650,47.0,29.7,219.773224,-10.877005,217.029663,-10.916780,213.936661,79.067680,1174857524,204029244,1372630507,659058678,1349829900,3,0.00779,0.00361, spo,0.0,-1.0,-1.0,-1.0,218.806564,-10.893803,116,1.86,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180421_031553,4.6,0.284,4.747, CB4_35, 9.0,2018,04,20,18,15,53.210,50.4,29.6,217.381668,-9.142192,216.319138,-10.101833,137.191879,46.634769,2625191537,1439653936,1126415187,4250341294,1116613450,3,0.00740,0.00065, spo,0.0,-1.0,-1.0,-1.0,216.943176,-9.539274,111,2.20,0.00000,0.00000,-1.000,-1.000,1.000,59.940,18,-1
R05B25, spo,20180421_032820,1.9,0.150,9.195, CB4_35, 9.0,2018,04,20,18,28,20.100,49.4,31.1,222.115158,-8.552270,221.176147,-9.861608,138.108597,34.773041,1181961928,204029244,1372331841,668480725,1347389061,3,0.00680,0.00033, spo,0.0,-1.0,-1.0,-1.0,221.782700,-9.017238,110,1.89,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180421_033249,2.7,0.150,5.342, CB4_35, 9.0,2018,04,20,18,32,49.750,62.6,31.8,215.371613,-0.437530,214.796600,-1.115129,125.742813,40.310680,2622323123,1439653936,1126215555,4210349441,1119245880,3,0.00724,0.00032, spo,0.0,-1.0,-1.0,-1.0,215.138275,-0.712521,108,1.94,276.84048,47.64277,16.100,-1.000,1.000,59.940,10,-1
R05B25, spo,20180421_033249,6.9,0.501,1.444, CB4_35, 9.0,2018,04,20,18,32,49.750,44.7,24.8,222.683334,-16.050722,222.687653,-16.049868,296.421570,44.230759,1182268750,204029244,1372271509,640879911,1356551761,3,0.00724,0.00147, spo,0.0,-1.0,-1.0,-1.0,222.704651,-16.067177,108,1.94,0.00000,0.00000,-1.000,-1.000,1.000,59.940,4,-1
R05B25, spo,20180421_033302,5.6,0.217,4.311, CB4_35, 9.0,2018,04,20,18,33,2.750,63.7,32.9,215.652863,0.998659,215.220215,0.383704,124.950310,35.122623,2622428597,1439653936,1126242527,4209138958,1129373623,3,0.00887,0.00073, spo,0.0,-1.0,-1.0,-1.0,215.393753,0.630391,120,2.06,0.00000,0.00000,-1.000,-1.000,1.000,59.940,13,-1
R05B25, spo,20180421_033813,3.9,1.401,1.561, CB4_35, 9.0,2018,04,20,18,38,13.980,60.2,24.6,213.073975,-6.942346,212.135971,-4.972422,299.790375,25.192520,1178471553,204029244,1373259717,537349199,1357033366,3,0.00788,0.00163, spo,0.0,-1.0,-1.0,-1.0,212.664017,-6.083344,116,1.95,214.47891,-12.27912,51.880,-1.000,1.000,59.940,69,-1
R05B25, spo,20180421_034002,3.6,0.083,4.944, CB4_35, 9.0,2018,04,20,18,40,2.770,44.9,23.3,223.453171,-17.165585,223.352036,-17.383427,320.901825,-22.767012,2618987879,1439653936,1128099185,4235838426,1114975453,3,0.00772,0.00089, spo,0.0,-1.0,-1.0,-1.0,223.400162,-17.279819,119,1.92,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_034215,3.7,0.367,2.633, CB4_35, 9.0,2018,04,20,18,42,15.070,41.2,32.7,232.334534,-11.358240,231.659027,-10.599298,312.548615,40.235447,1179625870,204029244,1362992677,635620666,1367919498,3,0.00832,0.00102, spo,0.0,-1.0,-1.0,-1.0,232.017746,-11.002992,126,1.89,0.00000,0.00000,-1.000,-1.000,1.000,59.940,23,-1
R05B25, spo,20180421_034357,5.5,0.200,0.844, CB4_35, 9.0,2018,04,20,18,43,57.500,40.7,27.5,230.117523,-15.925782,230.026566,-16.079666,328.974762,-28.351465,2619568821,1439653936,1127681744,4281929808,1122335124,3,-1.00000,0.00092, spo,0.0,-1.0,-1.0,-1.0,230.081650,-15.986514,0,1.83,57.31587,7.35768,18.110,-1.000,1.000,59.940,12,-1
R05B25, J5_Lyr,20180421_034633,1.5,0.117,11.370, CB4_35, 9.0,2018,04,20,18,46,33.380,47.1,36.1,231.332321,-5.802643,230.432495,-6.983789,325.701630,-36.858295,1179218267,204029244,1363022693,630378128,1371875614,3,0.00879,0.00109, J5_Lyr,0.0,2.8,40.6,-15.4,230.991776,-6.250466,136,1.95,0.00000,0.00000,-1.000,-1.000,1.000,59.940,8,-1
R05B25, spo,20180421_035147,2.4,0.350,5.816, CB4_35, 9.0,2018,04,20,18,51,47.290,49.2,30.9,228.034470,-8.782887,227.875854,-10.933237,318.668213,-4.094668,2620873715,1439653936,1127506342,4283782310,1119405135,3,0.00925,0.00102, spo,0.0,-1.0,-1.0,-1.0,227.969498,-9.667016,141,1.90,0.00000,0.00000,-1.000,-1.000,1.000,59.940,22,-1
R05B25, spo,20180421_035211,5.7,0.184,0.760, CB4_35, 9.0,2018,04,20,18,52,11.520,65.0,34.4,220.797760,2.777364,220.809723,2.647551,311.053040,5.247596,1175256373,204029244,1372463102,664362455,1374874344,3,0.00921,0.00078, spo,0.0,-1.0,-1.0,-1.0,220.802826,2.722447,135,1.90,0.00000,0.00000,-1.000,-1.000,1.000,59.940,10,-1
R05B25, spo,20180421_035211,6.8,0.717,0.779, CB4_35, 9.0,2018,04,20,18,52,11.520,53.9,25.7,221.525497,-10.150148,222.224945,-13.103409,309.342682,12.183315,2618381232,1439653936,1127874976,4254963482,1110510156,3,0.00921,0.01302, spo,0.0,-1.0,-1.0,-1.0,221.558624,-10.153435,135,1.90,0.00000,0.00000,-1.000,-1.000,1.000,59.940,5,-1
R05B25, J5_Lyr,20180421_035244,2.3,0.083,11.577, CB4_35, 9.0,2018,04,20,18,52,44.070,42.0,32.8,234.411789,-10.839625,234.031418,-11.289268,333.274719,-38.821747,1186695783,204029244,1362814831,604327755,1368187581,3,0.00894,0.00048, J5_Lyr,0.0,2.8,45.5,-5.1,234.220749,-11.065686,133,1.88,0.00000,0.00000,-1.000,-1.000,1.000,59.940,6,-1
R05B25, spo,20180421_035531,2.4,0.184,12.726, CB4_35, 9.0,2018,04,20,18,55,31.420,43.9,31.4,232.990631,-11.109926,230.979919,-12.892940,334.906769,-46.437298,2631020573,1439653936,1137437364,4288722015,1119276473,3,0.00826,0.00087, spo,0.0,-1.0,-1.0,-1.0,232.267075,-11.755892,123,1.95,0.00000,0.00000,-1.000,-1.000,1.000,59.940,12,-1
R05B25, spo,20180421_035833,2.0,1.785,12.463, CB4_35, 9.0,2018,04,20,18,58,33.110,48.6,28.2,228.471313,-11.284837,226.635559,-12.825450,151.234619,47.910793,1180181213,204029244,1371798421,623494455,1344592029,3,-1.00000,0.04073, spo,0.0,-1.0,-1.0,-1.0,227.353439,-12.226537,0,2.05,0.00000,0.00000,-1.000,-1.000,1.000,59.940,14,-1
