,g_mag_star,g_mag_star_err,x_astropy,y_astropy,source_ID,star_flux
0,10.0879,0.0005,333.334197937734,256.4272411536249,5.745646857330113e+18,654695.0803557886
1,10.485,0.0004,270.7549424688298,136.34957092390712,5.745663938415955e+18,415076.8545821904
2,10.5307,0.0003,441.7654872136865,196.2296462298093,5.74565362619887e+18,412212.6768834032
3,10.5598,0.0004,28.61434189735881,70.2626571588976,5.745715271865007e+18,467715.20403252775
4,11.0539,0.001,239.31706225126962,242.43338462779786,5.745649301167418e+18,283356.5937205995
5,11.5121,0.0004,435.39397181326217,22.04713080140075,5.746047805413046e+18,210308.71184555432
6,11.6588,0.0003,219.3170605508858,19.356025088881523,5.745675856949288e+18,173836.05240970463
7,11.6725,0.0003,137.57899810241568,224.5793053827421,5.745661872536107e+18,160884.48869491272
8,11.8297,0.0003,277.4609721830906,89.10284784281522,5.745670879083102e+18,148310.0747967757
9,11.9795,0.0002,29.529619736275624,167.82339548714128,5.745643077759216e+18,102287.4671352514
10,12.0834,0.0003,237.6664147454635,214.91742328575214,5.745649713484278e+18,126770.75171888905
11,12.373,0.0006,139.4754046019593,54.016989596285725,5.745716298361348e+18,89047.54469009525
12,12.442,0.0002,384.73973155384346,43.28116787255949,5.745672558414406e+18,69572.11810315534
13,12.6705,0.0003,259.40761639489057,12.344487175463989,5.745675758165856e+18,72157.73702526165
14,12.8968,0.0003,462.368638281805,75.80113914498938,5.745659609088905e+18,63565.57497182953
15,12.9734,0.0005,101.47496882619572,183.40797369864003,5.745665239790463e+18,49109.009357650495
16,13.0303,0.0005,251.4904622293709,203.95276163644414,5.745651225312764e+18,39686.12178738869
17,13.1115,0.0003,275.87532258571014,225.54159425583825,5.74565088171538e+18,39651.02601636513
18,13.1351,0.0003,16.676824761780807,211.21126970458718,5.745642188701511e+18,41411.1467665763
19,13.2874,0.0003,147.2908897189954,245.57085628077374,5.74566101783821e+18,68455.39218325328
20,13.3428,0.0004,263.10065548641916,213.73592201165147,5.745650950434857e+18,36782.128630853695
21,13.4155,0.0002,231.2450213412975,17.387127263605578,5.745675689446383e+18,33555.46707554521
22,13.4984,0.0003,59.4217962866737,245.94778739092308,5.745638134252465e+18,32122.47356217173
23,13.5234,0.0003,365.8213080986547,169.1474485815997,5.745656757230631e+18,33094.72848087235
24,13.5412,0.0003,290.89768542280405,100.64347989319772,5.745670050153507e+18,28986.93661030975
25,13.5658,0.0002,89.89066627093888,31.526349785987293,5.745716989851917e+18,27771.75191958134
26,13.5796,0.0003,280.21492027379054,34.5922148910879,5.745674727373705e+18,29199.822748827854
27,13.6563,0.0003,224.62164582055425,107.6923555560149,5.745665067991443e+18,28963.53526506186
28,13.6753,0.0004,432.48009228385325,182.154061780066,5.745653699213912e+18,30691.937384163793
29,13.7845,0.0003,179.2956937133525,123.49522033945995,5.745667546188404e+18,22614.35057575132
30,13.888,0.0003,207.81006656021373,23.54497099616643,5.745675483287956e+18,-624.0246487102216
31,13.8968,0.0003,425.283767959991,218.68999773294087,5.745652427903594e+18,21330.820192785613
32,13.9439,0.0003,53.61824561310571,245.92385179946444,5.745641084894394e+18,16206.500066235361
33,13.9952,0.0003,10.695242169306477,257.42831116260624,5.745639543001744e+18,20354.210032444753
34,14.0277,0.0003,84.42380185206353,140.01324154783165,5.745666481036524e+18,21746.03645321418
35,14.0506,0.0003,170.5969276491314,250.42446104266875,5.745660777320039e+18,20318.62215146031
36,14.1262,0.0004,475.0290065000519,232.32400393061025,5.744901873778739e+18,16807.31734446154
37,14.1307,0.0004,354.9939772885469,77.27332596295595,5.745671806796107e+18,18259.509205391092
38,14.1394,0.0006,93.48523902415485,38.991542785455714,5.745716989851917e+18,19077.466198133192
39,14.1676,0.0003,224.66208475763162,143.81644367949713,5.745664591250988e+18,17249.27798504627
40,14.1686,0.0004,325.1234309574718,33.96113539141096,5.745673146825828e+18,17390.279244872214
41,14.1976,0.0003,136.15297926884926,54.307393231311515,5.745716268297409e+18,34010.0464443298
42,14.213,0.0004,471.69539253634696,151.31606757089372,5.745655451560565e+18,12490.042085770832
43,14.2178,0.0005,435.6700096194635,160.16105403771783,5.74565411153077e+18,9631.294740301015
44,14.2222,0.0006,53.05570828945883,20.426216550611414,5.745720254027065e+18,17267.46504469301
45,14.2371,0.0005,420.2849776423037,17.18479621092558,5.746047839772787e+18,38607.18369146517
46,14.2755,0.0004,67.2497326726591,264.69211015594743,5.745637756295345e+18,15021.803989651646
47,14.3326,0.0006,238.82378830160198,62.039753316459176,5.745674143258159e+18,13151.417192859251
48,14.395999999999999,0.0004,142.37050412574803,172.37760221928463,5.745662770184863e+18,16392.67985678596
49,14.3996,0.0004,31.77913382768925,183.49222846210685,5.745642704097581e+18,1566.3856070869228
50,14.4574,0.0029,31.272861960810356,139.74158721635456,5.745713519518354e+18,11180.995509545573
51,14.4581,0.0003,242.863869129214,83.48148402771895,5.745673971459557e+18,11524.62076013287
52,14.5511,0.0003,160.8195058910716,27.63623313990919,5.745722311315716e+18,10954.069135558362
53,14.5546,0.0005,270.56405887758456,231.6082623133569,5.745650091441398e+18,12235.959725281986
54,14.5734,0.0025,348.42321516562384,157.01202485508747,5.745657581864353e+18,15557.975747815703
55,14.5934,0.0004,48.494401552446696,75.32883569142216,5.745715306224743e+18,12144.023050515649
56,14.6437,0.0004,111.8334716150604,198.3419009590196,5.745662216133488e+18,11000.90106738605
57,14.6567,0.0004,167.54516382685068,44.654647540288394,5.745669504693486e+18,11743.505226171967
58,14.6586,0.0005,313.278234618069,194.6579420878573,5.745650675556945e+18,10910.470637113189
59,14.7011,0.0004,483.2532103072438,234.6169900534477,5.744901839419001e+18,7928.131911670398
60,14.714,0.0004,289.4812512261552,259.0455162165505,5.745648270375265e+18,13078.43418467564
61,14.7199,0.0003,91.17733333877537,110.19306302147476,5.745667271310504e+18,1185.1282480766417
62,14.7729,0.0004,463.430663241245,213.75932094291923,5.745652599702283e+18,7838.690847491949
63,14.7845,0.0004,184.4083681457943,113.13211800234971,5.745667580548141e+18,497.10043651632
64,14.795,0.0004,102.5115005998439,57.83256512728842,5.745716130858459e+18,8088.749150681154
65,14.8014,0.0004,477.4912566601625,146.80327226387257,5.745655485920302e+18,8558.038754422998
66,14.8058,0.0005,191.31786110465072,205.87242983094697,5.745661601953756e+18,9304.986342546183
67,14.8245,0.0004,72.84320411829091,157.21994867190458,5.745666343597572e+18,9057.844596843956
68,15.2821,0.0013,441.9558581558522,34.49202765446974,5.74603602002232e+18,19271.87560739195
