,g_mag_star,g_mag_star_err,x_astropy,y_astropy,source_ID,star_flux
0,10.4577,0.0003,320.6420467880098,22.197084636668876,3.6412068948302013e+18,409166.053695228
1,10.4912,0.0008,274.135358244093,243.09043894318526,6.331343168005429e+18,382570.9843287099
2,11.4619,0.0008,300.82949661155084,22.65755592491781,3.6412068561745997e+18,143315.84009471364
3,11.7158,0.0003,261.85669915302884,93.08603420528236,3.6412043135539625e+18,109566.82184357327
4,11.8044,0.0003,204.72232206691803,24.549292586021643,3.6412089177589023e+18,95044.12867139197
5,12.1131,0.0003,33.491188954419734,193.3659979924876,3.641173325365718e+18,89600.30357123491
6,12.2604,0.0003,197.00001010050036,123.12566654203859,3.6411981288010573e+18,78155.41482214245
7,12.418,0.0004,341.5216648213755,86.02582044151659,6.331354815956747e+18,62590.94000608634
8,12.514000000000001,0.0003,298.6336395573136,194.3759313150103,6.331344022702918e+18,59219.49526899291
9,12.6036,0.0004,153.7299113450505,58.911737599434325,3.641202733005996e+18,48269.13940662838
10,12.8437,0.0003,166.61313082590834,131.26970172197395,3.6411988159958246e+18,45008.22992166248
11,12.9228,0.0005,160.49654384716655,242.83354246888413,6.331345328372977e+18,39079.0819063856
12,12.9592,0.0005,354.39453143002135,51.531723858995406,6.331356705742359e+18,29302.533238450822
13,13.1144,0.0004,133.1669012998658,223.5221366507796,6.331345641906492e+18,27178.821491055685
14,13.1698,0.0003,114.78943924372358,202.6452963772707,3.6411957966346895e+18,27632.095379803617
15,13.2665,0.0003,22.59606796415737,192.5619062054345,3.6411762459434793e+18,22119.71367121527
16,13.3631,0.0004,261.36355709410543,199.0371677061568,6.33134660397927e+18,26367.435959292172
17,13.5631,0.0003,336.54787019495535,159.12237156972964,6.331350074312847e+18,22673.935131587103
18,13.5923,0.0004,410.805675324964,136.15970102964107,6.331350417910231e+18,24811.53268690742
19,13.7552,0.0004,392.2286060679581,83.5197737218488,6.331355400072298e+18,21219.78981573552
20,13.8426,0.0005,412.08863093793207,149.26050016097378,6.331349661995985e+18,21657.70682631478
21,13.8496,0.0003,55.37984315775022,190.66723013051444,3.6411733597254554e+18,16340.035463414322
22,13.8645,0.0004,81.35231752874286,66.6122049112782,3.641203252697919e+18,14273.614130360158
23,13.9659,0.0003,295.31239496523847,90.2486391214464,6.33135498775544e+18,14265.41962526204
24,14.0093,0.0004,273.1446961022696,194.19474566568152,6.33134663833901e+18,12598.55427849846
25,14.0496,0.0007,215.58593757597504,171.2278831895625,6.331347806570118e+18,10118.565080671928
26,14.2632,0.0004,460.0117228833049,103.19253823392334,6.331352479494534e+18,13053.430579477204
27,14.2867,0.0004,132.4290635463836,96.03446573244213,3.6412021188265677e+18,13583.213225591906
28,14.3039,0.0004,73.76728730426498,244.13550127992406,3.641171538659316e+18,11620.748316683552
29,14.3045,0.0005,91.83704744308297,75.38740241673963,3.6412031839784417e+18,11441.611055617614
30,14.446,0.0005,25.184136604267376,138.46069088857223,3.641200984955112e+18,8669.725879506304
31,14.4551,0.0005,177.90572246232998,86.44456516422073,3.641199644925405e+18,7339.923116733818
32,14.4662,0.0006,405.38428907899635,172.67306216329342,6.331349421477814e+18,10978.781866985586
33,14.6292,0.0004,422.1698474653348,110.41271450897707,6.331352101537412e+18,10190.752879645504
34,14.6826,0.0005,391.41066217340864,258.0018733558032,6.331330661060657e+18,8151.544410057746
35,14.6913,0.0007,54.337219947563256,149.34640036566603,3.6411999885226957e+18,8685.403633409027
36,14.7515,0.0005,114.65573410081942,221.0789332313264,3.6411954873970437e+18,3249.7857608054605
37,14.7634,0.0004,157.4645244708469,168.73262064991218,3.641196243311304e+18,7398.051667518372
38,14.8263,0.0029,250.87555588616047,155.61422664444558,6.331348115807763e+18,6830.613997186655
39,14.8715,0.0006,117.38031564170208,70.58058422144794,3.6412025655031685e+18,8587.53225000366
40,15.644,0.0014,116.01992039021687,246.34324123626843,6.33132213984463e+18,8665.004825112639
