,g_mag_star,g_mag_star_err,x_astropy,y_astropy,source_ID,star_flux
0,10.7954,0.0003,169.89500054905184,246.82386044929908,3.6188251330558336e+18,342696.8798996972
1,11.1012,0.0005,19.08306731725436,122.21444278696224,3.618843549874969e+18,241537.75027645615
2,11.1068,0.0007,89.22677624996996,135.85744906880868,3.6188400108225654e+18,275465.0414120507
3,11.3296,0.0004,196.45505280548718,265.0721207201609,3.618821903240423e+18,250415.05885000652
4,11.6861,0.0003,112.65466983872619,112.57206759324444,3.6188401783254584e+18,159079.8409055358
5,11.7291,0.0003,31.252439556817986,42.322671273584035,3.6188915847898685e+18,159196.91228848835
6,12.1555,0.0002,271.2852861604789,168.5757136066997,3.618832069427206e+18,107829.22971978814
7,12.317,0.0003,398.9514960801676,173.64953725560176,3.618829836044223e+18,88848.43810259062
8,12.4118,0.0002,248.28146624673255,203.19934143404708,3.618831455247764e+18,81676.80133256115
9,12.4414,0.0002,486.06378053123353,256.45757518992303,3.6158228821963843e+18,79746.38528169056
10,12.4936,0.0004,409.9286769366252,75.8505188884588,3.6192072434105303e+18,63482.80682814437
11,12.4956,0.0006,106.89634973862431,227.8030099797149,3.6188247894584545e+18,59472.98564060222
12,12.6247,0.0003,241.2960251161456,73.58448886746076,3.6188472263676785e+18,66106.20676063547
13,12.8116,0.0003,46.7435387804205,151.5966360467344,3.61884241600425e+18,51541.55363444451
14,13.0101,0.0007,201.37065809570092,116.45523634345749,3.618845233502798e+18,48412.805957130164
15,13.0738,0.0005,78.34049627736516,116.10326292393907,3.618843068839283e+18,42769.281112422
16,13.1394,0.0005,272.71108600761175,93.36265427127644,3.6188351961633946e+18,42571.548642865615
17,13.2468,0.0004,209.5060730642413,145.42311756439375,3.618833035795672e+18,42402.049374543916
18,13.2827,0.0003,458.3908593015549,240.77683326100305,3.615825592320095e+18,36460.271247117096
19,13.356,0.0004,455.4116613062211,155.70354922957628,3.6162028665430083e+18,33504.97007468729
20,13.4293,0.0003,217.26777928979786,45.784315418275966,3.6188481154250204e+18,33342.911827200034
21,13.6548,0.0003,114.23255109901658,79.86450307071706,3.6188492192324547e+18,26424.042000120175
22,13.6765,0.0004,26.36088913794897,267.81952062818317,3.6188124199526374e+18,28478.685453312904
23,13.6872,0.0004,260.32077110426764,270.016798962266,3.618821353484682e+18,27319.525857367113
24,13.7919,0.0004,424.58209882051557,17.202114915260427,3.6192122298681395e+18,21678.869895482243
25,13.7937,0.0004,376.43568336154885,245.64138012073485,3.615825218658595e+18,22678.558545146243
26,13.8188,0.0005,400.43431081191335,123.46923589280016,3.6192064230723487e+18,17792.27474071612
27,13.8297,0.0003,330.6117272865061,161.1379126283383,3.618830630614055e+18,22156.302927592358
28,13.8422,0.0006,153.2904691211706,132.6972642050977,3.61884495862489e+18,19115.556917344453
29,13.9165,0.0003,158.15604701290468,180.10051165883968,3.6188386020732846e+18,21068.065998591595
30,14.0059,0.0003,229.50279146455762,67.13039072411152,3.6188471920079406e+18,20527.225503478785
31,14.0181,0.0003,57.15029632884061,179.02442000013863,3.6188379148785193e+18,18507.174401609354
32,14.0434,0.0004,333.61365955196334,33.67629902688563,3.619211233435727e+18,18923.274856454856
33,14.1055,0.0004,229.87721704888665,124.73609487383257,3.618833448112535e+18,17633.54435142197
34,14.1223,0.0004,119.64482563579064,164.31460721071272,3.6188389113109325e+18,18508.573762971224
35,14.3199,0.0005,397.7530969512889,12.881348957320009,3.6192115426733737e+18,11802.691677024708
36,14.3363,0.0003,57.48869138412317,187.23830910781217,3.6188377087200886e+18,15311.08685863853
37,14.3368,0.0005,333.72153516004744,23.241986771733057,3.6192230188259886e+18,12089.305527526878
38,14.35,0.0039,342.8098538037387,240.1741675472871,3.6188275683014907e+18,14353.161375215865
39,14.3602,0.0007,178.00695642071355,211.1385909369017,3.6188264730856356e+18,14262.707474801842
40,14.3804,0.0004,34.075244593807355,109.64293062747716,3.6188436873145754e+18,13753.846145006633
