,g_mag_star,g_mag_star_err,x_astropy,y_astropy,source_ID,star_flux
0,11.7971,0.0004,167.55509974545842,66.22756348325933,3.579704200102251e+18,149952.51737266246
1,11.8084,0.0005,372.9824637176305,213.44018910202539,3.57949772813888e+18,116439.06609301039
2,12.0013,0.0004,110.58004917281154,85.4305591232932,3.579702821416605e+18,179872.20171841318
3,12.0905,0.0003,310.5669815673696,43.0706641312121,3.57989135759706e+18,141213.63781226645
4,12.2057,0.0002,309.31259945030513,231.65672963320281,3.5794969765201756e+18,103192.32292268465
5,12.7625,0.0002,320.3194255937883,268.6815267969872,3.579495911368285e+18,59848.98163005843
6,13.1316,0.0003,163.71735108538041,29.64800118484089,3.5797047154983286e+18,33778.4003252116
7,13.1497,0.0002,349.0877339114038,35.828500291051256,3.5798888493361766e+18,41523.3423328567
8,13.1923,0.0003,65.87842393611447,119.50687500844576,3.5796964691611136e+18,22250.9812344049
9,13.2463,0.0003,309.72476088846474,45.8937623938099,3.57989135759706e+18,19039.52726475412
10,13.6706,0.0002,133.51155668297258,191.9998927569226,3.5795070439234703e+18,26684.50796475357
11,13.7012,0.0002,489.3829744795978,218.31107056526173,3.5798694360840013e+18,4170.892751145717
12,13.8348,0.0003,27.477142490410703,146.0085208936591,3.5796958850455603e+18,24098.370316867375
13,13.8499,0.0004,346.64151879554316,258.72943530938954,3.5794959800878346e+18,17815.909596250858
14,13.862,0.0003,27.481836355372227,126.79030926719574,3.579697053276665e+18,20987.45972502275
15,13.8867,0.0003,160.46703302176329,138.05509938362334,3.5795141563893146e+18,1947.1246384948165
16,13.93,0.0003,274.3347472081333,55.96826689837216,3.579891391956797e+18,21702.602863497195
17,13.9455,0.0004,486.14122145725344,120.61169544242891,3.579875792635606e+18,14943.634081543778
18,13.9656,0.0005,410.11362891017137,256.1586455506126,3.5794943308194345e+18,28645.706284803746
19,14.3276,0.0004,344.9656806783389,53.403779862640064,3.579888643177729e+18,13718.290502632948
20,14.5991,0.0004,303.50027299679857,162.50631119616742,3.57951089221422e+18,9478.09590779032
21,14.6832,0.0004,385.44858278176383,39.65437762333932,3.579890086286743e+18,7423.0171497225
22,14.7261,0.0004,100.6013568859148,252.20019369151265,3.5795018556029737e+18,10309.568425050627
23,14.8127,0.0005,238.6977417819669,59.838018769671194,3.579516767729485e+18,7797.316681329917
24,15.3575,0.0019,454.13388274641574,61.5056646855136,3.579877304464126e+18,8025.7748504174615
